BidangUsaha,JumlahAset,Lokasi,MataUang,Nama,Persentase,Satuan,StatusOperasi,TahunKomersil,KodeEmiten,NamaEmiten
PERDAGANGAN DAN JASA,693652906946,BANDUNG,IDR,PT KAGUM MAHA KARYA JAYA,99.99,PENUH,OPERASI,2013,AKKU,PT ANUGERAH KAGUM KARYA UTAMA TBK
PERDAGANGAN DAN JASA,23053236,JAKARTA,IDR,PT KAMALA KHAN MAHA INVESTASI,99.99,PENUH,BELUM,0,AKKU,PT ANUGERAH KAGUM KARYA UTAMA TBK
JASA MANAJEMEN HOTEL,13437261740,BANDUNG,IDR,PT PERMATA NUSANTARA HOTELINDO,99.98,PENUH,OPERASI,2011,AKKU,PT ANUGERAH KAGUM KARYA UTAMA TBK
PERDAGANGAN,253581,HONG KONG,IDR,INTERNATIONAL RESOURCES LTD,98.0,RIBUAN,TIDAK AKTIF,1991,AKPI,ARGHA KARYA PRIMA IND. TBK
PERDAGANGAN,84000,SINGAPURA,IDR,CHEMICAL PETROLEUM INTERNATIONAL TRADING PTE LTD,100.0,JUTAAN,AKTIF,2024,AKRA,PT AKR CORPORINDO TBK
PERDAGANGAN KIMIA DASAR,79595,JAKARTA,IDR,PT AKR NIAGA INDONESIA,99.99,JUTAAN,AKTIF,2013,AKRA,PT AKR CORPORINDO TBK
PELAYARAN DOMESTIK,867263,JAKARTA,IDR,PT AKR SEA TRANSPORT,99.99,JUTAAN,AKTIF,2013,AKRA,PT AKR CORPORINDO TBK
JASA LOGISTIK,255182,JAKARTA,IDR,PT AKR TRANSPORTASI INDONESIA,99.9,JUTAAN,AKTIF,2013,AKRA,PT AKR CORPORINDO TBK
JASA LOGISTIK,612297,JAKARTA,IDR,PT ANDAHANESA ABADI,99.99,JUTAAN,AKTIF,1982,AKRA,PT AKR CORPORINDO TBK
"PERDAGANGAN, PERUSAHAAN HOLDING",2107729,JAKARTA,IDR,PT ANUGERAH KRIDA RETAILINDO,99.99,JUTAAN,AKTIF,2018,AKRA,PT AKR CORPORINDO TBK
PERDAGANGAN DAN PERTAMBANGAN BATUBARA,756,JAKARTA,IDR,PT ANUGRAH KARYA RAYA,99.99,JUTAAN,AKTIF,2011,AKRA,PT AKR CORPORINDO TBK
PABRIKAN BAHAN PEREKAT,377797,SURABAYA,IDR,PT ARJUNA UTAMA KIMIA,99.96,JUTAAN,AKTIF,1976,AKRA,PT AKR CORPORINDO TBK
DISTRIBUSI DAN PENGANGKUTAN,54898,SURABAYA,IDR,PT BERKAH BUANA ENERGI,65.0,JUTAAN,BELUM AKTIF,0,AKRA,PT AKR CORPORINDO TBK
"PEMBANGKITAN, PENGOPERASIAN, KONSTRUKSI DAN INSTALASI TENAGA LISTRIK",30914,SURABAYA,IDR,PT BERKAH RENEWABLE ENERGI,99.97,JUTAAN,BELUM AKTIF,0,AKRA,PT AKR CORPORINDO TBK
TERMINAL TANGKI PENYIMPANAN,1179575,JAKARTA,IDR,PT JAKARTA TANK TERMINAL,51.0,JUTAAN,AKTIF,2010,AKRA,PT AKR CORPORINDO TBK
JASA LOGISTIK,25083,SURABAYA,IDR,PT TERMINAL ENERGI PRIMER,99.99,JUTAAN,BELUM AKTIF,0,AKRA,PT AKR CORPORINDO TBK
JASA LOGISTIK,12171806,SURABAYA,IDR,PT USAHA ERA PRATAMA NUSANTARA,99.99,JUTAAN,AKTIF,2000,AKRA,PT AKR CORPORINDO TBK
PENGANGKUTAN DARAT,330226713259,"BATULICIN, KALIMANTAN SELATAN",IDR,PT REZKI BATULICIN TRANSPORT,99.76,PENUH,BEROPERASI,2012,AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK
INDUSTRI/MANUFACTURING,267921379174,BANDUNG,IDR,PT ALFA POLIMER INDONESIA,99.0,PENUH,OPERASI,1998,ALDO,ALKINDO NARATAMA TBK
INDUSTRI/MANUFACTURING,1193420921356,SUBANG,IDR,PT ECO PAPER INDONESIA,99.0,PENUH,OPERASI,2014,ALDO,ALKINDO NARATAMA TBK
PERDAGANGAN/TRADING,277572103459,BANDUNG,IDR,PT SWISSTEX NARATAMA INDONESIA,99.0,PENUH,OPERASI,2006,ALDO,ALKINDO NARATAMA TBK
PERDAGANGAN BAHAN BAKU,566907378,HONG KONG,IDR,ALAKASA COMPANY LIMITED,100.0,RIBUAN,NAN,2000,ALKA,ALAKASA INDUSTRINDO TBK
PERDAGANGAN BAHAN BAKU,15719,HONG KONG,IDR,INDONESIA ALUMINA REFINERY LTD,99.0,RIBUAN,NAN,0,ALKA,ALAKASA INDUSTRINDO TBK
PERDAGANGAN BAHAN BAKU,14792544,INDONESIA,IDR,PT ALAKASA ALUMINA REFINERI,70.0,RIBUAN,NAN,0,ALKA,ALAKASA INDUSTRINDO TBK
INDUSTRI LOGAM,18366785,INDONESIA,IDR,PT ALAKASA ANDALAN MITRA SEJATI,99.0,RIBUAN,NAN,2019,ALKA,ALAKASA INDUSTRINDO TBK
REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA,13060228,INDONESIA,IDR,PT ALAKASA EXTRUSINDO,99.0,RIBUAN,NAN,2001,ALKA,ALAKASA INDUSTRINDO TBK
PERDAGANGAN,424352,INDONESIA,IDR,PT ALKA NIAGA INDUSTRI,99.0,RIBUAN,NAN,0,ALKA,ALAKASA INDUSTRINDO TBK
PERHOTELAN,181221339,BALI,IDR,PT MAKMUR BERKAH AMANDA HOTEL,87.99,RIBUAN,BEROPERASI,2018,AMAN,PT MAKMUR BERKAH AMANDA TBK
PERHOTELAN,177768121,PONTIANAK,IDR,PT MAKMUR BERKAH HOTEL,99.0,RIBUAN,PRA OPERASI,2024,AMAN,PT MAKMUR BERKAH AMANDA TBK
JASA PERBAIKAN DAN PEMASANGAN KACA OTOMOTIF,6060,INDONESIA,IDR,PT AUTO GLASS INDONESIA,99.95,JUTAAN,AKTIF,2001,AMFG,ASAHIMAS FLAT GLASS TBK
PERUSAHAAN INVESTASI,467840,SINGAPURA,IDR,ALFAMART RETAIL ASIA PTE LTD,100.0,JUTAAN,AKTIF,2014,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
PENGOLAHANPENGEMBANGAN APLIKASI DATA DAN PERDAGANGAN SECARA E-COMMERCE,326624,TANGERANG,IDR,PT GLOBAL LOYALTY INDONESIA,75.0,JUTAAN,AKTIF,2014,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
PERDAGANGAN ECERAN UNTUK PRODUK KONSUMEN,8355911,TANGERANG,IDR,MIDI UTAMA INDONESIA TBK,77.09,JUTAAN,AKTIF,2007,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
PERDAGANGAN PERALATAN KESEHATAN,667487,TANGERANG,IDR,PT SUMBER INDAH LESTARI,65.0,JUTAAN,AKTIF,2013,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
PERDAGANGAN BESAR UNTUK PRODUK KONSUMEN,1145225,TANGERANG,IDR,PT SUMBER TRIJAYA LESTARI,99.95,JUTAAN,AKTIF,2015,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
AGRIBISNIS SAGU,11469945,"SORONG SELATAN, PAPUA BARAT",USD,PT ANJ AGRI PAPUA,99.99,PENUH,BEROPERASI,2017,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
ENERGI TERBARUKAN,1220914,"BELITUNG, BANGKA BELITUNG",USD,PT AUSTINDO AUFWIND NEW ENERGY,99.22,PENUH,BEROPERASI,2013,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERKEBUNAN KELAPA SAWIT,512087594,"BINANGA, SUMATERA UTARA",USD,PT AUSTINDO NUSANTARA JAYA AGRI,99.99,PENUH,BEROPERASI,1995,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERKEBUNAN KELAPA SAWIT,44378609,"ANGKOLA SELATAN, SUMATERA UTARA",USD,PT AUSTINDO NUSANTARA JAYA AGRI SIAIS,99.99,PENUH,BEROPERASI,2009,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PRODUK KONSUMEN,86886,JAKARTA,USD,PT AUSTINDO NUSANTARA JAYA BOGA,99.99,PENUH,BEROPERASI,2014,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
AGRIBISNIS,11374989,JEMBER,USD,PT GADING MAS INDONESIA TEGUH,80.0,PENUH,BEROPERASI,2000,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERKEBUNAN KELAPA SAWIT,10352203,"EMPAT LAWANG, SUMATERA SELATAN",USD,PT GALEMPA SEJAHTERA BERSAMA,99.99,PENUH,BEROPERASI,2022,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERKEBUNAN KELAPA SAWIT,84992982,"KETAPANG, KALIMANTAN BARAT",USD,PT KAYUNG AGRO LESTARI,99.99,PENUH,BEROPERASI,2014,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
AGRIBISNIS SAGU,255103,"SORONG SELATAN, PAPUA",USD,PT LESTARI SAGU PAPUA,51.0,PENUH,PRA OPERASI,0,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERKEBUNAN KELAPA SAWIT,90985058,"SORONG SELATAN, PAPUA",USD,PT PERMATA PUTERA MANDIRI,99.99,PENUH,BEROPERASI,2020,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERKEBUNAN KELAPA SAWIT,116858567,"SORONG SELATAN DAN MAYBRAT, PAPUA",USD,PT PUTERA MANUNGGAL PERKASA,99.99,PENUH,BEROPERASI,2020,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERKEBUNAN KELAPA SAWIT,76443771,"BELITUNG, BANGKA BELITUNG",USD,PT SAHABAT MEWAH DAN MAKMUR,99.99,PENUH,BEROPERASI,1994,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
PERUSAHAAN INVESTASI,3887896,AUSTRALIA,IDR,ASIA PACIFIC NICKEL PTY LTD,100.0,JUTAAN,BEROPERASI,2003,ANTM,ANEKA TAMBANG TBK
EKSPLORASI DAN OPERATOR TAMBANG,183975,INDONESIA,IDR,PT ANTAM RESOURCINDO,99.99,JUTAAN,BEROPERASI,1997,ANTM,ANEKA TAMBANG TBK
"PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PERTANIAN DAN PERTAMBANGAN",183096,INDONESIA,IDR,PT BORNEO EDO INTERNATIONAL,100.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
"PERKEBUNAN, PERINDUSTRIAN, PENGANGKUTAN HASIL PERKEBUNAN, PERDAGANGAN DAN JASA",22923,INDONESIA,IDR,PT BORNEO EDO INTERNATIONAL AGRO,100.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
"JASA, PERDAGANGAN, DAN PERINDUSTRIAN",13396,INDONESIA,IDR,PT BORNEO EDO SEJAHTERA,100.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
"EKSPLORASI, KONSTRUKSI DAN PENGEMBANGAN TAMBANG, PENAMBANGAN, PRODUKSI, PENGOLAHAN DAN PEMURNIAN, PENGANGKUTAN DAN PENJUALAN DI INDUSTRI EMAS",126415,INDONESIA,IDR,PT CIBALIUNG SUMBERDAYA,100.0,JUTAAN,BEROPERASI,2010,ANTM,ANEKA TAMBANG TBK
EKSPLORASI DAN OPERATOR TAMBANG BATUBARA,9697,INDONESIA,IDR,PT CITRA TOBINDO SUKSES PERKASA,100.0,JUTAAN,BEROPERASI,2011,ANTM,ANEKA TAMBANG TBK
EKSPLORASI DAN OPERATOR TAMBANG,12720,INDONESIA,IDR,PT DWIMITRA ENGGANG KHATULISTIWA,100.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
PERINDUSTRIAN DAN PERDAGANGAN,133746,INDONESIA,IDR,PT EMAS ANTAM INDONESIA,100.0,JUTAAN,BEROPERASI,2021,ANTM,ANEKA TAMBANG TBK
EKSPLORASI DAN OPERATOR TAMBANG NIKEL,4112468,INDONESIA,IDR,PT GAG NIKEL,100.0,JUTAAN,BEROPERASI,2018,ANTM,ANEKA TAMBANG TBK
"PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PERTANIAN, PENGANGKUTAN DARAT, JASA, PERTAMBANGAN DAN PERCETAKAN",1646,INDONESIA,IDR,PT GUNUNG KENDAIK,100.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
"PENGOLAHAN DAN PEMURNIAN HASIL TAMBANG BAUKSIT MENJADI PRODUK ALUMINA, PENGANGKUTAN, PERDAGANGAN DAN PENDISTRIBUSIAN PRODUK ALUMINA",2870578,INDONESIA,IDR,PT INDONESIA CHEMICAL ALUMINA,100.0,JUTAAN,BEROPERASI,2010,ANTM,ANEKA TAMBANG TBK
"PERDAGANGAN, TRANSPORTASI DAN JASA TAMBANG BATUBARA",16150,INDONESIA,IDR,PT INDONESIA COAL RESOURCES,100.0,JUTAAN,BEROPERASI,2010,ANTM,ANEKA TAMBANG TBK
JASA DAN PERDAGANGAN,41351,INDONESIA,IDR,PT INTERNATIONAL MINERAL CAPITAL,100.0,JUTAAN,BEROPERASI,2011,ANTM,ANEKA TAMBANG TBK
JASA MANAJEMEN KAWASAN INDUSTRI,22057,INDONESIA,IDR,PT KAWASAN INDUSTRI ANTAM TIMUR,100.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
"KONSTRUKSI, PERDAGANGAN, PERINDUSTRIAN, PERTANIAN DAN PERTAMBANGAN",67761,INDONESIA,IDR,PT MEGA CITRA UTAMA,100.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
EKSPLORASI DAN OPERATOR TAMBANG NIKEL,920305,INDONESIA,IDR,PT NUSA KARYA ARINDO,100.0,JUTAAN,BEROPERASI,2014,ANTM,ANEKA TAMBANG TBK
EKSPLORASI DAN OPERATOR TAMBANG NIKEL,29753,INDONESIA,IDR,PT PONGKERU MINERAL UTAMA,55.0,JUTAAN,TIDAK DIKETAHUI,0,ANTM,ANEKA TAMBANG TBK
EKSPLORASI DAN OPERATOR TAMBANG NIKEL,1745603,INDONESIA,IDR,PT SUMBERDAYA ARINDO,51.0,JUTAAN,BEROPERASI,2015,ANTM,ANEKA TAMBANG TBK
MENJALANKAN USAHA AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM DAN JASA TERKAIT LAINNYA BERDASARKAN BALAS JASA ATAU KONTRAK,574,"JAKARTA, INDONESIA",IDR,PT APEXINDO ENERGI INVESTINDO,99.92,PENUH,OPERASI,2024,APEX,APEXINDO PRATAMA DUTA TBK
"PENGELOLAAN AIR, JASA KONSTRUKSI, PERDAGANGAN KLEP DAN PRODUK TERKAIT LAINNYA",38795000000,JAKARTA,IDR,PT AIRA SUKSES INTERNATIONAL,36.0,PENUH,BEROPERASI,2019,APII,PT ARITA PRIMA INDONESIA TBK
"PERDAGANGAN VALVE, FITTING DAN PRODUK TERKAIT LAINNYA",27022000000,JAKARTA,IDR,PT AMANAH NUSANTARA SEJAHTERA,99.7,PENUH,BEROPERASI,2016,APII,PT ARITA PRIMA INDONESIA TBK
"PERDAGANGAN VALVE, FITTING DAN PRODUK TERKAIT LAINNYA",6924000000,JAKARTA,IDR,PT ARTHA MULIA NUSANTARA,70.0,PENUH,BEROPERASI,2021,APII,PT ARITA PRIMA INDONESIA TBK
PERDAGANGAN KLEP DAN PRODUK TERKAIT LAINNYA,17284000000,JAKARTA,IDR,PT BONT TECHNOLOGIES NUSANTARA,65.0,PENUH,BEROPERASI,2018,APII,PT ARITA PRIMA INDONESIA TBK
PERDAGANGAN KLEP DAN PRODUK TERKAIT LAINNYA,13612000000,JAKARTA,IDR,PT GARUDA REKSA TEKNOLOGI,30.0,PENUH,BEROPERASI,2018,APII,PT ARITA PRIMA INDONESIA TBK
JASA ARSITEKTUR DAN KEINSINYURAN,2647000000,JAKARTA,IDR,PT GLOBAL CONSULTANT ENGINEERING,70.0,PENUH,BEROPERASI,2023,APII,PT ARITA PRIMA INDONESIA TBK
JASA REPARASI DAN PEMASANGAN PERALATAN,6371000000,JAKARTA,IDR,PT GLOBAL TEKNIK AGRONUSA,58.65,PENUH,BEROPERASI,2023,APII,PT ARITA PRIMA INDONESIA TBK
"PERDAGANGAN VALVE, FITTING DAN PRODUK TERKAIT LAINNYA",14326000000,JAKARTA,IDR,PT INTERNASIONAL ASIA PASIFIK SINERGI,75.0,PENUH,BEROPERASI,2020,APII,PT ARITA PRIMA INDONESIA TBK
"PERDAGANGAN VALVE, FITTING DAN PRODUK TERKAIT LAINNYA",20682000000,BATAM,IDR,PT INTERNASIONAL ASIA PRIMA SUKSES,75.0,PENUH,BEROPERASI,2018,APII,PT ARITA PRIMA INDONESIA TBK
INDUSTRI LOGAM / METAL INDUSTRY,30000000000,JAKARTA,IDR,PT INTERNASIONAL MULTI JAYA LOGAM,99.0,PENUH,BELUM BEROPERASI,0,APII,PT ARITA PRIMA INDONESIA TBK
JASA REPARASI DAN PEMASANGAN PERALATAN,30000000000,JAKARTA,IDR,PT INTERNASIONAL MULTI JAYA TEKINDO,99.0,PENUH,BELUM BEROPERASI,0,APII,PT ARITA PRIMA INDONESIA TBK
"MANUFAKTUR VALVE, FITTING DAN PRODUK TERKAIT LAINNYA",28632000000,PURWAKARTA,IDR,PT MAKMUR ABADI VALVE,96.0,PENUH,BEROPERASI,2020,APII,PT ARITA PRIMA INDONESIA TBK
JASA KONSTRUKSI,18428000000,JAKARTA,IDR,PT SANGKURIANG BANGUN PERSADA,70.0,PENUH,BEROPERASI,2021,APII,PT ARITA PRIMA INDONESIA TBK
PENGELOLAAN AIR DAN PERDAGANGAN KLEP DAN PRODUK LAINNYA,10150000000,JAKARTA,IDR,PT SINERGI PRIMAJAYA INDONESIA,73.78,PENUH,BELUM BEROPERASI,0,APII,PT ARITA PRIMA INDONESIA TBK
PERDAGANGAN BESAR PERALATAN DAN PERLENGKAPAN RUMAH TANGGA,34781824930,JL.PULO AYANG II NO 12 JAKARTA TIMUR,IDR,PT TIGA BERLIAN ELECTRIC,99.8,PENUH,KOMERSIAL,2023,APLI,ASIAPLAST INDUSTRIES TBK
KONSULTASI MANAJEMEN DAN BISNIS,4521518021,SINGAPURA,IDR,APL REALTY HOLDINGS PTE LTD,100.0,RIBUAN,OPERASI,2017,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,204708,JAKARTA,IDR,PT AGUNG DEWATA SUKSES,99.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,40333567,JAKARTA,IDR,PT AGUNG KENCANA SUKSES,100.0,RIBUAN,OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,530163,JAKARTA,IDR,PT AGUNG PESONA UNGGUL,100.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
APARTEMEN,34205837,JAKARTA,IDR,PT ALAM HIJAU TEDUH,80.0,RIBUAN,OPERASI,2012,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,6731513,KARAWANG,IDR,PT ALAM MAKMUR INDAH,70.0,RIBUAN,OPERASI,2017,APLN,PT AGUNG PODOMORO LAND TBK
"PUSAT PERBELANJAAN, APARTEMEN, DAN PERKANTORAN",719985062,JAKARTA,IDR,PT ARAH SEJAHTERA ABADI,60.0,RIBUAN,OPERASI,2005,APLN,PT AGUNG PODOMORO LAND TBK
PEMILIK DAN PENGELOLA HOTEL,1113661121,BALI,IDR,PT BALI PERKASASUKSES,63.0,RIBUAN,OPERASI,2017,APLN,PT AGUNG PODOMORO LAND TBK
PUSAT PERBELANJAAN DAN HOTEL,439136893,BANDUNG,IDR,PT BRILLIANT SAKTI PERSADA,58.84,RIBUAN,OPERASI,2009,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,29442746,KARAWANG,IDR,PT BUANA MAKMUR INDAH,55.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
"APARTEMEN, PERUMAHAN, DAN RUMAH TOKO",740353828,JAKARTA,IDR,PT BUANA SURYA MAKMUR,99.94,RIBUAN,OPERASI,2010,APLN,PT AGUNG PODOMORO LAND TBK
PUSAT PERDAGANGAN,98790560,JAKARTA,IDR,PT CATURMAS KARSAUDARA,50.01,RIBUAN,OPERASI,2014,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,72460068,MAKASSAR,IDR,PT CENTRAL CIPTA BERSAMA,51.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PEMILIK DAN PENGELOLA HOTEL,73883977,JAKARTA,IDR,PT CENTRAL INDAH PALACE,75.0,RIBUAN,OPERASI,2011,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,2152982239,JAKARTA,IDR,PT CENTRAL TATA MAKMUR,99.98,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
"RUMAH KANTOR, PERKANTORAN, DAN PUSAT PERBELANJAAN",215293454,JAKARTA,IDR,PT CIPTA PESONA KARYA,99.99,RIBUAN,OPERASI,2012,APLN,PT AGUNG PODOMORO LAND TBK
"APARTEMEN, RUMAH TOKO, DAN PERUMAHAN",303670422,BATAM,IDR,PT DIMAS PRATAMA INDAH,80.0,RIBUAN,OPERASI,2013,APLN,PT AGUNG PODOMORO LAND TBK
PERUMAHAN DAN RUMAH TOKO,1140616533,JAKARTA,IDR,PT GRAHA CIPTA KHARISMA,85.0,RIBUAN,OPERASI,2021,APLN,PT AGUNG PODOMORO LAND TBK
APARTEMEN DAN PERUMAHAN,980364185,JAKARTA,IDR,PT GRAHA TUNAS SELARAS,100.0,RIBUAN,OPERASI,2015,APLN,PT AGUNG PODOMORO LAND TBK
JASA PENGELOLA,14765468,JAKARTA,IDR,PT GRIYA AGUNG SUKSES,100.0,RIBUAN,OPERASI,2016,APLN,PT AGUNG PODOMORO LAND TBK
APARTEMEN,3615234,JAKARTA,IDR,PT INTERSATRIA BUDI KARYA PRATAMA,80.0,RIBUAN,OPERASI,2006,APLN,PT AGUNG PODOMORO LAND TBK
APARTEMEN,12512685,BANDUNG,IDR,PT JKS REALTY,51.0,RIBUAN,OPERASI,2013,APLN,PT AGUNG PODOMORO LAND TBK
PERUSAHAAN INVESTASI,570601387,JAKARTA,IDR,PT KARYA GEMILANG PERKASA,99.9,RIBUAN,OPERASI,2011,APLN,PT AGUNG PODOMORO LAND TBK
PEMILIK DAN PENGELOLA HOTEL,292293966,JAKARTA,IDR,PT KARYA PRATAMA PROPERTINDO,100.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PUSAT PERBELANJAAN DAN APARTEMEN,4663567257,JAKARTA,IDR,PT KENCANA UNGGUL SUKSES,99.98,RIBUAN,OPERASI,2009,APLN,PT AGUNG PODOMORO LAND TBK
APARTEMEN DAN PERUMAHAN,17569077,JAKARTA,IDR,PT KHARISMA BHAKTI SEJAHTERA,70.0,RIBUAN,OPERASI,2010,APLN,PT AGUNG PODOMORO LAND TBK
PUSAT PERBELANJAAN DAN APARTEMEN,1630531476,BALIKPAPAN,IDR,PT PANDEGA CITRANIAGA,65.0,RIBUAN,OPERASI,2012,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,220679596,JAKARTA,EUR,PT PESONA AGUNG LESTARI,100.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PERUMAHAN,765653489,KARAWANG,IDR,PT PESONA GERBANG KARAWANG,90.0,RIBUAN,OPERASI,1993,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,2472440,JAKARTA,IDR,PT PODOMORO BANGUN ABADI,99.98,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,328496279,BANDUNG,IDR,PT PODOMORO BATUNUNGGAL INDAH,70.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,503550,JAKARTA,IDR,PT PODOMORO CENTRAL SEJAHTERA,99.98,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,503550,JAKARTA,IDR,PT PODOMORO SUKSES LESTARI,99.98,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PERUMAHAN DAN PENGELOLA HOTEL,1031223966,JAWA BARAT,IDR,PT PUTRA ADHI PRIMA,99.9,RIBUAN,OPERASI,2012,APLN,PT AGUNG PODOMORO LAND TBK
PEMILIK DAN PENGELOLA HOTEL,43909580,JAKARTA,IDR,PT SENTRAL AGUNG INDAH,51.0,PENUH,OPERASI,2013,APLN,PT AGUNG PODOMORO LAND TBK
APARTEMEN,288010476,JAKARTA,IDR,PT SIMPRUG MAHKOTA INDAH,60.0,RIBUAN,OPERASI,2015,APLN,PT AGUNG PODOMORO LAND TBK
"APARTEMEN, PERKANTORAN, PUSAT PERBELANJAAN, DAN PENGELOLA HOTEL",2962527921,MEDAN,IDR,PT SINAR MENARA DELI,58.0,RIBUAN,OPERASI,2013,APLN,PT AGUNG PODOMORO LAND TBK
"RUMAH KANTOR, PERKANTORAN, DAN PUSAT PERBELANJAAN",450614109,JAKARTA,IDR,PT TIARA METROPOLITAN INDAH,99.93,RIBUAN,OPERASI,2012,APLN,PT AGUNG PODOMORO LAND TBK
PEMILIK DAN PENGELOLA HOTEL,1030288875,BANDUNG,IDR,PT TRITUNGGAL LESTARI MAKMUR,99.99,RIBUAN,OPERASI,2021,APLN,PT AGUNG PODOMORO LAND TBK
PROPERTI,92180658,MAKASSAR,IDR,PT TUNAS KARYA BERSAMA,51.0,RIBUAN,PRA OPERASI,0,APLN,PT AGUNG PODOMORO LAND TBK
PUSAT PERDAGANGAN DAN APARTEMEN,691056730,JAKARTA,IDR,PT WAHANA SENTRA SEJATI,69.0,RIBUAN,OPERASI,2013,APLN,PT AGUNG PODOMORO LAND TBK
INVESTASI,2050497,SINGAPURA,USD,ARCHIPELAGO RESOURCES PTE LTD,100.0,PENUH,BEROPERASI,2011,ARCI,PT ARCHI INDONESIA TBK
PERDAGANGAN DAN PENGOLAHAN EMAS,6033798,JAKARTA SELATAN,USD,PT ELANG MULIA ABADI SEMPURNA,51.0,PENUH,BEROPERASI,2019,ARCI,PT ARCHI INDONESIA TBK
JASA PERTAMBANGAN,81612330,MANADO,USD,PT GEOPERSADA MULIA ABADI,25.0,PENUH,BEROPERASI,2020,ARCI,PT ARCHI INDONESIA TBK
JASA TAMBANG,6325372,JAKARTA SELATAN,USD,PT JASA PERTAMBANGAN PERKASA,99.96,PENUH,BEROPERASI,2020,ARCI,PT ARCHI INDONESIA TBK
JASA TAMBANG,4300353,JAKARTA SELATAN,USD,PT KARYA KREASI MULIA,99.99,PENUH,BEROPERASI,2018,ARCI,PT ARCHI INDONESIA TBK
PERTAMBANGAN EMAS,494732056,SULAWESI UTARA,USD,PT MEARES SOPUTAN MINING,100.0,PENUH,BEROPERASI,2011,ARCI,PT ARCHI INDONESIA TBK
PERTAMBANGAN EMAS,401899973,SULAWESI UTARA,USD,PT TAMBANG TONDANO NUSAJAYA,100.0,PENUH,BEROPERASI,2011,ARCI,PT ARCHI INDONESIA TBK
PENAMBANGAN BATUBARA,4,KALIMANTAN TIMUR,USD,PT KALBARA ENERGI PRATAMA,100.0,RIBUAN,BELUM BEROPERASI,0,ARII,ATLAS RESOURCES TBK
INVESTASI,2819,JAKARTA,USD,PT OPTIMA COAL,50.33,RIBUAN,0,0,ARII,ATLAS RESOURCES TBK
INVESTASI,446142,JAKARTA,USD,PT OPTIMA PERSADA ENERGI,100.0,RIBUAN,0,0,ARII,ATLAS RESOURCES TBK
