Nama,cluster_fastrp_128
PT SOCI MAS,2
PT SODEXO MOTIVATION SOLUTIONS INDONESIA,0
PT SOECHI LINES TBK,1
PT SOEDALI SEJAHTERA,0
PT SOFTEX INDONESIA,1
PT SOFTORB TECHNOLOGY INDONESIA,2
PT SOHO GLOBAL HEALTH TBK,2
PT SOHO GLOBAL MEDIKA,2
PT SOHO INDUSTRI PHARMASI,2
PT SOLARIS INDONESIA,0
PT SOLARIS PRATAMA INDONESIA,0
PT SOLIC KREASI BARU,2
PT SOLOBHAKTI TRADING & CONTRACTOR,1
PT SOLSTICE ENERGY SERVICES,1
PT SOLTIUS INDONESIA,1
PT SOLUSI ANAK MILENIAL,2
PT SOLUSI ARTA ANAK BANGSA,0
PT SOLUSI ASRI LESTARI,2
PT SOLUSI BANGUN ANDALAS,0
PT SOLUSI BANGUN BETON,1
PT SOLUSI BANGUN INDONESIA TBK,1
PT SOLUSI BERSIH TBS,2
PT SOLUSI BINTANG CEMERLANG,1
PT SOLUSI HARI BAHAGIA,1
PT SOLUSI IDENTITAS GLOBAL NET,2
PT SOLUSI INDOMOBIL PERKASA,1
PT SOLUSI INVESTAMA NUSANTARA,0
PT SOLUSI JAYA PERKASA,1
PT SOLUSI KAMPUS INDONESIA,2
PT SOLUSI KARYA SUKSES,1
PT SOLUSI MENARA INDONESIA,2
PT SOLUSI MOBILITAS INDONESIA,1
PT SOLUSI NIAGA EKOSISTEM,2
PT SOLUSI PERIFERAL,2
PT SOLUSI RUMAH PRAKTIS,1
PT SOLUSI SINERGI DIGITAL TBK,1
PT SOMA DAYA UTAMA,2
PT SOMA JAYA INVESTAMA,0
PT SOMPO INSURANCE INDONESIA,1
PT SONY INDONESIA,0
PT SORAYA INTERCINE FILMS,1
PT SORONG SENTOSA ORION,1
PT SOS INDONESIA,1
PT SOTERIA WICAKSANA INVESTAMA,1
PT SOUTHERN CROSS TEXTILE INDUSTRY,0
PT SPALLINDO ADILONG,1
PT SPECTRUM FILM,1
PT SPECTRUM UNITEC,2
PT SPEEDWORK SOLUSI UTAMA,1
PT SPINDO ENGINEERING INDUSTRY,2
PT SPINMILL INDAH INDUSTRY,1
PT SPORTS DIRECT INDONESIA,2
PT SRC INDONESIA SEMBILAN,1
PT SREEYA SEWU INDONESIA TBK,1
PT SRI ANDAL LESTARI,1
PT SRI REJEKI ISMAN TBK,0
PT SRI SUMATERA SEJAHTERA,1
PT SRIBOGA RATURAYA,0
PT SRIHANA UTAMA,1
PT SRIKANDI DIAMOND MOTORS,2
PT SRIKANDI UTAMA MAKMUR,1
PT SRIWAHANA ADITYAKARTA,1
PT SRIWIJAYA MUBA LOGISTIK,1
PT SRIWIJAYA NUSANTARA SEJAHTERA,1
PT SRIWIJAYA TEKNIK UTAMA,1
PT STAMFORD TYRES DISTRIBUTOR INDONESIA,1
PT STANDARD TOYO POLYMER,2
PT STANDARDPEN INDUSTRIES,1
PT STAR CIPTA MUSIKINDO,1
PT STAR MEDIA NUSANTARA,1
PT STAR REACHERS INDONESIA,0
PT STAR SEMESTA SEJAHTERA,0
PT STARINDO JAYA PACKAGING,1
PT STARLINK SOLUSI,1
PT STARLINK SOLUSI INTERNASIONAL,1
PT STARMEDIA INTISARANA SEJATI,0
PT STARONE MITRA TELEKOMUNIKASI,1
PT STARTEL COMMUNICATION,1
PT STEADFAST MARINE,1
PT STEEL PIPE INDUSTRY OF INDONESIA TBK,2
PT STELLARWAY INDONESIA,0
PT STRAITS MINING SERVICES,1
PT STRATEGIC HEALTHCARE INDONESIA,1
PT STRATEGIC PARTNER SOLUTION,1
PT STRUKTUR PINTAR INDONESIA,1
PT STRUKTURINDO TIFATAMA PASIFIK,1
PT STUBE SEGARKAN INDONESIA,0
PT STUDIO KREASI BERSAMA,0
PT SUARA IRAMA INDAH,0
PT SUARA MAS ABADI,1
PT SUARA VISUAL INDONESIA,1
PT SUASA BENUA SUKSES,1
PT SUBAFOOD PANGAN JAYA,0
PT SUBANG CAKRAWALA PROPERTI,0
PT SUBANG ENERGI ABADI,2
PT SUBANG HORISON PROPERTI,0
PT SUBANG SARANA INVESTASI,1
PT SUBANG SEJAHTERA INDONESIA,1
PT SUBUR ABADI PLANTATIONS,1
PT SUBUR AGRO MAKMUR,1
PT SUBUR ARUMMAKMUR,1
PT SUBUR BUANA RAYA,1
PT SUBURSEJAHTERA AGUNGABADI,1
PT SUCOFINDO,1
PT SUCORINVEST ASSET MANAGEMENT,1
PT SUGIH AMERTA BERLABUH,2
PT SUJINDO MAKMUR CEMERLANG,2
PT SUKAJADI SAWIT MEKAR,0
PT SUKANDA DJAYA,0
PT SUKANDA DJAYA JAKARTA,1
PT SUKAPUTRA GRAHA CEMERLANG,1
PT SUKSES ARTHA JAYA,0
PT SUKSES BANGUN SINERGI,2
PT SUKSES DEWE,1
PT SUKSES DIVA MANDIRI,2
PT SUKSES DIVA MANDIRI RITEL,2
PT SUKSES GARDA MULIA,1
PT SUKSES HIJAU MANDIRI,1
PT SUKSES INDONESIA,1
PT SUKSES INTERNATIONAL ANUGERAH PRATAMA,1
PT SUKSES KARYA AGUNG,1
PT SUKSES MAKMUR JAYAPRATAMA,1
PT SUKSES MAKMUR SAMUDRA BERJAYA,1
PT SUKSES MARITIME LINE,1
PT SUKSES MEKAR SENTOSA,1
PT SUKSES OKINDO KURNIA ABADI,0
PT SUKSES OSEAN KHATULISTIWA LINE,1
PT SUKSES PERDANA PRIMA,1
PT SUKSES RIAU PERMATA,0
PT SUKSES SEJATI SEJAHTERA,1
PT SUKSES SENTOSA,1
PT SUKSES TANI NUSASUBUR,1
PT SUKSES TEKNIK INOVASI,0
PT SUKSES TUNGGAL MANDIRI,0
PT SUKU CADANG OTO SEJAHTERA,0
PT SULAWESI ANUGERAH JAYA,0
PT SULAWESI BUKIT ANUGERAH,0
PT SULAWESI HIDRO MANDIRI,1
PT SULAWESI MINING INVESTMENT,2
PT SULOTCO JAYA ABADI,0
PT SUMA ARTHA PERKASA,1
PT SUMA HEKSA SINERGI,1
PT SUMAGUD SAPTA SINAR,1
PT SUMALINDO ALAM LESTARI,1
PT SUMALINDO HUTANI JAYA,1
PT SUMANS MANDIRI SEJAHTERA,0
PT SUMATERA ANUGERAH TEKNINDO PERKASA,1
PT SUMATERA CANDI KENCANA,0
PT SUMATERA KARYA AGRO,2
PT SUMATERA KEMASINDO,1
PT SUMATERA TEKNINDO,0
PT SUMATRA AGRI SEJAHTERA,1
PT SUMATRA ENERGI LESTARI,2
PT SUMATRASARANA SEKAR SAKTI,1
PT SUMBAWA RAYA CIPTA,1
PT SUMBER AGRI ANDALAN,0
PT SUMBER ALAM ENERGI HIDRO,1
PT SUMBER ALFARIA TRIJAYA TBK,2
PT SUMBER ANEKA GAS,2
PT SUMBER API,1
PT SUMBER ARUSMULIA,0
PT SUMBER BAHAGIA SENTOSA,1
PT SUMBER BANGUN PERTIWI,2
PT SUMBER BARITO COAL,1
PT SUMBER BERLIAN MOTORS,2
PT SUMBER BIOMASSA INDONESIA,1
PT SUMBER CEMERLANG KENCANA PERMAI,2
PT SUMBER CIPTA UTAMA,2
PT SUMBER DAYA ALAM MULIA,1
PT SUMBER DAYA ENERGI,1
PT SUMBER DAYA NUSAPHALA,1
PT SUMBER DAYA SAKTI,2
PT SUMBER EKA MANDIRI,0
PT SUMBER GLOBAL ENERGY TBK,1
PT SUMBER GRAHA SEJAHTERA,2
PT SUMBER HIDRO SENTOSA,2
PT SUMBER INDAH LESTARI,2
PT SUMBER INDAH PERKASA,2
PT SUMBER JAYATAMA NUSANTARA,2
PT SUMBER KARYA SUKSES,1
PT SUMBER KASIH,0
PT SUMBER KEMAS INDONESIA,1
PT SUMBER KHARISMA PERSADA,1
PT SUMBER KITA INDAH,1
PT SUMBER KOPI PRIMA,1
PT SUMBER KURNIA ALAM,0
PT SUMBER LAWANG PUTRA,2
PT SUMBER MAHARDIKA GRAHA,1
PT SUMBER MAJU PERKASA,1
PT SUMBER MAKMUR LUMINTU,1
PT SUMBER MEGAH NUSANTARA,1
PT SUMBER MINA SAMUDERA,1
PT SUMBER MINERAL GLOBAL ABADI TBK,1
PT SUMBER MITRA JAYA,1
PT SUMBER NUGRAHA BERJAYA,1
PT SUMBER POWER NUSANTARA,1
PT SUMBER SAWIT MAKMUR,0
PT SUMBER SEGARA PRIMADAYA,1
PT SUMBER SELERA INDONESIA,1
PT SUMBER SETAMURNI,2
PT SUMBER SURYADAYA PRIMA,1
PT SUMBER TANI AGUNG,0
PT SUMBER TANI AGUNG OILS AND FATS,0
PT SUMBER TANI AGUNG RESOURCES TBK,0
PT SUMBER TATA LESTARI,1
PT SUMBER TIRTA ENERGI,2
PT SUMBER TIRTA SENTOSA,0
PT SUMBER TRIJAYA LESTARI,2
PT SUMBER URIP SEJATI,1
PT SUMBER USAHA KARYAJAYA,0
PT SUMBER UTAMA NIAGA,1
PT SUMBERDAYA ARINDO,1
PT SUMBERDAYA SEWATAMA,2
PT SUMBERDAYA SINARBARU,1
PT SUMBERMAS INTI ENERGI,1
PT SUMBERSENTOSA GUNA LESTARI,1
PT SUMBERTAMA NUSAPERTIWI,1
PT SUMI RUBBER INDONESIA,1
PT SUMIDEN SERASI WIRE PRODUCTS,1
PT SUMMARECON AGUNG TBK,1
PT SUMMARECON INVESTMENT PROPERTY,1
PT SUMMARECON PROPERTY DEVELOPMENT,1
PT SUMMERVILLE PROPERTY MANAJEMEN,1
PT SUMMIT OTO FINANCE,1
PT SUN ANTARNUSA INVESTMENT,0
PT SUN LAND INVESTAMA,0
PT SUN LIFE FINANCIAL,2
PT SUN TV NETWORK,1
PT SUNAN RUBBER,1
PT SUNGAI BERLIAN JAYA,1
PT SUNGAI BERLIAN MAHAKAM,1
PT SUNGAI BUDI,1
PT SUNGAI DANAU JAYA,1
PT SUNGAI MENANG,2
PT SUNGAI RANGIT,2
PT SUNJIN BLUE THREAD,1
PT SUNSONINDO TEXTILE INVESTAMA,1
PT SUNTER LAKESIDE HOTEL TBK,1
PT SUNTORY GARUDA BEVERAGE,1
PT SUPER CAPITAL INDONESIA,2
PT SUPER ENERGY TBK,2
PT SUPERCHEM PRIMA LESTARI,2
PT SUPERKRANE MITRA UTAMA TBK,0
PT SUPERNOVA,0
PT SUPERNOVA FLEXIBLE PACKAGING,0
PT SUPERTRADA INDONESIA,2
PT SUPERWISH PERKASA,2
PT SUPRA FERBINDO FARMA,1
PT SUPRA INVESTAMA MANDIRI,0
PT SUPRA MATRA ABADI,1
PT SUPRA PRIMATAMA NUSANTARA,2
PT SUPRA USADHATAMA,1
PT SUPRABARI MAPANINDO MINERAL,1
PT SUPRACO DEEP WATER,1
PT SUPRACO INDONESIA,1
PT SUPRACO LINES,1
PT SUPRAKREASI ERADINAMIKA,1
PT SUPREME CABLE MANUFACTURING & COMMERCE TBK,1
PT SUPREME CABLE MANUFACTURING CORP,1
PT SUPREME DECOLUXE,1
PT SUPREME POWER,1
PT SURABAYA CITRA TONGGAK,1
PT SURABAYA KENCANA ANUGRAH,1
PT SURABAYA KERAMIK,2
PT SURGIKA ALKESINDO,0
PT SURI NUSANTARA JAYA,1
PT SURI TANI PEMUKA,1
PT SUROPATI JAYA ABADI,1
PT SURPRISE INDONESIA,1
PT SURYA ABADI SEMESTA,0
PT SURYA AIR,0
PT SURYA ANUGRAH GEMPITA,1
PT SURYA BAJO PROPERTI,1
PT SURYA BARU,1
PT SURYA BIRU MURNI ACETYLENE TBK,1
PT SURYA BIRU TITILEA INVESTAMA,1
PT SURYA BORNEO INDUSTRI,1
PT SURYA BUANA LESTARIJAYA,1
PT SURYA BUANA MAKMUR,1
PT SURYA BUMIMEGAH SEJAHTERA,1
PT SURYA CAHAYA PROPERTI,1
PT SURYA CANTIK BERSINAR,1
PT SURYA CENTRA INDUSTRI,1
PT SURYA CIPTA INTI CEMERLANG,0
PT SURYA CIPTA INVESTAMA,0
PT SURYA CITRA MULTIMEDIA,1
PT SURYA CITRA PESONA,1
PT SURYA CITRA PROPERTINDO,1
PT SURYA CITRA TELEVISI,1
PT SURYA DHOHO INVESTAMA,1
PT SURYA DUTA MAS,0
PT SURYA ENERGI ABADI,2
PT SURYA ENERGI PARAHITA,1
PT SURYA FAJAR CAPITAL TBK,0
PT SURYA FAJAR CORPORA,0
PT SURYA FAJAR INDONESIA,1
PT SURYA FAJAR INVESTAMA,0
PT SURYA FAJAR SEKURITAS,0
PT SURYA FAJAR URUN DANA,0
PT SURYA GANESA AMANI,1
PT SURYA GASCHEM PERKASA,1
PT SURYA GLOBAL NUSANTARA,2
PT SURYA GRAHA PERTIWI,1
PT SURYA HUSADA INVESTMENT,0
PT SURYA INDONESIA SATU PROPERTY,2
PT SURYA INTAN SENTANA JAYA,0
PT SURYA INTERNUSA HOTELS,1
PT SURYA INTERNUSA LESTARI,1
PT SURYA INTERNUSA PROPERTI,1
PT SURYA INTERNUSA TICON,1
PT SURYA INTI SARANA,2
PT SURYA INTI SAWIT KAHURIPAN,2
PT SURYA INTI TEMBAKAU,0
PT SURYA KALIMANTAN SEJATI,1
PT SURYA KALIMANTAN SEJATI DUA,1
PT SURYA KARMAN KENCANA,1
PT SURYA KENCANA MANUNGGAL,0
PT SURYA KERTA AGUNG,0
PT SURYA LNG PERKASA,1
PT SURYA MADISTRINDO,0
PT SURYA MAHKOTA MULIA ABADI,0
PT SURYA MEDIA BERKAH,1
PT SURYA MEDIA CITAPRIMA,1
PT SURYA MEGA ADIPERKASA,1
PT SURYA MEGA INVESTINDO,1
PT SURYA MEGAH MUSTIKA,1
PT SURYA MITRA KONSTRUKSI,1
PT SURYA MULTI INDOPACK,1
PT SURYA NUANSA CERIA,1
PT SURYA NUSANTARA TEKNIK,2
PT SURYA PAMENANG,0
PT SURYA PELANGI MANDIRI,0
PT SURYA PERKASA SENTOSA,2
PT SURYA PERMATA ANDALAN TBK,1
PT SURYA PERTIWI NUSANTARA,1
PT SURYA PERTIWI TBK,1
PT SURYA RAYA CAPITAL,2
PT SURYA RENGO CONTAINERS,1
PT SURYA SAPTA AGUNG TOL,0
PT SURYA SEMESTA INTERNUSA TBK,1
PT SURYA SEMESTA REALTI,1
PT SURYA SITI INDOTAMA,1
PT SURYA SITI PRATAMA,1
PT SURYA SPORT INDONESIA,1
PT SURYA STEEL,1
PT SURYA SUBANG SMARTPOLITAN,1
PT SURYA SUBUR LESTARI,1
PT SURYA TEKNOLOGI PERKASA,1
PT SURYA TRIPOTIMA MULTIKREASI,1
PT SURYA ZIG ZAG,0
PT SURYABUMI AGROLANGGENG,1
PT SURYABUMI TUNGGAL PERKASA,1
PT SURYACIPTA SWADAYA,1
PT SURYACIPTA SWADAYA INFRASTRUKTUR,1
PT SURYADUTA INVESTAMA,0
PT SURYAINDAH NUSANTARAPAGI,1
PT SURYAKEMASINDO SEJATI,0
PT SURYALAYA ANINDITA INTERNATIONAL,1
PT SURYAMAS TRANSPORT NUSANTARA,0
PT SURYAMITRA KUSUMA,0
PT SURYAPANA,1
PT SURYAPARAMITRA ABADI,1
PT SURYAPRABHA JATISATYA,1
PT SURYARAYA LESTARI,1
PT SURYASAKTI BUDIMARKARTI,1
PT SURYAWINDU PERTIWI,0
PT SUSILIA INDAH SF,1
PT SUWARNA ARTA MANDIRI,1
PT SUZUKI INDOMOBIL MOTOR,1
PT SUZUKI INDOMOBIL SALES,1
PT SWABINA GATRA,2
PT SWADAYA BHAKTI NEGARAMAS,1
PT SWADAYA HARAPAN NUSANTARA,1
PT SWADAYA INDOPALMA,1
PT SWADHARMA BHAKTI SEDAYA FINANCE,1
PT SWAKARSA SINARSENTOSA,2
PT SWAKARYA ADHI USAHA,1
PT SWALAYAN PANEN ABADI,2
PT SWALAYAN SUKSES ABADI,2
PT SWAPRO INTERNATIONAL,1
PT SWARA BINTANG ABADI,1
PT SWARNADWIPA DERMAGA JAYA,1
PT SWARNIM MURNI MULIA,1
PT SWASEMBADA ORGANIS,1
PT SWEET GREENS INDONESIA,2
PT SWISSTEX NARATAMA INDONESIA,1
PT SYARATAN ABADI LESTARI,1
PT SYIFA MULTIMEDIA,1
PT SYMBIO LINTAS ENERGI,1
PT SYNERGY OIL NUSANTARA,0
PT SYNGENTA INDONESIA,0
PT SYNNEX METRODATA INDONESIA,1
PT SYNNEX METRODATA TECHNOLOGY AND SERVICES,1
PT SYNTHETIC RUBBER INDONESIA,1
PT SYSTEM INDONESIA,1
PT TAISEI PULAUINTAN CONSTRUCTION INTERNATIONAL,1
PT TAISHO PHARMACEUTICAL INDONESIA,0
PT TAITAT PUTRA REJEKI,2
PT TAIYO SINAR RAYA TEKNIK,1
PT TAJUR SURYA ABADI,1
PT TAK PRODUCT AND SERVICES,1
PT TAKENAKA INDONESIA,1
PT TAKIRON INDONESIA,2
PT TAKJUB FINANSIAL TEKNOLOGI,0
PT TALENTA BUMI,1
PT TALENTA BUMI ENERGI,1
PT TAMAN AGUNG SELARAS,0
PT TAMAN DAYU,1
PT TAMAN HARAPAN INDAH,1
PT TAMAN IMPIAN,1
PT TAMAN IMPIAN JAYA ANCOL,1
PT TAMAN MERAH BALI,1
PT TAMAN MERAH INVESTASI,1
PT TAMAN SRIWEDARI,0
PT TAMAN WISATA JOGJA,1
PT TAMBAN DHARMA PUTRA,2
PT TAMBANG DAMAI,1
PT TAMBANG RAYA USAHA TAMA,2
PT TAMBANG SUPRA PERKASA,1
PT TAMBANG TONDANO NUSAJAYA,1
PT TAMORA AGRO LESTARI,2
PT TAMTAMA PERKASA,2
PT TANAH BUMBU RESOURCES,1
PT TANAMORI MAKMUR INDONESIA,2
PT TANCORP BANGUN INDONESIA,1
PT TANCORP GLOBAL ABADI,0
PT TANCORP GLOBAL SENTOSA,0
PT TANCORP INVESTAMA MULIA,2
PT TANCORP SURYA SENTOSA,1
PT TANCORP SURYA SUKSES,1
PT TANDAN SAWITA PAPUA,1
PT TANDITAMA MANDIRI,0
PT TANGARA MITRAKOM,1
PT TANGERANG FAJAR INDUSTRIAL ESTATE,1
PT TANGERANG LESTARI VISINDO,1
PT TANGERANG MATRA REAL ESTATE,2
PT TANGGUH KARYA UNGGUL,2
PT TANGGUH SAMUDERA JAYA,0
PT TANI ANDALAS SEJAHTERA,1
PT TANI MUSI PERSADA,1
PT TANI SUPPLY INDONESIA,0
PT TANINDO INTERTRACO,1
PT TANINDO OMEGA PASIFIK,1
PT TANITO HARUM NICKEL,1
PT TANJUNG ALAM JAYA,1
PT TANJUNG BELIT BARA UTAMA,1
PT TANJUNG BINA LESTARI,1
PT TANJUNG ENIM LESTARI,1
PT TANJUNG HARAPAN SELATAN,1
PT TANJUNG KAROSO PERMAI,2
PT TANJUNG KREASI PARQUET INDUSTRY,2
PT TANJUNG LESUNG LEISURE INDUSTRY,1
PT TANJUNG LESUNG POWER,1
PT TANJUNG LESUNG RESORT,0
PT TANJUNG PINANG INDAH,1
PT TANJUNG PINANG SAKTI,1
PT TANJUNG SARANA LESTARI,1
PT TANJUNG SARI POWER,1
PT TANRISE JAYA INDONESIA,0
PT TANRISE MAHKOTA INDAH,0
PT TANRISE MAKMUR SENTOSA,0
PT TANRISE PROPERY INDONESIA,0
PT TANTAHAN PANDUHUP ASI,0
PT TANTRA TEXTILE INDUSTRY,2
PT TANUR JAYA,1
PT TAPANULI INVESTASI AGRO,0
PT TAPIAN NADENGGAN,1
PT TARA PARAMA SEMESTA,1
PT TARABATUH MANUNGGAL,1
PT TARAKA JAYA SAMUDERA,2
PT TARANGGA HANASTA,0
PT TARIK SEMANGAT BERSAMA,1
PT TARUNA PERKASA MEGAH,1
PT TASTI ANUGERAH MANDIRI,1
PT TATA BUANA KARYA,2
PT TATA MANDIRI DAERAH LIPPO KARAWACI,0
PT TATA MINERAL NUSANTARA,1
PT TATA PRIMA INDAH,1
PT TATA SARANA NUSAPERSADA,2
PT TATAKA BUMI KARYA,1
PT TATAKA KARYA INDAH,1
PT TATAMETRIKA NUSANTARA,0
PT TATAMULIA NUSANTARA INDAH,2
PT TATARASA PRIMATAMA,0
PT TATE AND LYLE INDONESIA,1
PT TAWADA HEALTHCARE,0
PT TAYS BOGAINTI SELARAS,1
PT TBS ENERGI UTAMA TBK,2
PT TCP INTERNUSA,1
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,1
PT TEBAR TANDAN TENERAH,2
PT TEBOPLASMA INTI LESTARI,2
PT TEBOPLASMA INTILESTARI,2
PT TECH DATA ADVANCED SOLUTIONS INDONESIA,0
PT TECHNOLOGY KARYA MANDIRI,2
PT TECHOLUTION DIGITAL INDONESIA,0
PT TEGAR INTI SENTOSA,1
PT TEGAR WAHANA OLAH,1
PT TEGUH PERKASA KARYA PERDANA,1
PT TEGUH SINARABADI,1
PT TEKNIK ALUM SERVICE,1
PT TEKNIK KONSTRUKSINDO PERKASA,1
PT TEKNINDO GEOSISTEM UNGGUL,1
PT TEKNO INFRASTRUKTUR SUKSES,2
PT TEKNOLOGI KREASI BANGSA,1
PT TEKNOLOGI OPTIMAL PRIORITAS SENTOSA,1
PT TEKNOLOGI PAMADYA ANALITIKA,0
PT TEKNOLOGI PENGANGKUTAN INDONESIA,1
PT TEKONINDO,2
PT TELADAN RESOURCES,1
PT TELAGA HIKMAH,2
PT TELAGA MAS KALIMANTAN,1
PT TELAGA SARI PERSADA,1
PT TELE UTAMA NUSANTARA,1
PT TELEFAST INDONESIA TBK,1
PT TELEFAST INVESTAMA INDONESIA,1
PT TELEKOMUNIKASI INDONESIA INTERNATIONAL,2
PT TELEKOMUNIKASI SELULAR,2
PT TELEMEDIA KOMUNIKASI PRATAMA,0
PT TELENET INTERNUSA,2
PT TELESINDO SHOP,1
PT TELESYS INDONESIA,1
PT TELETRANSMEDIA,0
PT TELKOM AKSES,2
PT TELKOM DATA EKOSISTEM,2
PT TELKOM INDONESIA (PERSERO) TBK,2
PT TELKOM INFRASTRUKTUR INDONESIA,2
PT TELKOM LANDMARK TOWER,2
PT TELKOM SATELIT INDONESIA,2
PT TELUNJUK KOMPUTASI INDONESIA,1
PT TEMAS BULKER,1
PT TEMAS DEPOT,1
PT TEMAS ENERGY,1
PT TEMAS LESTARI,1
PT TEMAS LOGISTICS,1
PT TEMAS PORT,1
PT TEMAS SAGARA INDONESIA,1
PT TEMAS SAGARA INDONESIA (SEBELUMNYA PT TEMAS SUZUE INDONESIA),1
PT TEMAS SHIPPING,1
PT TEMAS TBK,1
PT TEMAS TRAINING HUB,1
PT TEMPO AURORA SEHAT,1
PT TEMPO DATA SYSTEM,1
PT TEMPO DIGITAL NUSANTARA,1
PT TEMPO INTI MEDIA HARIAN,1
PT TEMPO KERETA MAS,1
PT TEMPO LAND,1
PT TEMPO LOGISTIC - TLOG,1
PT TEMPO NAGADI,1
PT TEMPO NAGADI TRADING,1
PT TEMPO NATURAL PRODUCTS,2
PT TEMPO PROMOSI,1
PT TEMPO RESEARCH,1
PT TEMPO RX FARMA,1
PT TEMPO SCAN INDUSTRY,1
PT TEMPO SCAN MAHONI,1
PT TEMPO UTAMA SEJAHTERA,1
PT TEMPRINT,1
PT TENE CAPITAL,0
PT TENGGARA HIDRO,1
PT TEPIAN INDAH SUKSES,2
PT TERANG ANUGRAH ABADI,1
PT TERANG KARYA UTAMA,1
PT TERANG PRAKARSA CIPTA,1
PT TERATECH DATA INTI,1
PT TEREOS FKS INDONESIA,0
PT TERMINAL BANGSA MANDIRI,0
PT TERMINAL ENERGI PRIMER,2
PT TERMINAL UTAMA MAKASSAR,0
PT TERRA FACTOR INDONESIA,1
PT TERRAZONE INDONESIA,0
PT TERREGRA ASIA ENERGY,1
PT TERREGRA ASIA EQUITY,1
PT TERREGRA HYDRO POWER,1
PT TEUNOM HIDRO POWER,1
PT TEXMACO GRAHA BUSANA,1
PT TEXMACO JAYA TBK,1
PT TFAS DIGITAL INDONESIA,1
PT THE MASTER STEEL MANUFACTORY,1
PT THE MASTER STEEL MANUFACTURING,1
PT THE ROOM INDONEAIA,2
PT THE SERVICE LINE,1
PT THERMAX INTERNATIONAL INDONESIA,1
PT THIESS CONTRACTORS INDONESIA,1
PT THREEBOND GARPAN SALES INDONESIA,1
PT TIARA HOTEL BALI INTERNATIONAL,1
PT TIARA INTIMAHKOTA,1
PT TIARA MARGA TRAKINDO,2
PT TIARA METROPOLITAN INDAH,1
PT TIARA RAYA BALI INTERNATIONAL,1
PT TIARA SAKTI MANDIRI,1
PT TIARA TIRTA ENERGI,2
PT TIARA TIRTA SENTOSA,2
PT TIGA ANUGERAH KREASI BERSAMA,2
PT TIGA BERLIAN ELECTRIC,0
PT TIGA DARA NAGAYA,1
PT TIGA DAYA DIGITAL INDONESIA,2
PT TIGA DAYA ENERGI,0
PT TIGA DUA DELAPAN,2
PT TIGA JAYA ANDALAN,2
PT TIGA MANUNGGAL SYNTHETIC INDUSTRIES,0
PT TIGA OREGON PUTRA,1
PT TIGA PILAR SEJAHTERA,0
PT TIGA SAUDARA HUSADA,1
PT TIGA SAUDARA PUTRI,0
PT TIGA SEKAWAN SERASI,1
PT TIGA TEKNOLOGI PERSADA,1
PT TIGA TELEKOMUNIKASI INDONESIA,2
PT TIGA WARNA JAYA INDONESIA,1
PT TIGADARI FIESTA,1
PT TIGAKA DISTRINDO PERKASA,1
PT TIGARODA RUMAH SEJAHTERA,1
PT TIKI JALUR NUGRAHA EKAKURIR,1
PT TIM SILIKA NUSANTARA,1
PT TIMAH AGRO MANUNGGAL,1
PT TIMAH INDOTAMA MINERAL,1
PT TIMAH INDUSTRI,1
PT TIMAH INVESTASI MINERAL,1
PT TIMAH KARYA PERSADA PROPERTI,1
PT TIMAH NIGERIA LIMITED,1
PT TIMAH TBK,1
PT TIMAS SUPLINDO,0
PT TIMURAYA TUNGGAL,0
PT TINANGGEA KAWASAN INDUSTRI,2
PT TINATA SUKSES MANDIRI,1
PT TINDODI KARYA LESTARI,1
PT TIRA ANDALAN STEEL,2
PT TIRA CIPTA LOGISTIK,1
PT TIRA CIPTA TRANSPORTASI,1
PT TIRA SATRIA NIAGA,0
PT TIRO ABADI PERKASA,1
PT TIRTA AMERTA JAYA LOGISTIK,1
PT TIRTA ANUGRAH BUANA,0
PT TIRTA ENERGI LESTARI,1
PT TIRTA ENERGI SENTOSA,2
PT TIRTA FRESINDO JAYA,1
PT TIRTA INTERIOR,1
PT TIRTA INVESTAMA,2
PT TIRTA MADU SAWIT JAYA,1
PT TIRTA NUSA BUANA,2
PT TIRTA PERMAI BAHARI,1
PT TIRTA PERSADA DEVELOPMENTS,1
PT TIRTA PRIMA INDONESIA,1
PT TIRTA SARI SURYA,0
PT TIRTA SUKSES PERKASA,2
PT TIRTA SURYA RAYA,1
PT TIRTAKENCANA TATAWARNA,1
PT TIRTASARI KENCANA,1
PT TIRTHA HARAPAN BALI,1
PT TISMA PERDANA MANDIRI,0
PT TITAN INFRA ENERGY,1
PT TITAN INVESTAMA,1
PT TITAN PROPERTY,1
PT TITIAN BINAMIR METAL,1
PT TITIAN TRANS ENERGY,1
PT TITIK INDAH PERMAI,0
PT TIVI BURSA INDONESIA,1
PT TIWA ABADI,1
PT TJAHAYA KARYA MULIA,1
PT TJAHJA SAKTI MOTOR,1
PT TLATAH GEMA ANUGRAH,1
PT TMG CIPTA SINDO SELARAS,1
PT TOA GALVA INDUSTRIES,0
PT TOA GALVA PRIMA KARYA,0
PT TOBA BARA ENERGI,2
PT TOBA BUMI ENERGI,2
PT TOBA SEJAHTRA,2
PT TODA PILAR PRATAMA,1
PT TOKO MODAL MITRA USAHA,1
PT TOKOPEDIA,0
PT TOKOPLAS ECOMMERCE INDONESIA,2
PT TOKYO RADIATOR SELAMAT SEMPURNA,2
PT TOL TELUK BALIKPAPAN,1
PT TOP FOOD INDONESIA,1
PT TOP INVESTMENT INDONESIA,1
