Nama,Betweenness
PT LINDA HANTA WIJAYA,0.0
AWALUDIN BASRIYANTO GANTO,0.0
PT MEXIS,0.0
TJIA BOEN YIN ABDUL HADI,0.0
PT TRI ANANDA PRATAMA,0.0
HISAO OCHIAI,0.0
PT TOKYO RADIATOR SELAMAT SEMPURNA,0.0
MEILIZA WAN,0.0
LINA NGABDI,0.0
PT ARTHAMAS SEJAHTERA MULIA,0.0
SUBUR KUSWORO,0.0
PT BERKAH SAMUDRA KHATULISTIWA,0.0
MARYONO,0.0
PT KARYA LAUTAN ABADI,0.0
GHO SAN SAN SUZANNA,0.0
PT MULTI TEKNIK MARITIM,0.0
NI LUH SUDI ANTARINI,0.0
CV CLIK,0.0
SUSANNA PERINI,0.0
PT BALIBIASA INDAHKOLEKSI,0.0
SUTIONO TJANDRA,0.0
RONNY LUKITO,0.0
PT EIGERINDO MULTI PRODUK INDUSTRI,0.0
AVI LEVIN,0.0
PT TRAVEL BLUE INDONESIA,0.0
LIOE THA NEN,0.0
PT BUMI ANDALAS PERMAI,0.0
PT KALIMANTAN SUBUR PERMAI,0.0
PT BUMI MEKAR HIJAU,0.0
HURA KAMADJAJA,0.0
PT KAMADJAJA LOGISTICS,0.0
REZA NIA SAFAVI,0.0
PT MOWILEX INDONESIA,0.0
CHANDRA FIRMANTO,0.0
HERMAN JULIANTO,0.0
PT INLIFE,0.0
DANDY CAHYADI GUNAWAN,0.0
PT INTI PRATAMA PERMAI,0.0
WINARDI HARSAWIGUNA,0.0
MICHAEL LIMMARGA,0.0
PT NARASI DIGITAL INDONESIA,0.0
SUHAR PIE,0.0
SYESYA MANDAGIE,0.0
PT PLASTIK KARAWANG FLEXINDO,0.0
FITRIANI PUTRIADI BB,0.0
PT GLOBAL SYSTECH MEDIKA,0.0
RADEN MOHAMAD KARTOBI,0.0
RUMAH SAKIT PELNI,0.0
LIE VONNY SUSANTO,0.0
PT CIKARANG PRIMATEX,0.0
UNGGUL SANTIKA,0.0
PT ELO KARSA UTAMA,0.0
LIM CHI JEOW,0.0
PT GE OPERATIONS INDONESIA,0.0
SUHERMAN,0.0
PT PIONIR ELEKTRIK INDONESIA,0.0
SATRIJA SUMARKHO,0.0
PT TAWADA HEALTHCARE,0.0
GIGI ZULKARNAIN SYARIEF,0.0
PT UTAMA SARANA MEDIKA,0.0
JERRY HERMAWAN LO,0.0
PT JAYA BUMI CAKRAWALA,0.0
DENNY SURIADINATA,0.0
PT GEMA ALAM LESTARI,0.0
ANDY WILLIAM,0.0
PT MANDIRI TIMBER PRATAMA,0.0
RINA BUDHI ARYANI,0.0
PT DANUSARI MITRA SEJAHTERA,0.0
HENDRAWAN HARYONO,0.0
PT SEKAWAN ABADI PRIMA,0.0
KRISDIANTO LESMANA,0.0
MUNANDAR,0.0
PT MUTIARA SANJAYA,0.0
JUPITA NENGSEH WIDJAJA,0.0
HARRY BUNTORO SUNANDAR,0.0
PT SINAR SAKTI KIMIA,0.0
MUHAMMAD HARDIANSYAH,0.0
PT GAGAS ENERGI INDONESIA,0.0
LUSIDA AFTIARTI,0.0
PT SWABINA GATRA,0.0
WAHYU RAHARDJO,0.0
PT WIRA RAGNA CIPTA,0.0
BAMBANG BUDIARTO,0.0
PT DINA BANGUN NUSANTARA,0.0
EDY WIRANTO,0.0
IFFAN SURYANTO MUSLIM,0.0
PT ELECTROLUX INDONESIA,0.0
KOO KWANG MO,0.0
PT LG ELECTRONICS INDONESIA,0.0
KAZUTERU MAKIYAMA,0.0
PT SONY INDONESIA,0.0
LIU MEIHUA,0.0
PT YONGWANG ELECTRONICS INDONESIA,0.0
PT MANAMBANG MUARA ENIM,0.0
DIDI MARSONO,0.0
PT PACIFIC GLOBAL UTAMA,0.0
DERRY GARTALENDA TARIGAN,0.0
PT BUANA NIAGA ENERGI,0.0
NYCELINE KWEE,0.0
PT BUMI SRIWIJAYA HARAPAN,0.0
EDY CHANDRA,0.0
PT HANIVEN MULIA SARANA,0.0
ALEXANDER EFFENDY,0.0
PT GARUDA MAS PERKASA,0.0
SUSIE,0.0
PT SRI SUMATERA SEJAHTERA,0.0
HARRY PERMADI S,0.0
PT GIANT COMMUNICATION,0.0
HANDY KUSUMA TANUHARJA,0.0
PT PELANGGAN SETIA INDONESIA,0.0
AMRI NGADIMAN,0.0
PT INDOGOLD MAKMUR SEJAHTERA,0.0
GANEKA KARNAYA,0.0
PT INDONESIA LOGAM PRATAMA,0.0
JAYAWIJAYANINGTIYAS,0.0
PT LUNO INDONESIA LTD,0.0
CHAIRUL ANHAR,0.0
PT PANCA KARYA MALINDO,0.0
KUNTO SUPARJO KENTJANA,0.0
HENDRY NURSALIM,0.0
PT BORNEO SUKSES RAYA KALTIM,0.0
TJEN MEY YIEN,0.0
SONNY JUSUF,0.0
CHANDRA HIDAYAT,0.0
ALEXANDERSON PARMON,0.0
PT PARMON PRIMA LESTARI,0.0
DJWA SIEN BIENG AL DARYUDI,0.0
MEDIANA HADIWIDJAJA,0.0
PT INFINISIA SUMBER SEMESTA,0.0
NICKI,0.0
TEMI HENDRI,0.0
PT TRITUNGGAL ARTHAMAKMUR,0.0
YANG MING,0.0
PT ENERGY CHINA TIANJIN INDONESIA,0.0
DARMAWAN PRASODJO,0.0
PT INDONESIA COMNETS PLUS,0.0
STANLEY MILIKAN,0.0
PT TWINK INDONESIA,0.0
BENDUT HARIBOWO,0.0
PT WAHANA TUNGGAL PUTRA,0.0
RAYA PONTUS SAMOSIR,0.0
PT KARYA SUMIDEN INDONESIA,0.0
ADE HARRIS CHRISTIAN ADE HARRIS,0.0
PT MAGNAKABEL NUSANTARA,0.0
HARIANTO RUSLI,0.0
PT MITRA AZETA SUKSES PERKASA,0.0
ARYA RIZQI DARSONO,0.0
PT UNITECH MITRANUSA,0.0
MOELYONO SOESILO,0.0
PT SUMBER KURNIA ALAM,0.0
SYARIF ABUBAKAR FAHMI,0.0
PT MALANG BUMI SENTOSA,0.0
YAHYA WAHONO,0.0
PT RAYA BUMI NUSANTARA PERMAI,0.0
NETTY,0.0
PT SURYA BUMIMEGAH SEJAHTERA,0.0
JIMMY WIDJAJA,0.0
PT WIKARAGA SAPTA UTAMA,0.0
INDRA SETIAWAN BUN,0.0
PT BANGKIT SUKSES MANDIRI,0.0
AFUZA AGHNAT SAMSUL,0.0
PT JAYA PERKASA AUTO INDONESIA,0.0
EDDY RAHARDJO,0.0
PT NIRO CERAMIC SALES INDONESIA,0.0
FETTY KWARTATI,0.0
PT SARINAH (PERSERO),0.0
ASRI MUKHTAR,0.0
PT SOLUSI BANGUN BETON,0.0
LIM LEONG CHING,0.0
PT BECTON DICKINSON INDONESIA,0.0
ARDI KUSUMA,0.0
PT BENTOEL DISTRIBUSI UTAMA,0.0
THOMAS JOHANNES WILLI DITTRICH,0.0
PT GALDERMA INDONESIA HEALTHCARE,0.0
MITIK,0.0
PT PARVUS MEDICA INDONESIA,0.0
HENG HOK SOEI SHINDO SUMIDOMO,0.0
KONG CHO WO,0.0
PT CITRA BARU STEEL,0.0
KASIM,0.0
PT FARIKA STEEL,0.0
DEVARA JUWONO HS,0.0
PT MARGA MAJU MAPAN,0.0
HEW YUEN HIN,0.0
PT ORIENTAL SHEET PILING,0.0
DEDI ROSDIYADI,0.0
PT PUTRA TAMBAK UTAMA,0.0
PIKRI ILHAM KURNIANSYAH,0.0
PT BANDARA INTERNASIONAL BATAM,0.0
WIDARTO WINARDJO,0.0
PT INTIRODA MAKMUR,0.0
SUGIJANTO TJANDRA,0.0
PT SINAR INDAHJAYA KENCANA,0.0
OSAMU INOUE,0.0
PT SUMIDEN SERASI WIRE PRODUCTS,0.0
SUDARNA,0.0
PT TRANS JABAR TOL,0.0
PT CIMANGGIS CIBITUNG TOLLWAYS,0.0
FENG CHANGWEN,0.0
PT DADI DEVELOP INDONESIA,0.0
GEORGE THE TJIONG GIE,0.0
PT ENCONA INTI INDUSTRI,0.0
EDIE RIZLIYANTO,0.0
ROBY IRWANTO,0.0
PT BROADBIZ ASIA,0.0
WIKUMURTI,0.0
PT REMATE UTAMA PRIMA,0.0
HENGKY SISWANDI,0.0
PT ADORA MAKMUR SENTOSA,0.0
MARZUKI TAN,0.0
PT DEKORAMIK PERDANA,0.0
BUDI FIANTO BUNA,0.0
PT NIPSEA PAINT AND CHEMICALS,0.0
LEOPARD LYMAN,0.0
PT SATYA LANGGENG SENTOSA,0.0
PENI PAHLAWANDA,0.0
PT GLOBAL SEKAWAN KREASI,0.0
HAJJAH MAHMUDAH,0.0
DEWI MARLINA,0.0
PT RIAU MULIA MITRA MEDIKA,0.0
RUSLI BINTANG,0.0
PT TIGA SAUDARA HUSADA,0.0
KARDI PRIONO SUTARDJI,0.0
ARMAN FAHRURROZI,0.0
EKA OKTAVIANTA,0.0
HERU TRI SUSILO,0.0
IIN SAINAH,0.0
MARCOS SETYABUDI,0.0
PT ERA MAJU SEJAHTERA,0.0
MARIA HERMIATI,0.0
PT INTI MAKMUR MEDITAMA,0.0
FAJAR REZA BUDIMAN,0.0
PT PANDU BIOSAINS,0.0
HARTAWAN SETIAWAN,0.0
JOHNNY WONGSONEGORO,0.0
DRIYO PALWOKO AMD,0.0
ANGGORO KASIH DALI SUTRESNO,0.0
JOSEPH ADITYA MINARTO,0.0
NATHAN TIRTANA,0.0
PT UBC MEDICAL INDONESIA,0.0
LIE DANNY,0.0
PT LUSAVINDRA JAYAMADYA,0.0
PUTRA PRIBADI,0.0
CUCU ISWAN TAQWIM,0.0
AGUSTINUS LIAUW,0.0
PT SENTRA AWAN MAXIMA,0.0
OEI SETIAWAN WINARTO,0.0
HISKAK SECAKUSUMA,0.0
TIMOTIUS SAHETAPY,0.0
PT RITEL TEKNOLOGI MANDIRI,0.0
MATHIAS SPORT ACADEMY,0.0
PITONO BONG,0.0
PT MERLIN WIJAYA,0.0
ANTHONY PRADIPTYA,0.0
PT OMEGA MINERBA GAN,0.0
ASDO ARTRIVIYANTO,0.0
PT KERETA COMMUTER INDONESIA,0.0
ZHANG ZHENGHUI,0.0
PT HAIER SALES INDONESIA,0.0
LIKE RANI IMANTO,0.0
MARCEL PERMADHI,0.0
JANE LIRA TABITHA PURBA,0.0
ARIE WINARDI,0.0
NINA SULISTYOWATI,0.0
PT PERTAMINA PETROCHEMICAL TRADING,0.0
YOLANA SUDIMEN,0.0
PT AGUS SUTA LINE,0.0
BENIYANTO,0.0
PT AMICO PUTERA PERKASA,0.0
AYFEN YULIANAJAO AIJ FUNG,0.0
PT ANEKA KIMIA INTI,0.0
GLENN RAHAYU ADLI ARIFF,0.0
PT OFFSHORE WORKS INDONESIA,0.0
ANTONIUS GOANA,0.0
PT PELAYARAN ROYLEA MARINE LINE,0.0
SUKARNO,0.0
ENDANG SUSILOWATI,0.0
SOFYAN YUSUF,0.0
PT PERTAMINA RETAIL,0.0
MUHAMMAD ARDIYANSYAH,0.0
PT SAMUDERA BAHTERA INDAH,0.0
LIM ENG KHIM,0.0
PT TIMURAYA TUNGGAL,0.0
DASRUL,0.0
PT WAHANAKARSA SWANDIRI,0.0
AURELIEN MARIE PASCAL DOMINIQUE SONET,0.0
PT SODEXO MOTIVATION SOLUTIONS INDONESIA,0.0
ANGGA KUSUMAH,0.0
PT BERKAT AMADEUS SUKSES SENTOSA,0.0
SIANE TIARA,0.0
PINNYWATI CHANDRA,0.0
NATHAN TANUWIDJAJA,0.0
SOEMAN SANTOSO,0.0
PT PANDURASA KHARISMA,0.0
JUNIUSCO CUACA,0.0
PT SEMBILAN SEJAHTERA,0.0
FEBY SAELANIE,0.0
PT SERVIUM GLORY AGRO,0.0
RICKY LAURUS,0.0
PT DUTA AGUNG ANUGERAH,0.0
DEDDY ISKANDAR,0.0
LILYANNA,0.0
CUTYHBERT KHOO TUAN SENG,0.0
FICTOR KUSUMAREJA,0.0
PT ANUGRAH ORIGINAL BIONATURA INDONESIA,0.0
ARTHUR PRAKASA BRATANATA,0.0
PT GLOBAL NIAGA PRATAMA,0.0
JOHN JOKO HARTONO,0.0
PT INFINITY DISTRO,0.0
TINA SETIAWATI SENTOSO,0.0
CATUR ANDY PRASETYO,0.0
DJUFRI,0.0
ALAMSJAH,0.0
RASJID ARIFIN,0.0
HERIYATI,0.0
PT MITRAMAS MAKMUR PERKASA,0.0
ABERLY RADON,0.0
PT RUMAH DIGITAL NUSANTARA,0.0
ERLANGGA HALIM,0.0
PT SINERGY INDOPACK MAKMUR,0.0
GARY FANTINUS WIYANA,0.0
DANNY SUGIHARTO,0.0
FERRY HARTANTO,0.0
PAULUS DERMAWAN TJANDRA,0.0
EDDI MULYADI,0.0
IVAN LEANDER M DE JONGHE,0.0
PT HENKEL INDONESIEN,0.0
SURYANI HARTOYO,0.0
PT MEGASETIA AGUNG KIMIA,0.0
HIROKAZU MORITA,0.0
PT NAGASE IMPOR-EKSPOR INDONESIA,0.0
JAMES WINNER,0.0
MAWARTI,0.0
VINCENT WINNER,0.0
CHUA SEW HOON,0.0
PT SAMAFITRO,0.0
CHRISTOPHER ANDREW,0.0
PT JOHNSON & JOHNSON INDONESIA,0.0
EIICHI GOCHO,0.0
PT LOTTE INDONESIA,0.0
FIFI ANANTO,0.0
MUTIARA ARIEF,0.0
MUHAMMAD FAUZI IRAWAN,0.0
PT APPLE INDONESIA,0.0
EVI SURYANI,0.0
DUAN TAIPING,0.0
WEI PENG,0.0
PHEROZ NASWANJEE PUDUMJEE,0.0
MEHER PHEROZ PUDUMJEE,0.0
ZAHAAN PHEROZ PUDUMJEE,0.0
LEA PUDUMJEE,0.0
Y TAN KHO CHIONGJOHN C,0.0
UNGGUL MEGA PERSADA,0.0
OEY VONIE,0.0
PT BLESS PLASTINDO UTAMA,0.0
HB ARIE SUBARI,0.0
ANGGIE T ARDHANARESWARI,0.0
DANAN S WICAKSONO,0.0
LILIK ISTICHANAH,0.0
VONNY UPPY SOEGIJANTHO,0.0
PT BANGGAI SENTRAL SULAWESI,0.0
KAWAN RAHMAT,0.0
AMRIT CHANDARBAN LAKHIANI,0.0
PT BUMI SAWIT PERKASA,0.0
PT SUBUR ARUMMAKMUR,0.0
PT CILIANDRA PERKASA,0.0
PT ADHITYA SERAYAKORITA,0.0
PT TRITUNGGAL SENTRA BUANA,0.0
PT CITRA RIAU SARANA,0.0
FITRIANI,0.0
PT PILAR UTAMA LABUAN,0.0
KIM SANGHWI,0.0
PT GREEN GLOBAL UTAMA,0.0
JOHNNY WIDJAJA,0.0
PT ANEKA SATWITRA SARI FOOD,0.0
MUJIATI,0.0
RIANDA SULISTYANINGRUM,0.0
LIEM WIDYA WIJAYA,0.0
LIEM LILY WIJAYA,0.0
LIEM CAHYO WIJAYA,0.0
ANTON ADITYA SUBOWO,0.0
MINORU MURATA,0.0
TEH WEE CHYE,0.0
RIDUAN EFFENDI,0.0
AZRIELL RIO XAVIER,0.0
THEN SURIANTO EKA PRASETYO,0.0
NATAL IMAN GINTING,0.0
HIOE DODIK YUNARTO,0.0
LIEM CHIE ING,0.0
MICHAEL WAHYUDI DHARMAWAN,0.0
LILIYANTI SOEWANTO,0.0
SALIM SOEWANTO,0.0
IWAN TIRTO KUSUMO,0.0
PT WONOKOYO JAYA CORPORINDO,0.0
AANG HANDIMULYA SETIAMIHARDJA,0.0
PT ARISTEK HIGHPOLYMER,0.0
IRAWAN WIDJAJA,0.0
PT BUANACITRA INTERNUSA,0.0
LINAGUSTIN SANTOSO,0.0
PT GLOBAL MAJU ABADI,0.0
EDHO PRASETYO HARNANTO,0.0
PT BANGUN ARTA HUTAMA,0.0
DORMA MANALU,0.0
PT ANGKASA PURA SOLUSI,0.0
DIAN STEFANI SUGIALAM,0.0
AMELIA WIDJAJA,0.0
TINA WIDJAJA,0.0
LEE KUENYAO,0.0
TENG TIMOTHY KING,0.0
PT GALVA,0.0
CINDY MAHARANI,0.0
PT BANJARPASIR NUSA PRATAMA,0.0
SAUT SIAHAAN,0.0
PT DATATEL INDONESIA,0.0
JOHAN YUDA WICAKSANA,0.0
PT DWI PARI ABADI,0.0
ROMBE,0.0
PT DWIPANCA CATUR KARYA,0.0
CHANDRA WIRAWAN,0.0
SUPRIYANTO SILALAHI,0.0
FARID ARIEF PRADANA,0.0
PT MENARA CAHAYA SURYA,0.0
ANDRIAN EKA PUTRA,0.0
PT NAYAKA PRATAMA,0.0
SUGIYONO TANOKO,0.0
PT TUNAS CAHAYA MANDIRI,0.0
ALEXANDRA,0.0
ARIF BUDIMANTA,0.0
FARIED UTOMO,0.0
HANNY TJANDRA,0.0
PT CENDRAWASIH FARIN,0.0
ERAWATY SUKMA GANI,0.0
HARRY GUNAWAN HO,0.0
HADIONO CAHYONO POUW,0.0
PT TRIMATRA TATAGRAHA,0.0
EKA DJAYA,0.0
ERLINE RAHARDJA,0.0
FELICIA RAHARDJA,0.0
KATRINA RAHARDJA,0.0
WANTI SETIODJOJO,0.0
RUDY HARTO WIDJAJA,0.0
PT STAR REACHERS INDONESIA,0.0
ANANT MADHUKAR YARDI,0.0
PT WEWORK SERVICES INTERNATIONAL,0.0
STEPHEN VALENTINE LIEMANTO,0.0
MARIA THERESIA YULITA,0.0
PT SARANA MEDITAMA INTERNATIONAL,0.0
YOGI ROSENO,0.0
PT BEYOND MEDICAL INDONESIA,0.0
TJOA INDRA KURNIAWAN,0.0
PT MEDEV INDO MAKMUR,0.0
IDIN MUKHIDIN,0.0
PT PARAMOUNT BED INDONESIA,0.0
TJANDRA MUNANTO,0.0
PT PERUSAHAAN DAGANG MENDJANGAN,0.0
JAYANTHI,0.0
PT WORCKHARDT PHARMA INDO,0.0
HAJI EDDY ICHWAN,0.0
LINDAWATI TERTA,0.0
PT VALIENT SYNERGY INDONESIA,0.0
WIDOWATI HARTONO,0.0
PT GOLDEN BLOSSOM SUMATRA,0.0
CHRISTIAN HANDOKO,0.0
PT INDOGRAHA NUSASARANA,0.0
SOEGWANTO,0.0
PT KAYAN PLANTATION,0.0
LU YINGJIE,0.0
PT KEZA LINTAS BUANA,0.0
EUNICE MERIATI SATYONO,0.0
PT NUSANTARA SAWIT PERSADA,0.0
HADI SAGIMIN,0.0
PT SAWIT KALTIM LESTARI,0.0
RAMESH VELOO,0.0
PT SAWIT SUKSES SEJAHTERA,0.0
SUSANTO TANUWIDJAJA,0.0
PT WONDERFUL INDAH JAYA,0.0
SARJIYO,0.0
ARDIANSYAH,0.0
PT FIRETECH PERKASA,0.0
MICHELE GRITTI,0.0
PT AIR LIQUIDE INDONESIA TEKNOLOGI,0.0
CHARLES GEORGE STINNER,0.0
PT AIR PRODUCTS INDONESIA,0.0
PT BAHTERA ABADI GAS,0.0
PT BAHTERA ABADI GASINDO,0.0
SHIERNY NATALIA,0.0
PT HIDUP BARU PERDANA ABADI,0.0
DEWI ANGGRAINI,0.0
DARWATI,0.0
PT LARASHATIKU ENVIRONMENTAL,0.0
ARIES ONGKOWIJOYO,0.0
LEO KHOE JANG AGUSTINUS WIJAYA,0.0
CV INDO GAS MERAUKE,0.0
MASSIMILIANA LANDINI,0.0
PT TRANSFARMA MEDICA INDAH,0.0
RESTU PRIBADI,0.0
PT PETRONIKA,0.0
CHENBIN XU,0.0
PT TRINSEO MATERIALS INDONESIA,0.0
KIM CHANG SOO,0.0
PT CORE RESOURCE INDONESIA,0.0
WONG JOHN JUADI,0.0
PT BARA INDAH SINERGI,0.0
MUHAMMAD FADLI,0.0
PT SAMULOS RAMBUTI MAKMUR,0.0
SILVIA ROSBIANA,0.0
PT SINERGI KENCANA MULIA,0.0
CAHYADI LIE,0.0
PT GAYA MAKMUR TRACTORS,0.0
LENNY DEWITA PUTRI,0.0
PT MITRA BARITO GEMILANG,0.0
KOON YAT KUEN,0.0
PT RLK DEVELOPMENT INDONESIA,0.0
S UMAR AL HASNI,0.0
PT SUNGAI BERLIAN MAHAKAM,0.0
ABDULLAH MAKHMUD HENDROPRIYONO,0.0
PT AEROSEA NIRWANA INDONESIA,0.0
JIN QINGYONG,0.0
PT COSL INDO,0.0
SHARLEEN VALERIE WIDAGDO,0.0
PT GHS MARITIM INDONESIA,0.0
FRANKIE WELLY LONAN,0.0
PT TRITUNGGAL MITRA SAMUDERA,0.0
ARDHYANTO BUDIRACHMAN,0.0
PT ADONAI PIALANG ASURANSI,0.0
LIU CHAO,0.0
PT SAMUDRA TIMUR SANTOSA,0.0
MELVIN LEE,0.0
PT SENTRAL ANUGRAH MULIA,0.0
BUDI PURNOMO SUDIRO,0.0
PT SURYA BUANA LESTARIJAYA,0.0
IRENE HIDAYAT,0.0
PT MUNCUL ANUGERAH SAKTI,0.0
VERDY SETIAWAN,0.0
PT ASIATECH ANUGRAH SETIA,0.0
DENNY HARTANTO ABIDIN,0.0
PT JASA PUTERA PERKASA,0.0
BONG TJI DJUNG,0.0
PT WIRATAMA INTI SENTOSA,0.0
KIM WONJUNG,0.0
PT CJ CHEILJEDANG LESTARI,0.0
IWI SUMBADA,0.0
PT SEKAR GOLDEN HARVESTA INDONESIA,0.0
LAM TAN YING,0.0
PT KONUSA DWITAMA KARYA,0.0
ALBERTO LENI,0.0
PT SAIPEM INDONESIA,0.0
PT SANY INDONESIA MACHINERY,0.0
PT SANY HEAVY INDUSTRY,0.0
SOFYAN SALIM,0.0
PT BERDIKARI INTI GEMILANG,0.0
LEONARD WIJAYA,0.0
PT GANDA JAYA ABADI,0.0
PT GRAHA ELEKTRINDO PERKASA,0.0
ROSMEITYNA,0.0
PT HUA HONG ELECTRICAL INDONESIA,0.0
LIN JIN YING,0.0
PT PANCARAN INDONESIA,0.0
TJOA KING HOKHARTONO,0.0
PT SUMA ARTHA PERKASA,0.0
RAISA ANDRIANA,0.0
WULAN MAHARANI TILAAR,0.0
PT MARTHA BEAUTY GALLERY,0.0
NADINE HITESH BHARWANI,0.0
PT MULTITREND INDO TBK,0.0
LUNA MAYA SUGENG,0.0
PT NAMA CANTIK ABADI,0.0
KAREEM MOUSTAFA,0.0
PT PZ CUSSONS INDONESIA,0.0
KARTONO KADIR,0.0
CV INDAH KENCANA,0.0
ASWIN ADITIAWAN,0.0
PT DWI PARDI,0.0
NURDIAZ ALVIN PATTISAHUSIWA,0.0
PT DIGITAL ARTHA MEDIA,0.0
IWAN SURYAPUTRA,0.0
PT SURYA TEKNOLOGI PERKASA,0.0
WICAHYO RATOMO,0.0
PT EKASA YAD ENERGY,0.0
HANNIBAL S ANWAR,0.0
YENNY HAMIDAH KOEAN,0.0
PT PARKIT FILM,0.0
PT TRIPAR MULTIVISION PLUS,0.0
ERICK THOHIR,0.0
PT RADIO MERPATI DHARMAWANGSA,0.0
MOHAMMAD SOPHI DJUDZMAN,0.0
PT REDCANDLE,0.0
RAMESH LALCHAND PRIDHNANI RAM SORAYA,0.0
PT SORAYA INTERCINE FILMS,0.0
RAJESH KEWALRAM JAGTIANI,0.0
PT SPECTRUM FILM,0.0
DAVID SURTANDI,0.0
PT BHINEKA CIPTABAHANA PURA,0.0
HANS SUNYOTO TJANDRA,0.0
PT MITRA GLOBAL HOLIDAY,0.0
SUSWANTO,0.0
PT SISTEMATIS BANGUN INDONESIA,0.0
IRWAN ADRIANSYAH,0.0
PT GREENSTAR ARTEK INDONESIA,0.0
MICHAEL ALFONSUS,0.0
PT MITRA GARDA PERKASA,0.0
ALI TARIGAN,0.0
PT MITRA TATA ABADI BERSAMA,0.0
BENNI CHRISTOPHER R SITANGGANG,0.0
PT PAGAR BATU LESTARI,0.0
SURYA SYAMSUARDI,0.0
PT TANGGUH KARYA UNGGUL,0.0
LUKI THETA HANDAYANI,0.0
PT WASKITA MODERN REALTI,0.0
WERNER ALOYS BAUMANN,0.0
PT BAYER INDONESIA,0.0
PUDJI ASTUTI,0.0
PT GLOBAL SATRIA AJI,0.0
PT TIGAKA DISTRINDO PERKASA,0.0
PT PHARMA HEALTH CARE,0.0
DAVID JUNUS,0.0
PT SETIAJAYA ERA UNGGUL,0.0
DARMIN TANUDJAJA,0.0
SUMIATI,0.0
CV SRI REZEKI,0.0
PT KAWASAN INDUSTRI BANYUASIN RAYA,0.0
LESMANA DJASA,0.0
PT SUKSES SENTOSA,0.0
DEDI RIZAL,0.0
PT SUROPATI JAYA ABADI,0.0
TIURMA HUTAGALUNG,0.0
PT WIRA JAYA MANDIRI,0.0
TARUNA WIDJAJA,0.0
PT ENSEVAL MEDIKA PRIMA,0.0
PARAJUGO GUNAWAN,0.0
PT MERAPI UTAMA PHARMA,0.0
HANAFIA HOSEN,0.0
PT REKAMILENIUMINDO SELARAS,0.0
DJONNY HARTONO TJAHYADI,0.0
PT TRI SAPTA JAYA,0.0
JONATHAN LIMBONG PARAPAK,0.0
YAYASAN UNIVERSITAS PELITA HARAPAN,0.0
SENDY DANIEL C SOPACUA,0.0
PT LF SERVICES INDONESIA,0.0
PAMITRA WINEKA,0.0
PT TANI SUPPLY INDONESIA,0.0
LIANTO SUWANDY,0.0
PT GLITTERINDO PRATAMA,0.0
LIM ARIEF HANDOKO,0.0
PT INTINUSA TEKNIK SEJAHTERA,0.0
ADRIANUS DARYANTO,0.0
PT TATAMETRIKA NUSANTARA,0.0
STEVEN FINK,0.0
PT DHL SUPPLY CHAIN INDONESIA,0.0
OURANIA SOTOS,0.0
PT HAVI INDONESIA,0.0
CHUN MING LI,0.0
PT LASTANA EXPRESS INDONESIA,0.0
YOSHIHIRO HIDAKA,0.0
PT YAMAHA INDONESIA MOTOR MANUFACTURING,0.0
TJETJEP TEDDY HADI,0.0
PT HADI PUTRA JAYA,0.0
DONNA KURNIAWAN,0.0
PT SARI MICHANG CONCORD,0.0
PT SURYA BARU,0.0
PT DIGITAL APLIKASI SOLUSI,0.0
PT ADMINISTRASI MEDIKA,0.0
PT INFOMEDIA NUSANTARA,0.0
DIDIT SULISTYO,0.0
PT GRAHA SARANA DUTA,0.0
PT PINS INDONESIA,0.0
PT TELKOM SATELIT INDONESIA,0.0
PT MULTIMEDIA NUSANTARA,0.0
DJONET HARTONO,0.0
PT TELKOM AKSES,0.0
SURATMAN,0.0
PT TELKOM LANDMARK TOWER,0.0
ANNISA MAHARANI,0.0
PT IWACO JAYA ABADI,0.0
PT KARYA KEMBAR BERSAMA,0.0
PT KEMBAR ABADI UTAMA,0.0
YULIUS LEONARDO,0.0
HELMY PARAMADITYA,0.0
DANI PRASTIADI,0.0
PT KREASIBOGA PRIMATAMA,0.0
ERITA KASIH TJIA,0.0
PT MANDIRI HERINDO ADIPERKASA TBK,0.0
PT GLOBAL MINING SERVICES,0.0
PT PETRO NIAGA MANDIRI,0.0
LIU CHEN ZHI,0.0
PATTA SOFYAN,0.0
SENDANG PANGGANJAR,0.0
JOHNNY,0.0
PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK,0.0
AHMAD RAHADIAN WIDARMANA,0.0
TITIEN SUPENO,0.0
JASON LAURENCE GREIVE,0.0
DAVID THOMAS FOWLER,0.0
ALBERT SAPUTRO,0.0
ANDREW PHILLIP STARKEY,0.0
GAVIN ARNOLD CAUDLE,0.0
VIVIAN SETJAKUSUMA,0.0
SOEKRISMAN,0.0
VINCENT SECAPRAMANA,0.0
SUNGKONO HONORIS,0.0
ROBERTO LORATO,0.0
RONALD GUNAWAN,0.0
AMRI SIAHAAN,0.0
ANTHONY R MATHIAS,0.0
MARSILLAM SIMANDJUNTAK,0.0
YANI Y PANIGORO,0.0
YASER RAIMI A PANIGORO,0.0
HILMI PANIGORO,0.0
M RAMDANI BASRI,0.0
OMAR DANNI HASAN,0.0
RIDWAN ABDUL CHALIF IRAWAN,0.0
AMADEO NAVALTA BEJEC,0.0
PT BINTARO SERPONG DAMAI,0.0
LUIS SORIANO RENON,0.0
FRANCIS EMANUEL DALUPAN ROJAS,0.0
JOHNY LUMINTANG,0.0
JOSE MA KAMANTIGUE LIM,0.0
DENNIS RAHARDJA,0.0
