Nama,indegree,outdegree,betweenness,closeness,pagerank,cluster_sna
PT HASNUR INTERNASIONAL SHIPPING TBK,3.0,36.0,420288.86,0.2,0.41,2
PT HASNUR JAYA INTERNATIONAL,1.0,0.0,0.0,0.16,0.16,1
PT HASNUR MITRA SARANA,1.0,0.0,0.0,0.16,0.16,1
PT HASNUR MULTI SINERGI,1.0,0.0,0.0,0.16,0.16,1
PT HASNUR RESOURCES TERMINAL,1.0,0.0,0.0,0.16,0.16,1
PT HASNUR RIUNG SINERGI,2.0,0.0,76623.49,0.21,0.16,1
PT HASTA KREASIMANDIRI,1.0,0.0,0.0,0.17,0.16,1
PT HASTA PANCA MANDIRI UTAMA,1.0,0.0,0.0,0.16,0.16,1
PT HASTAGRAHA BUMIPERSADA,0.0,1.0,0.0,0.15,0.15,1
PT HAVEA MK II,1.0,0.0,0.0,0.52,0.21,0
PT HAVI INDONESIA,2.0,0.0,46138.9,0.18,0.16,1
PT HEBE BEAUTY STYLE,1.0,0.0,0.0,0.17,0.16,1
PT HEIN GLOBAL UTAMA,1.0,0.0,0.0,0.19,0.15,1
PT HEKSA ENERGI MITRANIAGA,1.0,0.0,0.0,0.17,0.18,1
PT HELIOS BERKAT TEKNOLOGI,1.0,0.0,0.0,0.15,0.16,1
PT HELIOS ENERGI NUSANTARA,1.0,0.0,0.0,0.18,0.15,1
PT HENAN PUTIHRAI ASSET MANAGEMENT,0.0,1.0,0.0,0.18,0.15,1
PT HENKEL INDONESIEN,1.0,0.0,0.0,0.14,0.17,1
PT HENSEL DAVEST INDONESIA TBK,1.0,6.0,21.0,1.0,0.28,0
PT HERAFIKA,1.0,0.0,0.0,0.52,0.17,0
PT HERBAL GLOBE NATURAL,1.0,0.0,0.0,0.17,0.16,1
PT HERBALIFE INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT HERO INTIPUTRA,0.0,1.0,0.0,0.14,0.15,1
PT HERO SUPERMARKET TBK,0.0,1.0,0.0,0.14,0.15,1
PT HEWLETT PACKARD INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT HEXINDO ADIPERKASA TBK,3.0,0.0,4682.16,0.19,0.18,1
PT HEXPHARM JAYA LABORATORIES,2.0,0.0,1982.08,0.19,0.18,1
PT HIDROFLEX INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT HIDROGEN PEROXIDA INDONESIA,2.0,0.0,0.0,0.15,0.21,1
PT HIDUP BARU PERDANA ABADI,2.0,0.0,3350.31,0.18,0.17,1
PT HIGHEND MULTIMEDIA INDONESIA,2.0,0.0,0.0,0.16,0.16,1
PT HIJAU LESTARI RAYA FIBREBOARD,1.0,0.0,0.0,0.18,0.16,1
PT HIJAU SARI,0.0,1.0,0.0,0.1,0.15,1
PT HIJAUPERTIWI INDAH PLANTATIONS,1.0,0.0,0.0,0.17,0.16,1
PT HIKMAH SARANA BAHARI,1.0,0.0,0.0,0.16,0.17,1
PT HILLCONJAYA SAKTI TBK,2.0,0.0,26605.77,0.19,0.17,1
PT HILON INDONESIA,0.0,1.0,0.0,0.6,0.15,0
PT HIMALAYA ENERGI PERKASA TBK,2.0,3.0,104211.33,0.19,0.34,1
PT HINO FINANCE INDONESIA,1.0,0.0,0.0,0.19,0.15,1
PT HINO MOTORS MANUFACTURING INDONESIA,2.0,0.0,143880.23,0.19,0.16,1
PT HINO MOTORS SALES INDONESIA,2.0,0.0,7839.83,0.19,0.27,1
PT HIPERNET INDODATA,1.0,0.0,0.0,0.18,0.29,1
PT HIRONG METAL TRADING,1.0,0.0,0.0,0.17,0.16,1
PT HISENSE INDONESIA,1.0,0.0,0.0,0.14,0.16,1
PT HIT PENTABENUA,1.0,0.0,0.0,0.18,0.16,1
PT HITACHI CHANNEL SOLUTIONS INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT HOK TONG,1.0,0.0,0.0,0.52,0.21,0
PT HOKI DISTRIBUSI NIAGA,1.0,0.0,0.0,0.15,0.21,1
PT HOKI INVESTASI SEJATI,1.0,1.0,69188.0,0.15,0.21,1
PT HOKKAN DELTAPACK INDUSTRI,1.0,0.0,0.0,0.14,0.16,1
PT HOKKAN INDONESIA,1.0,0.0,0.0,0.1,0.2,1
PT HOLI PHARMA,1.0,0.0,0.0,0.16,0.17,1
PT HOME CENTER INDONESIA,2.0,1.0,0.33,0.16,0.2,1
PT HOME CENTER INDONESIA RETAIL,2.0,0.0,0.0,0.16,0.33,1
PT HOME TESTER INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT HON CHUAN INDONESIA,1.0,0.0,0.0,0.12,0.18,1
PT HONDA PROSPECT MOTOR,1.0,0.0,0.0,0.16,0.16,1
PT HONGKONG LAND CONSULTANCY AND MANAGEMENT,0.0,1.0,0.0,0.18,0.15,1
PT HONGXIN ALGAE INTERNATIONAL,2.0,0.0,9890.0,0.09,0.31,1
PT HONORIS CORPORINDO PRATAMA,0.0,1.0,0.0,0.16,0.15,1
PT HORAS INSANI ABADI,1.0,0.0,0.0,0.17,0.16,1
PT HORIZON CONSTRACTION INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT HORMEL GARUDAFOOD,1.0,0.0,0.0,0.16,0.18,1
PT HORMEL GARUDAFOOD JAYA,1.0,0.0,0.0,0.16,0.18,1
PT HOTEL CANDI BARU,0.0,1.0,0.0,0.55,0.15,0
PT HOTEL CIKINI REALTY,1.0,0.0,0.0,0.11,0.19,1
PT HOTEL FITRA INTERNATIONAL TBK,2.0,2.0,29667.0,0.14,0.34,1
PT HOTEL INVESTAMA REALTY,1.0,0.0,0.0,0.11,0.19,1
PT HOTEL MARBELLA PENGEMBANG INTERNASIONAL,1.0,0.0,0.0,0.47,0.2,0
PT HOWDEN INSURANCE BROKERS INDONESIA,1.0,0.0,0.0,0.15,0.17,1
PT HUA CHIN ALUMINUM INDONESIA,2.0,0.0,0.0,0.18,0.16,1
PT HUA HONG ELECTRICAL INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT HUADI NICKEL ALLOY INDONESIA,1.0,0.0,0.0,0.14,0.19,1
PT HUADIAN BUKIT ASAM POWER,2.0,0.0,0.0,0.19,0.16,1
PT HUAFEI NICKEL COBALT,1.0,0.0,0.0,0.15,0.17,1
PT HUAKE NICKEL INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT HUAWEI TECH INVESTMENT,2.0,0.0,23005.19,0.19,0.19,1
PT HUAYUE NICKEL COBALT,1.0,0.0,0.0,0.15,0.17,1
PT HUDAYA MAJU MANDIRI,1.0,0.0,0.0,0.14,0.17,1
PT HULAA TRAVEL INDONESIA,1.0,0.0,0.0,0.14,0.18,1
PT HUMA INDAH MEKAR,1.0,0.0,0.0,0.15,0.16,1
PT HUMAN RESOURCES PROVIDER,1.0,0.0,0.0,0.18,0.16,1
PT HUME SAKTI INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT HUMOLCO LNG INDONESIA,1.0,0.0,0.0,0.16,0.17,1
PT HUMPUSS,1.0,1.0,10904.33,0.15,0.15,1
PT HUMPUSS MARITIM INTERNASIONAL,1.0,1.0,2369.28,0.16,0.27,1
PT HUMPUSS TRANSPORTASI CURAH,1.0,0.0,0.0,0.16,0.17,1
PT HUMPUSS TRANSPORTASI KIMIA,3.0,0.0,110783.9,0.21,0.28,1
PT HUSIN INVESTAMA,0.0,2.0,0.0,0.17,0.15,1
PT HUTAMA KARYA (PERSERO),13.0,0.0,281120.45,0.22,0.33,2
PT HUTAMA KARYA INFRASTRUKTUR,6.0,0.0,30425.58,0.2,0.2,1
PT HUTAMA MARGA WASKITA,1.0,0.0,0.0,0.19,0.15,1
PT HUTAN KETAPANG INDUSTRI,1.0,0.0,0.0,0.15,0.16,1
PT HUTAN RINDANG BANUA,2.0,0.0,0.0,0.18,0.16,1
PT HUTCHISON 3 INDONESIA,6.0,0.0,829.1,0.17,0.35,1
PT HYDRA SULAWESI,1.0,0.0,0.0,0.14,0.17,1
PT HYDRAXLE PERKASA,1.0,0.0,0.0,0.39,0.16,0
PT HYPER DIGITAL ENGINEERING NUSANTARA,1.0,0.0,0.0,0.17,0.16,1
PT HYUNDAI INFRACORE ASIA,2.0,0.0,0.0,0.16,0.29,1
PT IBERCHEM INDONESIA FRAGRANCES,1.0,0.0,0.0,0.16,0.16,1
PT IBM INDONESIA,2.0,0.0,9890.0,0.16,0.29,1
PT IBP HYDRO POWER,1.0,0.0,0.0,0.17,0.16,1
PT ICHIKO AGRO LESTARI,1.0,0.0,0.0,0.15,0.16,1
PT ICI INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT ICI PAINTS INDONESIA,2.0,0.0,26201.2,0.17,0.19,1
PT IDE UNTUK INDONESIA,2.0,0.0,527.98,0.15,0.29,1
PT IDEA ASIA INVESTAMA,1.0,1.0,0.0,0.6,0.25,0
PT IDEA HOSPITALITY MANAGEMENT,1.0,0.0,0.0,0.6,0.25,0
PT IDEA INDONESIA AKADEMI TBK,1.0,3.0,3.0,1.0,0.37,0
PT IDEXPRESS LOGISTIK INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT IDMARCO PERKASA INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT IDS MEDICAL SYSTEMS INDONESIA,2.0,0.0,26510.71,0.18,0.19,1
PT IDT TRANS AGENCY,1.0,0.0,0.0,0.16,0.17,1
PT IEG OILFIELD INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT IFISHDECO TBK,4.0,15.0,180012.7,0.16,0.66,2
PT IFORTE ENERGI NUSANTARA,1.0,0.0,0.0,0.18,0.15,1
PT IFORTE GLOBAL INTERNET,1.0,0.0,0.0,0.18,0.15,1
PT IFORTE PAYMENT INFRASTRUCTURE,1.0,0.0,0.0,0.18,0.15,1
PT IFORTE SOLUSI INFOTEK,4.0,1.0,51004.02,0.19,0.19,1
PT IGELCORP ASIA KAPITAL,0.0,1.0,0.0,0.57,0.15,0
PT IGELCORP NUSANTARA KAPITAL,0.0,1.0,0.0,0.57,0.15,0
PT IHI POWER SERVICE INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT IKAGRIYA DARMAPERSADA,2.0,0.0,23682.93,0.16,0.17,1
PT IKATAMA,1.0,0.0,0.0,0.54,0.19,0
PT ILECTRA MOTOR GROUP,1.0,0.0,0.0,0.17,0.15,1
PT ILUVA GRAVURE INDUSTRY,1.0,0.0,0.0,0.14,0.16,1
PT IMAGO GLOBAL RETAIL,1.0,0.0,0.0,0.67,0.21,0
PT IMAGO MULIA PERSADA TBK,0.0,2.0,1.0,1.0,0.15,0
PT IMC PELITA LOGISTIK TBK,5.0,19.0,212213.24,0.19,0.68,2
PT IMCD INDONESIA,1.0,0.0,0.0,0.16,0.17,1
PT IMECON ANUGERAH PERKASA,1.0,0.0,0.0,0.16,0.15,1
PT IMG BINA TRADA,1.0,0.0,0.0,0.19,0.15,1
PT IMG CASH MANAGEMENT,1.0,0.0,0.0,0.19,0.15,1
PT IMG SEJAHTERA LANGGENG,1.0,0.0,0.0,0.19,0.15,1
PT IMPACK PRATAMA INDUSTRI TBK,2.0,56.0,770194.46,0.2,0.42,2
PT INALUM,1.0,0.0,0.0,0.18,0.16,1
PT INASENTRA UNISATYA,2.0,0.0,9890.0,0.1,0.33,1
PT INBARAT SUPRA NIAGA,0.0,1.0,0.0,0.15,0.15,1
PT INBISCO NIAGATAMA SEMESTA,4.0,0.0,46651.52,0.19,0.19,1
PT INCHCAPE INDOMOBIL DISTRIBUTION INDONESIA,1.0,0.0,0.0,0.19,0.15,1
PT INDADI JUVER,0.0,1.0,0.0,0.09,0.15,1
PT INDAH AGUNG MANDIRI,0.0,7.0,90890.65,0.2,0.15,1
PT INDAH ALAM LESTARI ENERGI,1.0,0.0,0.0,0.16,0.16,1
PT INDAH CUP SUKSES MAKMUR,1.0,0.0,0.0,0.16,0.16,1
PT INDAH JAYA INVESTAMA,0.0,1.0,0.0,0.17,0.15,1
PT INDAH JAYA TEXTILE INDUSTRY,1.0,0.0,0.0,0.17,0.34,1
PT INDAH KARYA (PERSERO),1.0,0.0,0.0,0.2,0.15,1
PT INDAH KEMILAU ABADI,1.0,0.0,0.0,0.14,0.15,1
PT INDAH KIAT KARAWANG,1.0,0.0,0.0,0.2,0.15,1
PT INDAH KIAT PULP & PAPER (IKPP),1.0,0.0,0.0,0.18,0.15,1
PT INDAH KREASI SENTOSA,1.0,0.0,0.0,0.56,0.21,0
PT INDAH NUSA INDONESIA,1.0,0.0,0.0,0.11,0.16,1
PT INDAH PERKASA ABADI,1.0,0.0,0.0,0.18,0.15,1
PT INDAH PERMAI SAWITA,1.0,0.0,0.0,0.16,0.16,1
PT INDAH PRAKASA SENTOSA TBK,2.0,7.0,79092.0,0.18,0.4,1
PT INDAH SEHAT CEMERLANG,0.0,1.0,0.0,0.17,0.15,1
PT INDAL INVESTINDO,1.0,0.0,0.0,0.17,0.19,1
PT INDAL REIWA AUTO,1.0,0.0,0.0,0.17,0.19,1
PT INDAL SERVIS SENTRA,1.0,0.0,0.0,0.17,0.19,1
PT INDAL STEEL PIPE,1.0,0.0,0.0,0.17,0.25,1
PT INDALEX,1.0,0.0,0.0,0.17,0.19,1
PT INDESSO AROMA,1.0,0.0,0.0,0.17,0.16,1
PT INDEXIM COALINDO,5.0,0.0,19934.03,0.18,0.35,1
PT INDI KRAN HYDRAULIKS,1.0,0.0,0.0,0.17,0.17,1
PT INDIKA ADIDAYA MANDIRI,1.0,0.0,0.0,0.11,0.22,1
PT INDIKA BIONEER DIAGNOSTIKA,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA BIONEER GROUP,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA DIGITAL TEKNOLOGI,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA EMPAT MITRA SURYA,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA ENERGI TRADING,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA ENERGY INFRASTRUCTURE,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA INDONESIA RESOURCES,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA INFRASTRUKTUR INVESTINDO,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA INTI CORPINDO,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA INTI INVESTINDO,0.0,1.0,0.0,0.17,0.15,1
PT INDIKA LOGISTIC & SUPPORT SERVICES,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA MEDIKA NUSANTARA,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA MINERAL INVESTINDO,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA MULTI ENERGI INTERNASIONAL,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA MULTI NIAGA,3.0,0.0,0.0,0.18,0.23,1
PT INDIKA MULTI PROPERTI,1.0,0.0,0.0,0.17,0.15,1
PT INDIKA TENAGA BARU,1.0,1.0,0.0,0.17,0.15,1
PT INDO AGRO INTERNATIONAL,1.0,0.0,0.0,0.16,0.16,1
PT INDO ALAM RAYA,1.0,0.0,0.0,0.17,0.16,1
PT INDO AUTO CARE,1.0,0.0,0.0,0.19,0.15,1
PT INDO BARA PRATAMA,2.0,0.0,128386.7,0.21,0.16,1
PT INDO EXIM INTERNATIONA,1.0,0.0,0.0,0.15,0.17,1
PT INDO FORMOSA TRADING,1.0,0.0,0.0,0.15,0.17,1
PT INDO FUDONG KONSTRUKSI,1.0,0.0,0.0,0.18,0.16,1
PT INDO GLOBAL CENTRALINDO,1.0,0.0,0.0,0.17,0.16,1
PT INDO GLOBAL TRAKTOR,1.0,0.0,0.0,0.19,0.15,1
PT INDO INDAH,1.0,0.0,0.0,0.18,0.16,1
PT INDO JAVA RUBBER PLANTING CO,1.0,0.0,0.0,0.16,0.16,1
PT INDO KELAPA PERKASA,1.0,0.0,0.0,0.12,0.16,1
PT INDO KIDA PLATING,2.0,0.0,0.0,0.16,0.17,1
PT INDO KOMODITI KORPORA TBK,1.0,10.0,79093.5,0.12,0.28,1
PT INDO KREASI PRATAMA,0.0,1.0,0.0,0.09,0.15,1
PT INDO LOG ADVISORY,1.0,0.0,0.0,0.17,0.16,1
PT INDO LOG ONE,1.0,0.0,0.0,0.17,0.16,1
PT INDO MITRA PRATAMA,1.0,0.0,0.0,0.16,0.15,1
PT INDO OIL PERKASA TBK,1.0,27.0,276540.0,0.13,0.28,2
PT INDO PRATAMA TELEGLOBAL,2.0,0.0,0.0,0.17,0.23,1
PT INDO PROSPERITY INTERNATIONAL,1.0,0.0,0.0,0.15,0.17,1
PT INDO RETREADING AND TIRE SERVICES,1.0,0.0,0.0,0.19,0.15,1
PT INDO SEMESTA LUHUR,1.0,0.0,0.0,0.51,0.16,0
PT INDO SUKSES SENTRA USAHA,2.0,0.0,671.86,0.16,0.17,1
PT INDO TRADA SUGIRON,1.0,0.0,0.0,0.19,0.15,1
PT INDO TRAKTOR UTAMA,1.0,0.0,0.0,0.19,0.15,1
PT INDO-RAMA SYNTHETICS TBK,3.0,6.0,79092.0,0.16,0.41,1
PT INDOAGRI INTI PLANTATION,1.0,0.0,0.0,0.17,0.16,1
PT INDOBAHTERA ERA SEJAHTERA,1.0,0.0,0.0,0.18,0.16,1
PT INDOBAJA PRIMA MURNI,1.0,0.0,0.0,0.14,0.16,1
PT INDOBUANA AUTORAYA,1.0,0.0,0.0,0.19,0.15,1
PT INDOCARGOMAS PERSADA,1.0,0.0,0.0,0.17,0.16,1
PT INDOCHEMICAL CITRA KIMIA,1.0,0.0,0.0,0.14,0.16,1
PT INDOFARMA GLOBAL MEDIKA,2.0,0.0,0.0,0.17,0.4,1
PT INDOFASHION CIPTAKREASI BUSANA,3.0,0.0,0.11,0.44,0.23,0
PT INDOFICA,0.0,1.0,0.0,0.14,0.15,1
PT INDOFOOD COMSA SUKSES MAKMUR,1.0,0.0,0.0,0.18,0.16,1
PT INDOFOOD FORTUNA MAKMUR,4.0,0.0,10951.5,0.2,0.25,1
PT INDOFOOD PROSPERICH SUKSES MAKMUR,1.0,0.0,0.0,0.18,0.16,1
PT INDOFOOD TSUKISHIMA SUKSES MAKMUR,1.0,0.0,0.0,0.17,0.19,1
PT INDOGOLD MAKMUR SEJAHTERA,1.0,0.0,0.0,0.17,0.16,1
PT INDOGOURMET SARANA CEMERLANG,1.0,0.0,0.0,0.14,0.19,1
PT INDOGRAHA NUSASARANA,1.0,0.0,0.0,0.15,0.16,1
PT INDOGRAVURE,2.0,0.0,2473.32,0.17,0.19,1
PT INDOGUNA UTAMA,2.0,0.0,5465.52,0.18,0.19,1
PT INDOINSURANCE BROKER UTAMA,1.0,0.0,0.0,0.15,0.16,1
PT INDOINTERNET TBK,2.0,13.0,116354.85,0.17,0.43,1
PT INDOJAPAN STEEL CENTRE,1.0,0.0,0.0,0.18,0.16,1
PT INDOJAYA AGRINUSA,1.0,0.0,0.0,0.16,0.16,1
PT INDOJAYA TATALESTARI,1.0,0.0,0.0,0.19,0.15,1
PT INDOJOY FORTUNA,1.0,0.0,0.0,0.12,0.16,1
PT INDOKARLO PERKASA,1.0,1.0,11265.46,0.17,0.15,1
PT INDOKARYA INTERNUSA,2.0,0.0,1119.65,0.14,0.18,1
PT INDOLAB DIAGNOSTIK UTAMA,1.0,0.0,0.0,0.17,0.17,1
PT INDOLAKTO,5.0,0.0,162221.11,0.21,0.24,1
PT INDOLIFE INVESTAMA PERKASA,0.0,1.0,0.0,0.14,0.15,1
PT INDOLIFE PENSIONTAMA,0.0,2.0,5193.9,0.17,0.15,1
PT INDOMARCO ADI PRIMA,8.0,0.0,367501.31,0.21,0.25,2
PT INDOMARCO PRISMATAMA,9.0,0.0,593087.27,0.21,0.37,2
PT INDOMARCO PRISMATAMA (IPT),2.0,0.0,0.0,0.19,0.17,1
PT INDOMATSUMOTO PRESS & DIES INDUSTRIES,1.0,0.0,0.0,0.19,0.15,1
PT INDOMEDIA OUTDOOR,1.0,0.0,0.0,0.18,0.18,1
PT INDOMINCO MANDIRI,1.0,0.0,0.0,0.17,0.16,1
PT INDOMINING,1.0,0.0,0.0,0.17,0.17,1
PT INDOMITRA PRIMA SEJATI,0.0,1.0,0.0,0.14,0.15,1
PT INDOMIX PERKASA,1.0,0.0,0.0,0.18,0.16,1
PT INDOMOBIL BINTAN CORPORA,2.0,0.0,0.0,0.2,0.15,1
PT INDOMOBIL BUSSAN PENSKE,2.0,0.0,0.0,0.2,0.15,1
PT INDOMOBIL BUSSAN TRUCKING,3.0,0.0,54548.27,0.2,0.16,1
PT INDOMOBIL CAHAYA PRIMA,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL EDUKASI UTAMA,2.0,0.0,0.0,0.2,0.15,1
PT INDOMOBIL EKSPRES TRUK,2.0,0.0,0.0,0.2,0.15,1
PT INDOMOBIL EMOTOR INTERNASIONAL,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL ENERGI BARU,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL ENERGI LESTARI,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL FINANCE INDONESIA,2.0,0.0,0.0,0.2,0.15,1
PT INDOMOBIL GLOBAL TRANSPORTASI,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL JASA LINTAS RAYA,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL MANUFACTURING INDONESIA,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL MULTI JASA TBK,2.0,69.0,1628610.35,0.23,0.16,2
PT INDOMOBIL MULTI TRADA,2.0,0.0,0.0,0.2,0.15,1
PT INDOMOBIL MULTI TRADA NASIONAL,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL NATIONAL DISTRIBUTOR,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL PRIMA ENERGI,4.0,0.0,164969.23,0.2,0.2,1
PT INDOMOBIL PRIMA NIAGA,7.0,0.0,356620.43,0.22,0.22,1
PT INDOMOBIL PRIMA NIAGA MEDAN,1.0,0.0,0.0,0.17,0.16,1
PT INDOMOBIL SOMPO JAPAN,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL SUKSES ENERGI,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL SUMBER BARU,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL TRADA NASIONAL,3.0,0.0,6771.89,0.2,0.22,1
PT INDOMOBIL VKTR TRANSPORTASI,1.0,0.0,0.0,0.19,0.15,1
PT INDOMOBIL WAHANA TRADA,1.0,0.0,0.0,0.19,0.15,1
PT INDOMULTI JAYA STEEL,1.0,0.0,0.0,0.15,0.2,1
PT INDOMURAYAMA PRESS & DIES INDUSTRIES,1.0,0.0,0.0,0.19,0.15,1
PT INDONESIA AIRASIA,1.0,0.0,0.0,0.56,0.26,0
PT INDONESIA ASAHAN ALUMINIUM,3.0,0.0,45203.38,0.2,0.18,1
PT INDONESIA CHEMICAL ALUMINA,3.0,0.0,0.0,0.2,0.17,1
PT INDONESIA COAL RESOURCES,1.0,0.0,0.0,0.18,0.16,1
PT INDONESIA COMNETS PLUS,2.0,0.0,2835.35,0.19,0.17,1
PT INDONESIA ENTERTAINMEN GRUP,1.0,0.0,0.0,0.14,0.16,1
PT INDONESIA ENTERTAINMEN PRODUKSI,1.0,0.0,0.0,0.16,0.15,1
PT INDONESIA FIBREBOARD INDUSTRY TBK,2.0,8.0,147.5,0.45,0.38,0
PT INDONESIA GEMILANG MAHASENTOSA,1.0,0.0,0.0,0.13,0.18,1
PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL INDUSTRY,2.0,0.0,11209.76,0.18,0.18,1
PT INDONESIA KENDARAAN TERMINAL TBK,2.0,0.0,793.22,0.16,0.35,1
PT INDONESIA LOGAM PRATAMA,1.0,0.0,0.0,0.17,0.16,1
PT INDONESIA MEDIA TELEVISI,1.0,0.0,0.0,0.15,0.19,1
PT INDONESIA MULTI COLOUR PRINTING,1.0,0.0,0.0,0.17,0.18,1
PT INDONESIA NANYA INDAH PLASTICS,1.0,0.0,0.0,0.14,0.16,1
PT INDONESIA ORISINIL TEKNOLOGI,1.0,0.0,0.0,0.16,0.15,1
PT INDONESIA PELLETING,1.0,0.0,0.0,0.16,0.16,1
PT INDONESIA PONDASI RAYA TBK,3.0,39.0,841909.68,0.22,0.18,2
PT INDONESIA PRATAMA,3.0,0.0,80591.29,0.18,0.18,1
PT INDONESIA PRIMA SPRING,1.0,0.0,0.0,0.14,0.16,1
PT INDONESIA RUIPU NICKEL AND CHROME ALLOY,2.0,0.0,14106.1,0.18,0.18,1
PT INDONESIA TSINGSHAN STAINLESS STEEL,4.0,0.0,104822.43,0.2,0.2,1
PT INDONESIA VODA STEEL,1.0,0.0,0.0,0.53,0.18,0
PT INDONESIAN ACID INDUSTRY,1.0,0.0,0.0,0.16,0.17,1
PT INDONESIAN PARADISE ISLAND,1.0,0.0,0.0,0.13,0.18,1
PT INDONESIAN TOOLING TECHNOLOGY,1.0,0.0,0.0,0.16,0.16,1
PT INDONUSA TELEMEDIA,1.0,0.0,0.0,0.19,0.17,1
PT INDOPALMA AGRO PERSADA,1.0,0.0,0.0,0.16,0.16,1
PT INDOPAY MERCHANT SERVICES,1.0,0.0,0.0,0.15,0.16,1
PT INDOPLAS MAKMUR LESTARI,1.0,0.0,0.0,0.16,0.17,1
PT INDOPOWER ENERGI ABADI,1.0,0.0,0.0,0.18,0.19,1
PT INDOPRIMA GEMILANG,2.0,1.0,35640.61,0.17,0.18,1
PT INDOPRIMA GEMILANG ENGINEERING,1.0,0.0,0.0,0.14,0.16,1
PT INDOPRIMA INVESTAMA,1.0,0.0,0.0,0.14,0.16,1
PT INDOPRIMA MARINE,0.0,1.0,0.0,0.16,0.15,1
PT INDORAMA POLYCHEM INDONESIA,1.0,0.0,0.0,0.17,0.2,1
PT INDORAMA TRADE AND DEVELOPMENT SERVICES,1.0,0.0,0.0,0.14,0.21,1
PT INDORITEL MAKMUR INTERNASIONAL TBK,3.0,21.0,954018.18,0.23,0.41,2
PT INDORITEL PERSADA NUSANTARA,1.0,0.0,0.0,0.19,0.17,1
PT INDOSALUYU PRIMAJAYA,1.0,0.0,0.0,0.16,0.16,1
PT INDOSAN BERKAT BERSAMA,1.0,0.0,0.0,0.15,0.16,1
PT INDOSARI NIAGA NUSANTARA,1.0,0.0,0.0,0.17,0.19,1
PT INDOSAT TBK,23.0,10.0,1306735.71,0.23,0.75,2
PT INDOSEIKI METALUTAMA,1.0,0.0,0.0,0.16,0.16,1
PT INDOSENA PERKASA REFINERIES,1.0,0.0,0.0,0.12,0.16,1
PT INDOSENTOSA TRADA,1.0,0.0,0.0,0.19,0.15,1
PT INDOSERENA DWIMAKMUR,1.0,0.0,0.0,0.16,0.16,1
PT INDOSIAR VISUAL MANDIRI,3.0,0.0,46777.4,0.17,0.16,1
PT INDOSURYA MENARA BERSAMA,1.0,0.0,0.0,0.15,0.16,1
PT INDOSURYO WAHYUPAHALA,1.0,0.0,0.0,0.15,0.17,1
PT INDOTAMA MAJU SEJAHTERA,1.0,0.0,0.0,0.19,0.15,1
PT INDOTAN LOMBOK BANGKIT BARAT,1.0,0.0,0.0,0.17,0.16,1
PT INDOTEK DRILING SOLUSI,0.0,1.0,0.0,0.14,0.15,1
PT INDOTRANS SEJAHTERA,2.0,0.0,35254.42,0.16,0.17,1
PT INDOTRUCK UTAMA,4.0,0.0,82396.42,0.2,0.16,1
PT INDOVEST CENTRAL,0.0,1.0,0.0,0.46,0.15,0
PT INDOVISI SUKSES MANDIRI,1.0,0.0,0.0,0.19,0.15,1
PT INDOYONGTEX JAYA,1.0,0.0,0.0,0.6,0.27,0
PT INDRA ANGKOLA ENERGY,2.0,0.0,29484.26,0.18,0.19,1
