Nama,Jabatan,Afiliasi,KodeEmiten,NamaEmiten
MOHAMMAD ARIF ISWAHYUDI,DIRECTOR,False,PPRE,PT PP PRESISI TBK
YOVI HENDRA,DIRECTOR,False,PPRE,PT PP PRESISI TBK
DYAH RAHADYANNIE,PRESIDENT DIRECTOR,False,PPRO,PT PP PROPERTI TBK
JATMIKO MURDIONO,DIRECTOR,False,PPRO,PT PP PROPERTI TBK
NURJAMAN SASTRAWIJAYA,DIRECTOR,False,PPRO,PT PP PROPERTI TBK
DEWI MULIATY,PRESIDENT DIRECTOR,False,PRDA,PT PRODIA WIDYAHUSADA TBK
LIANA KUSWANDI,DIRECTOR,False,PRDA,PT PRODIA WIDYAHUSADA TBK
INDRIYANTI RAFI SUKMAWATI,DIRECTOR,False,PRDA,PT PRODIA WIDYAHUSADA TBK
ANDRI HIDAYAT,DIRECTOR,False,PRDA,PT PRODIA WIDYAHUSADA TBK
IDA ZURAIDA,DIRECTOR,False,PRDA,PT PRODIA WIDYAHUSADA TBK
EDI PERMADI,PRESIDENT DIRECTOR,False,PSAB,J RESOURCES ASIA PASIFIK TBK
SANJAYA J,DIRECTOR,False,PSAB,J RESOURCES ASIA PASIFIK TBK
ADI MARYONO,DIRECTOR,False,PSAB,J RESOURCES ASIA PASIFIK TBK
JEFFRY SANUSI SOEDARGO,PRESIDENT DIRECTOR,False,PSDN,PRASIDHA ANEKA NIAGA TBK
DIDIK TANDIONO,VICE PRESIDEN DIRECTOR,False,PSDN,PRASIDHA ANEKA NIAGA TBK
MOENARDJI SOEDARGO,DIRECTOR,False,PSDN,PRASIDHA ANEKA NIAGA TBK
BUDIONO TANBUN,PRESIDENT DIRECTOR,False,PSGO,PT PALMA SERASIH TBK
ELISABETH PRISKA CHAIRIL,VICE PRESIDENT,False,PSGO,PT PALMA SERASIH TBK
JOHANES GOSAL,DIRECTOR,False,PSGO,PT PALMA SERASIH TBK
ANGELICA OCTAVIA CHAIRIL,DIRECTOR,False,PSGO,PT PALMA SERASIH TBK
ASTRIDA NIOVITA BACHTIAR,DIRECTOR,False,PSGO,PT PALMA SERASIH TBK
CHANDRA WILSON HARISUN,DIRECTOR,False,PSGO,PT PALMA SERASIH TBK
SUWITO,PRESIDENT DIRECTOR,False,PSKT,PT RED PLANET INDONESIA TBK
ASTINI BERNAWATI OUDANG,DIRECTOR,False,PSKT,PT RED PLANET INDONESIA TBK
YOLANDA WATULO,PRESIDENT DIRECTOR,False,PSSI,PT IMC PELITA LOGISTIK TBK
TITTO DEVIANTO,DIRECTOR,False,PSSI,PT IMC PELITA LOGISTIK TBK
COELHO LORENZON BRUNO,DIRECTOR,False,PSSI,PT IMC PELITA LOGISTIK TBK
ACHMAD BASARI,DIRECTOR,False,PSSI,PT IMC PELITA LOGISTIK TBK
BASUKI SETIOGROHO,DIRECTOR,False,PSSI,PT IMC PELITA LOGISTIK TBK
ARSAL ISMAIL,PRESIDENT DIRECTOR,False,PTBA,BUKIT ASAM TBK
ILHAM YACOB,DIRECTOR,False,PTBA,BUKIT ASAM TBK
VERISCA HUTANTO,DIRECTOR,False,PTBA,BUKIT ASAM TBK
UNA LINDASARI,DIRECTOR,False,PTBA,BUKIT ASAM TBK
TURINO YULIANTO,DIRECTOR,False,PTBA,BUKIT ASAM TBK
IHSANUDDIN USMAN,DIRECTOR,False,PTBA,BUKIT ASAM TBK
HERU PUTRANTO,PRESIDENT DIRECTOR,False,PTDU,PT DJASA UBERSAKTI TBK
RAMA ADIWENA,DIRECTOR,False,PTDU,PT DJASA UBERSAKTI TBK
RADMAN EDIWENA,DIRECTOR,False,PTDU,PT DJASA UBERSAKTI TBK
HIZKIA WEHANTOUW,DIRECTOR,False,PTDU,PT DJASA UBERSAKTI TBK
TAN KIM LENG,PRESIDENT DIRECTOR,False,PTIS,INDO STRAITS TBK
MOHAMMAD LENDI BASARAH,DIRECTOR,False,PTIS,INDO STRAITS TBK
NOVEL ARSYAD,PRESIDENT DIRECTOR,False,PTPP,PP (PERSERO) TBK
AGUS PURBIANTO,DIRECTOR,False,PTPP,PP (PERSERO) TBK
YUYUS JUARSA,DIRECTOR,False,PTPP,PP (PERSERO) TBK
YUL ARI PRAMURAHARJO,DIRECTOR,False,PTPP,PP (PERSERO) TBK
I GEDE UPEKSA NEGARA,DIRECTOR,False,PTPP,PP (PERSERO) TBK
TOMMY WIRANATA ANWAR,DIRECTOR,False,PTPP,PP (PERSERO) TBK
ANDREAS WIDHATAMA KURNIAWAN,PRESIDENT DIRECTOR,False,PTPW,PT PRATAMA WIDYA TBK
CYRILUS WINATAMA KURNIAWAN,DIRECTOR,False,PTPW,PT PRATAMA WIDYA TBK
MICHAEL,PRESIDENT DIRECTOR,False,PTRO,PETROSEA TBK
KARTIKA HENDRAWAN,DIRECTOR,False,PTRO,PETROSEA TBK
RUDDY SANTOSO,DIRECTOR,False,PTRO,PETROSEA TBK
MEINAR KUSUMASTUTI,DIRECTOR,False,PTRO,PETROSEA TBK
IMAN DARUS HIKHMAN,DIRECTOR,False,PTRO,PETROSEA TBK
ABIDIN FAN,PRESIDENT DIRECTOR,False,PTSN,SAT NUSAPERSADA TBK
BIDIN YUSUF,DIRECTOR,False,PTSN,SAT NUSAPERSADA TBK
KUSTINA,DIRECTOR,False,PTSN,SAT NUSAPERSADA TBK
BOSTOMI SUHARMAN,PRESIDENT DIRECTOR,False,PTSP,PIONEERINDO GOURMET INTERNATIONAL TBK
EDI TRIYENTO,VICE PRESIDENT,False,PTSP,PIONEERINDO GOURMET INTERNATIONAL TBK
TEH KIAN KUN,DIRECTOR,False,PTSP,PIONEERINDO GOURMET INTERNATIONAL TBK
DAMIAN PUDJIADI,PRESIDENT DIRECTOR,False,PUDP,PUDJIADI PRESTIGE TBK
TOTO SASETYO DBL,DIRECTOR,False,PUDP,PUDJIADI PRESTIGE TBK
ARIEL WIBISONO,PRESIDENT DIRECTOR,False,PURA,PT PUTRA RAJAWALI KENCANA TBK
YONATHAN HIMAWAN HENDARTO,DIRECTOR,False,PURA,PT PUTRA RAJAWALI KENCANA TBK
EKO SAPUTRO WIJAYA,PRESIDENT DIRECTOR,False,PURI,PT PURI GLOBAL SUKSES TBK
HELLI SAPUTRA,DIRECTOR,False,PURI,PT PURI GLOBAL SUKSES TBK
A STEFANUS RIDWAN SUHENDRA,PRESIDENT DIRECTOR,False,PWON,PAKUWON JATI TBK
SUTANDI PURNOMOSIDI,DIRECTOR,False,PWON,PAKUWON JATI TBK
WONG BOON SIEW IVY,DIRECTOR,False,PWON,PAKUWON JATI TBK
LAUW SYANE WAHYUNI LOEKITO,DIRECTOR,False,PWON,PAKUWON JATI TBK
MINARTO,DIRECTOR,False,PWON,PAKUWON JATI TBK
LUSIANA,DIRECTOR,False,PWON,PAKUWON JATI TBK
ANTES EKO PRASETIO,DIRECTOR,False,PYFA,PT PYRIDAM FARMA TBK
LEE YAN GWAN,PRESIDENT DIRECTOR,False,PYFA,PT PYRIDAM FARMA TBK
YENFRINO GUNADI,DIRECTOR,False,PYFA,PT PYRIDAM FARMA TBK
BEDJO STEFANUS,DIRECTOR,False,PYFA,PT PYRIDAM FARMA TBK
SINTA LESTARI NINGSIH,DIRECTOR,False,PYFA,PT PYRIDAM FARMA TBK
JEO SASANTO,DIRECTOR,False,PZZA,PT SARIMELATI KENCANA TBK
BUDI SETIAWAN,DIRECTOR,False,PZZA,PT SARIMELATI KENCANA TBK
HADIAN ISWARA,PRESIDENT DIRECTOR,False,PZZA,PT SARIMELATI KENCANA TBK
BOY ARDHITYA LUKITO,DIRECTOR,False,PZZA,PT SARIMELATI KENCANA TBK
DJAUHAR MAULIDI,PRESIDENT DIRECTOR,False,RAJA,RUKUN RAHARJA TBK
OGI RULINO,DIRECTOR,False,RAJA,RUKUN RAHARJA TBK
AGUS MAKMUR,PRESIDENT DIRECTOR,False,RALS,RAMAYANA LESTARI SENTOSA TBK
GANTANG NITIPRANATIO,DIRECTOR,False,RALS,RAMAYANA LESTARI SENTOSA TBK
MUHAMAD YANI,DIRECTOR,False,RALS,RAMAYANA LESTARI SENTOSA TBK
HALOMOAN HUTABARAT,DIRECTOR,False,RALS,RAMAYANA LESTARI SENTOSA TBK
ANDREAS LESMANA,DIRECTOR,False,RALS,RAMAYANA LESTARI SENTOSA TBK
JOHARTONO SUSILO,PRESIDENT DIRECTOR,False,RANC,SUPRA BOGA LESTARI TBK
SUHARNO KUSUMODJOJO,DIRECTOR,False,RANC,SUPRA BOGA LESTARI TBK
HADY PURNAMA,DIRECTOR,False,RANC,SUPRA BOGA LESTARI TBK
ELSA DIAN TRIFANI,DIRECTOR,False,RANC,SUPRA BOGA LESTARI TBK
DEDDY INDRASETIAWAN,PRESIDENT DIRECTOR,False,RBMS,RISTIA BINTANG MAHKOTASEJATI TBK
NUR ANISA NUSUQI,DIRECTOR,False,RBMS,RISTIA BINTANG MAHKOTASEJATI TBK
WIRIADY WIDJAJA,PRESIDENT DIRECTOR,False,RDTX,RODA VIVATEX TBK
KARTA WIDJAJA,DIRECTOR,False,RDTX,RODA VIVATEX TBK
AULIA FIRDAUS,PRESIDENT DIRECTOR,False,REAL,PT REPOWER ASIA INDONESIA TBK
SJAFARDAMSAH,DIRECTOR,False,REAL,PT REPOWER ASIA INDONESIA TBK
YAHYA ATTAMIMI,DIRECTOR,False,REAL,PT REPOWER ASIA INDONESIA TBK
AKHABANI,PRESIDENT DIRECTOR,False,RELI,RELIANCE SEKURITAS INDONESIA TBK
ANDREW NOVI GUNAWAN,DIRECTOR,False,RELI,RELIANCE SEKURITAS INDONESIA TBK
REZA PRIYAMBADA,DIRECTOR,False,RELI,RELIANCE SEKURITAS INDONESIA TBK
PAULUS GUNAWAN,PRESIDENT DIRECTOR,False,RICY,RICKY PUTRA GLOBALINDO TBK
TIRTA HERU CITRA,DIRECTOR,False,RICY,RICKY PUTRA GLOBALINDO TBK
CHARLIE NAWAWI,DIRECTOR,False,RICY,RICKY PUTRA GLOBALINDO TBK
IWAN,DIRECTOR,False,RICY,RICKY PUTRA GLOBALINDO TBK
BELINDA NATALIA,PRESIDENT DIRECTOR,False,RISE,PT JAYA SUKSES MAKMUR SENTOSA TBK
GO HERLIANI PRAYOGO,DIRECTOR,False,RISE,PT JAYA SUKSES MAKMUR SENTOSA TBK
GO IE TIONG,DIRECTOR,False,RISE,PT JAYA SUKSES MAKMUR SENTOSA TBK
VINCENT SAPUTRA,PRESIDENT DIRECTOR,False,RMKE,PT RMK ENERGY TBK
WILLIAM SAPUTRA,DIRECTOR,False,RMKE,PT RMK ENERGY TBK
SUGIYANTO,DIRECTOR,False,RMKE,PT RMK ENERGY TBK
JENNIFER ANGELINE DJAMIN,DIRECTOR,False,RMKE,PT RMK ENERGY TBK
INDRA,DIRECTOR,False,RMKE,PT RMK ENERGY TBK
PO WIWIEK PURNOMO,PRESIDENT DIRECTOR,False,ROCK,PT ROCKFIELDS PROPERTI INDONESIA TBK
DEWI SUSANTI,DIRECTOR,False,ROCK,PT ROCKFIELDS PROPERTI INDONESIA TBK
SICILIA ALEXANDER SETIAWAN,DIRECTOR,False,RODA,PIKKO LAND DEVELOPMENT TBK
JOEWONO WITJITRO WONGSODIHARDJO,DIRECTOR,False,RODA,PIKKO LAND DEVELOPMENT TBK
EKO WIRATMOKO,PRESIDENT DIRECTOR,False,RODA,PIKKO LAND DEVELOPMENT TBK
CHEN GUANG,PRESIDENT DIRECTOR,False,RONY,PT ARACORD NUSANTARA GROUP TBK
YU CUNFEI,DIRECTOR,False,RONY,PT ARACORD NUSANTARA GROUP TBK
WENDY SUI CHENG YAP,PRESIDENT DIRECTOR,False,ROTI,PT NIPPON INDOSARI CORPINDO TBK
ARLINA SOFIA,DIRECTOR,False,ROTI,PT NIPPON INDOSARI CORPINDO TBK
INDRAYANA,DIRECTOR,False,ROTI,PT NIPPON INDOSARI CORPINDO TBK
ARIEF ALFANTO,DIRECTOR,False,ROTI,PT NIPPON INDOSARI CORPINDO TBK
JUNIWATI GUNAWAN,PRESIDENT DIRECTOR,False,RSGK,PT KEDOYA ADYARAYA TBK
HENDRA MUNANTO,DIRECTOR,False,RSGK,PT KEDOYA ADYARAYA TBK
ARMEN ANTONIUS DJAN,DIRECTOR,False,RSGK,PT KEDOYA ADYARAYA TBK
NAILUFAR MARS,DIRECTOR,False,RSGK,PT KEDOYA ADYARAYA TBK
ABY ABDULLAH GANIS,PRESIDENT DIRECTOR,False,RUIS,RADIANT UTAMA INTERINSCO TBK
ZAKI MAULANA,DIRECTOR,False,RUIS,RADIANT UTAMA INTERINSCO TBK
SOEHARTO NURCAHYONO,DIRECTOR,False,RUIS,RADIANT UTAMA INTERINSCO TBK
SONY RACHMADI PURNOMO,PRESIDENT DIRECTOR,False,RUNS,PT GLOBAL SUKSES SOLUSI TBK
SUHARTONO,DIRECTOR,False,RUNS,PT GLOBAL SUKSES SOLUSI TBK
JOHN PIETER SEMBIRING,PRESIDENT DIRECTOR,False,SAFE,STEADY SAFE TBK
AHMAD FAHMI,DIRECTOR,False,SAFE,STEADY SAFE TBK
JUSUP HALIMI,PRESIDENT DIRECTOR,False,SAME,SARANA MEDITAMA METROPOLITAN TBK
JUNIWATI GUNAWAN,VICE PRESIDEN DIRECTOR,False,SAME,SARANA MEDITAMA METROPOLITAN TBK
META DEWI THEDJA,DIRECTOR,False,SAME,SARANA MEDITAMA METROPOLITAN TBK
NAILUFAR MARS,DIRECTOR,False,SAME,SARANA MEDITAMA METROPOLITAN TBK
KUSMIATI,DIRECTOR,False,SAME,SARANA MEDITAMA METROPOLITAN TBK
ARMEN ANTONIUS DJAN,DIRECTOR,False,SAME,SARANA MEDITAMA METROPOLITAN TBK
YAHYA TAUFIK,PRESIDENT DIRECTOR,False,SAMF,PT SARASWANTI ANUGERAH MAKMUR TBK
THERESIA YUSUFIANI RAHAYU,DIRECTOR,False,SAMF,PT SARASWANTI ANUGERAH MAKMUR TBK
ANDREAS ADHI HARSANTO,DIRECTOR,False,SAMF,PT SARASWANTI ANUGERAH MAKMUR TBK
WAHYU FERRYAL,DIRECTOR,False,SAMF,PT SARASWANTI ANUGERAH MAKMUR TBK
ANDI IRWANDY,DIRECTOR,False,SAMF,PT SARASWANTI ANUGERAH MAKMUR TBK
MOHAMAD MULYADI,DIRECTOR,False,SAMF,PT SARASWANTI ANUGERAH MAKMUR TBK
BUDIYANTO DARMASTONO,PRESIDENT DIRECTOR,False,SAPX,PT SATRIA ANTARAN PRIMA TBK
ZAINAL,PRESIDENT DIRECTOR,False,SAPX,PT SATRIA ANTARAN PRIMA TBK
MOMOG IRNAWAN,PRESIDENT DIRECTOR,False,SATU,PT KOTA SATU PROPERTI TBK
LEO AGUNG VITO WICAKSANA,DIRECTOR,False,SATU,PT KOTA SATU PROPERTI TBK
RINI DWIYANTI,PRESIDENT DIRECTOR,False,SBMA,PT SURYA BIRU MURNI ACETYLENE TBK
WELLY SUMANTERI,VICE PRESIDENT,False,SBMA,PT SURYA BIRU MURNI ACETYLENE TBK
JULIANTO SETYOADJI,DIRECTOR,False,SBMA,PT SURYA BIRU MURNI ACETYLENE TBK
HENNY ROSELLINNY,PRESIDENT DIRECTOR,False,SCCO,PT SUPREME CABLE MANUFACTURING & COMMERCE TBK
TEDDY RUSTIADI,DIRECTOR,False,SCCO,PT SUPREME CABLE MANUFACTURING & COMMERCE TBK
NICODEMUS MARJOPRANOTO TRISNADI,DIRECTOR,False,SCCO,PT SUPREME CABLE MANUFACTURING & COMMERCE TBK
SANI ISKANDAR DARMAWAN,DIRECTOR,False,SCCO,PT SUPREME CABLE MANUFACTURING & COMMERCE TBK
TANTO ATMADJA,DIRECTOR,False,SCCO,PT SUPREME CABLE MANUFACTURING & COMMERCE TBK
SUTANTO HARTONO,PRESIDENT DIRECTOR,False,SCMA,SURYA CITRA MEDIA TBK
HARSIWI ACHMAD,DIRECTOR,False,SCMA,SURYA CITRA MEDIA TBK
IMAM SUDJARWO,DIRECTOR,False,SCMA,SURYA CITRA MEDIA TBK
RUSMIYATI DJAJASEPUTRA,DIRECTOR,False,SCMA,SURYA CITRA MEDIA TBK
MUTIA NANDIKA,DIRECTOR,False,SCMA,SURYA CITRA MEDIA TBK
DAVID SETIAWAN SUWARTO,DIRECTOR,False,SCMA,SURYA CITRA MEDIA TBK
DJAMARWIE,PRESIDENT DIRECTOR,False,SCNP,PT SELARAS CITRA NUSANTARA PERKASA TBK
O RAJINI KANTHAN,DIRECTOR,False,SCNP,PT SELARAS CITRA NUSANTARA PERKASA TBK
DANIEL,PRESIDENT DIRECTOR,False,SCPI,PT ORGANON PHARMA INDONESIA TBK
ANDRI SOELASTYO,DIRECTOR,False,SCPI,PT ORGANON PHARMA INDONESIA TBK
YEAP XIN YI,DIRECTOR,False,SCPI,PT ORGANON PHARMA INDONESIA TBK
YOHANES INDRAYANA,DIRECTOR,False,SCPI,PT ORGANON PHARMA INDONESIA TBK
EVELYN MAGDALENA TJOE,PRESIDENT DIRECTOR,False,SDMU,SIDOMULYO SELARAS TBK
HANDRIYANTO,DIRECTOR,False,SDMU,SIDOMULYO SELARAS TBK
AHMAD BIN ABU BAKAR,PRESIDENT DIRECTOR,False,SDPC,MILLENNIUM PHARMACON INTERNATIONAL TBK
MOHAMAD FAZLY BIN HASSAN,DIRECTOR,False,SDPC,MILLENNIUM PHARMACON INTERNATIONAL TBK
KIM EUNGCHUL,PRESIDENT DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
WURYANTO,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
ABDURACHMAN HADI,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
KIM WOOK BAE,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
BENNY SUDARSONO TAN,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
EDWIN SULAEMAN,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
MAKHRIZAL SIREGAR,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
AKHMAD SYAILENDRA HIDAYAT,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
IRZAL YULIAN PRIBADI,DIRECTOR,False,SDRA,PT BANK WOORI SAUDARA INDONESIA 1906 TBK
RUDI HARTONO INTAN,PRESIDENT DIRECTOR,False,SEMA,PT SEMACOM INTEGRATED TBK
RIANY SANDRA WIDJAJA,DIRECTOR,False,SEMA,PT SEMACOM INTEGRATED TBK
BAMBANG SETIAWAN,DIRECTOR,False,SEMA,PT SEMACOM INTEGRATED TBK
IVO RUSTANDI,PRESIDENT DIRECTOR,False,SFAN,PT SURYA FAJAR CAPITAL TBK
RICO LESMANA SULISTYO,DIRECTOR,False,SFAN,PT SURYA FAJAR CAPITAL TBK
WELLY THOMAS,PRESIDENT DIRECTOR,False,SGER,PT SUMBER GLOBAL ENERGY TBK
VENKATESWARAN VENKATRAMAN,DIRECTOR,False,SGER,PT SUMBER GLOBAL ENERGY TBK
RAYMOND NG CHI CHING,DIRECTOR,False,SGER,PT SUMBER GLOBAL ENERGY TBK
BUDI SETIAWAN HALIM,PRESIDENT DIRECTOR,False,SGRO,PT SAMPOERNA AGRO TBK
DWI ASMONO,DIRECTOR,False,SGRO,PT SAMPOERNA AGRO TBK
LIM KING HUI,DIRECTOR,False,SGRO,PT SAMPOERNA AGRO TBK
HERO DJAJAKUSUMAH,DIRECTOR,False,SGRO,PT SAMPOERNA AGRO TBK
PARLUHUTAN SITOHANG,DIRECTOR,False,SGRO,PT SAMPOERNA AGRO TBK
HERI HARJANTO,DIRECTOR,False,SGRO,PT SAMPOERNA AGRO TBK
ERIS ARIAMAN,DIRECTOR,False,SGRO,PT SAMPOERNA AGRO TBK
HARIYADI BUDISANTOSO SUKAMDANI,PRESIDENT DIRECTOR,False,SHID,HOTEL SAHID JAYA TBK
HENGKY ROY,DIRECTOR,False,SHID,HOTEL SAHID JAYA TBK
DHANADI KUSUMA WARDANA SUKAMDANI,DIRECTOR,False,SHID,HOTEL SAHID JAYA TBK
EDI YOSFI,PRESIDENT DIRECTOR,False,SHIP,PT SILLO MARITIME PERDANA TBK
HANS RAYMOND EKAJAYA,DIRECTOR,False,SHIP,PT SILLO MARITIME PERDANA TBK
EDDY WIRAJAYA,DIRECTOR,False,SHIP,PT SILLO MARITIME PERDANA TBK
BENNY,PRESIDENT DIRECTOR,False,SICO,PT SIGMA ENERGY COMPRESSINDO TBK
PRAYOGA WISUDHARMA,DIRECTOR,False,SICO,PT SIGMA ENERGY COMPRESSINDO TBK
VITA DIANI SATIADHI,DIRECTOR,False,SICO,PT SIGMA ENERGY COMPRESSINDO TBK
DAVID HIDAYAT,PRESIDENT DIRECTOR,False,SIDO,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK
IRWAN HIDAYAT,DIRECTOR,False,SIDO,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK
DARMADJI SIDIK,DIRECTOR,False,SIDO,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK
BUDIYANTO,DIRECTOR,False,SIDO,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK
MARIA REVIANI,DIRECTOR,False,SIDO,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK
DAVID UTAMA,PRESIDENT DIRECTOR,False,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
ATIFF IBRAHIM GILL,DIRECTOR,False,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
BENNY HARYANTO DJIE,DIRECTOR,False,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
GABRIELE ISACCO TIRONI,DIRECTOR,False,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
PHUA MENG KHUAN,DIRECTOR,False,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
RICHARD KIDARSA,DIRECTOR,False,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
SURYA TATANG,DIRECTOR,False,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
PAULUS MOLEONOTO,PRESIDENT DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
TAN AGUSTINUS DERMAWAN,VICE PRESIDENT,False,SIMP,SALIM IVOMAS PRATAMA TBK
MARK JULIAN WAKEFORD,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
SUAIMI SURIADY,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
JOHNNY PONTO,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
SOENARDI WINARTO,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
IN SHE,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
FERDI GUNAWAN,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
HARRIJANTO KUSUMO,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
CHANDRA ARIF SANTOSO,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
DJUNAIDY,DIRECTOR,False,SIMP,SALIM IVOMAS PRATAMA TBK
AMIR ANTOLIS,PRESIDENT DIRECTOR,False,SINI,PT SINGARAJA PUTRA TBK
NOVRAYM VIANUS KERIAHENTA MELIALA,DIRECTOR,False,SINI,PT SINGARAJA PUTRA TBK
SUNGKONO SADIKIN,PRESIDENT DIRECTOR,False,SIPD,PT SREEYA SEWU INDONESIA TBK
IRVAN CAHYANA,DIRECTOR,False,SIPD,PT SREEYA SEWU INDONESIA TBK
NATANAEL YUYUN SURYADI,DIRECTOR,False,SIPD,PT SREEYA SEWU INDONESIA TBK
KENT KURNADI SAROSA,DIRECTOR,False,SIPD,PT SREEYA SEWU INDONESIA TBK
OEI HARRY LUKMITO,PRESIDENT DIRECTOR,False,SKBM,SEKAR BUMI TBK
HOWARD KEN LUKMITO,VICE PRESIDEN DIRECTOR,False,SKBM,SEKAR BUMI TBK
FREDDY ADAM,DIRECTOR,False,SKBM,SEKAR BUMI TBK
GARY IYAWAN,DIRECTOR,False,SKBM,SEKAR BUMI TBK
PAHLAWAN HARI TJAHJONO,DIRECTOR,False,SKBM,SEKAR BUMI TBK
IVONE MARGARETHA,DIRECTOR,False,SKBM,SEKAR BUMI TBK
MARK GERARD CLAY,DIRECTOR,False,SKBM,SEKAR BUMI TBK
WELLY GUNAWAN,PRESIDENT DIRECTOR,False,SKLT,SEKAR LAUT TBK
JOHN CANFI GOZAL,DIRECTOR,False,SKLT,SEKAR LAUT TBK
SUNG SANDIONO SUNGKONO,DIRECTOR,False,SKLT,SEKAR LAUT TBK
EDDY HOKGIANTORO,DIRECTOR,False,SKLT,SEKAR LAUT TBK
YAFIN TANDIONO TAN,PRESIDENT DIRECTOR,False,SKRN,PT SUPERKRANE MITRA UTAMA TBK
LINAYATI,DIRECTOR,False,SKRN,PT SUPERKRANE MITRA UTAMA TBK
EDI HANAFIAH KWANTO,PRESIDENT DIRECTOR,False,SLIS,PT GAYA ABADI SEMPURNA TBK
WILSON NG,DIRECTOR,False,SLIS,PT GAYA ABADI SEMPURNA TBK
WILSON TEOH,DIRECTOR,False,SLIS,PT GAYA ABADI SEMPURNA TBK
SUHERMAN YAHYA,PRESIDENT DIRECTOR,False,SMBR,PT SEMEN BATURAJA TBK
TAUFIK IBRAHIM,DIRECTOR,False,SMBR,PT SEMEN BATURAJA TBK
RAHMAT HIDAYAT,DIRECTOR,False,SMBR,PT SEMEN BATURAJA TBK
AINUL YAQIN,PRESIDENT DIRECTOR,False,SMCB,PT SOLUSI BANGUN INDONESIA TBK
EDI SARWONO,DIRECTOR,False,SMCB,PT SOLUSI BANGUN INDONESIA TBK
ASRUDDIN,DIRECTOR,False,SMCB,PT SOLUSI BANGUN INDONESIA TBK
YASUHIDE ABE,DIRECTOR,False,SMCB,PT SOLUSI BANGUN INDONESIA TBK
LIAUW HERRY HENDARTA,PRESIDENT DIRECTOR,False,SMDM,SURYAMAS DUTAMAKMUR TBK
PRASETIJO TANUMIHARDJA,DIRECTOR,False,SMDM,SURYAMAS DUTAMAKMUR TBK
SANJAYA SUTARSA,DIRECTOR,False,SMDM,SURYAMAS DUTAMAKMUR TBK
SISWANTO ADISAPUTRO,DIRECTOR,False,SMDM,SURYAMAS DUTAMAKMUR TBK
BANI MAULANA MULIA,PRESIDENT DIRECTOR,False,SMDR,SAMUDERA INDONESIA TBK
RIDWAN HAMID,DIRECTOR,False,SMDR,SAMUDERA INDONESIA TBK
FARIDA HELIANTI SASTROSATOMO,DIRECTOR,False,SMDR,SAMUDERA INDONESIA TBK
TARA HIDAYAT,DIRECTOR,False,SMDR,SAMUDERA INDONESIA TBK
INDRIEFFOUNY INDRA,PRESIDENT DIRECTOR,False,SMGR,SEMEN INDONESIA (PERSERO) TBK
ANDRIANO HOSNY PANANGIAN,VICE PRESIDENT,False,SMGR,SEMEN INDONESIA (PERSERO) TBK
DICKY SAELAN,DIRECTOR,False,SMGR,SEMEN INDONESIA (PERSERO) TBK
DENNIS PRATISTHA,DIRECTOR,False,SMGR,SEMEN INDONESIA (PERSERO) TBK
SIGIT PRASTOWO,DIRECTOR,False,SMGR,SEMEN INDONESIA (PERSERO) TBK
HADI SETIADI,DIRECTOR,False,SMGR,SEMEN INDONESIA (PERSERO) TBK
RENI WULANDARI,DIRECTOR,False,SMGR,SEMEN INDONESIA (PERSERO) TBK
ANG KINARDO,PRESIDENT DIRECTOR,False,SMKL,PT SATYAMITRA KEMAS LESTARI TBK
