Nama,Jabatan,Independen,KodeEmiten,NamaEmiten
KEMAL AZIS STAMBOEL,PRESIDENT COMMISIONER,True,BTPS,PT BANK BTPN SYARIAH TBK
DEWI PELITAWATI,COMMISSIONER,True,BTPS,PT BANK BTPN SYARIAH TBK
ONGKI WANADJATI DANA,COMMISSIONER,False,BTPS,PT BANK BTPN SYARIAH TBK
MULYA EFFENDI SIREGAR,COMMISSIONER,True,BTPS,PT BANK BTPN SYARIAH TBK
WIDARTO,PRESIDENT COMMISIONER,False,BUDI,PT BUDI STARCH & SWEETENER TBK
OEY ALFRED,COMMISSIONER,False,BUDI,PT BUDI STARCH & SWEETENER TBK
DANIEL KANDINATA,COMMISSIONER,True,BUDI,PT BUDI STARCH & SWEETENER TBK
RD ADI WARDHANA SARIAATMADJA,PRESIDENT COMMISIONER,False,BUKA,PT BUKALAPAK.COM TBK
JAY GEOFFREY WACHER,COMMISSIONER,False,BUKA,PT BUKALAPAK.COM TBK
ZANNUBA ARIFAH,COMMISSIONER,True,BUKA,PT BUKALAPAK.COM TBK
SUHAELI KALLA,PRESIDENT COMMISIONER,False,BUKK,BUKAKA TEKNIK UTAMA TBK
SOLIHIN JUSUF KALLA,COMMISSIONER,False,BUKK,BUKAKA TEKNIK UTAMA TBK
ERWIN KURNIADI,COMMISSIONER,True,BUKK,BUKAKA TEKNIK UTAMA TBK
HALIM JUSUF,PRESIDENT COMMISIONER,False,BULL,PT BUANA LINTAS LAUTAN TBK
M HARRY SANTOSO,COMMISSIONER,True,BULL,PT BUANA LINTAS LAUTAN TBK
ANDI AVIANDHA TRIADNA JAKILE,COMMISSIONER,False,BULL,PT BUANA LINTAS LAUTAN TBK
ACHMAD WIDJAJA,COMMISSIONER,False,BULL,PT BUANA LINTAS LAUTAN TBK
SHARIF CICIP SUTARDJO,PRESIDENT COMMISIONER,True,BUMI,BUMI RESOURCES TBK
ANTON SETIANTO SOEDARSONO,COMMISSIONER,True,BUMI,BUMI RESOURCES TBK
KANAKA PURADIREDJA,COMMISSIONER,True,BUMI,BUMI RESOURCES TBK
YA DIDIK CAHYANTO,COMMISSIONER,True,BUMI,BUMI RESOURCES TBK
ANGGAWIRA,COMMISSIONER,True,BUMI,BUMI RESOURCES TBK
ADHIKA ANDRAYUDHA BAKRIE,COMMISSIONER,False,BUMI,BUMI RESOURCES TBK
THOMAS MYER KEARNEY,COMMISSIONER,False,BUMI,BUMI RESOURCES TBK
JINPING,COMMISSIONER,False,BUMI,BUMI RESOURCES TBK
ASTINI BERNAWATI OUDANG,PRESIDENT COMMISIONER,False,BUVA,PT BUKIT ULUWATU VILLA TBK
SEONG HOON PARK,COMMISSIONER,True,BUVA,PT BUKIT ULUWATU VILLA TBK
DIAH PIKATAN ORISSA PUTRI HAPRANI,COMMISSIONER,False,BUVA,PT BUKIT ULUWATU VILLA TBK
ZAENAL ABIDIN,PRESIDENT COMMISIONER,True,BVIC,BANK VICTORIA INTERNATIONAL TBK
GUNAWAN TENGGARAHARDJA,COMMISSIONER,True,BVIC,BANK VICTORIA INTERNATIONAL TBK
SIA LENG HO,COMMISSIONER,False,BVIC,BANK VICTORIA INTERNATIONAL TBK
ABED NEGO,PRESIDENT COMMISIONER,False,BWPT,EAGLE HIGH PLANTATIONS TBK
MUHAMMAD PRIANTO MADELAR,COMMISSIONER,False,BWPT,EAGLE HIGH PLANTATIONS TBK
YOHANES WAHYU SARONTO,COMMISSIONER,True,BWPT,EAGLE HIGH PLANTATIONS TBK
HENDARMAN,PRESIDENT COMMISIONER,True,BYAN,BAYAN RESOURCES TBK
LIFRANSYAH GUMAY,COMMISSIONER,False,BYAN,BAYAN RESOURCES TBK
MOERMAHADI SOERJA DJANEGARA,COMMISSIONER,False,BYAN,BAYAN RESOURCES TBK
BUDIMAN,COMMISSIONER,True,BYAN,BAYAN RESOURCES TBK
TIMUR PRADOPO,COMMISSIONER,True,BYAN,BAYAN RESOURCES TBK
SANDERAWATI JOESOEF,PRESIDENT COMMISIONER,False,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
LUCIANA SUTANTO,COMMISSIONER,False,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
ANTHONY SOEHARTONO,COMMISSIONER,True,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
JUTIANTO ISNANDAR,PRESIDENT COMMISIONER,False,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
MAKMUR WIDJAJA,COMMISSIONER,True,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
RICO NOVYANTO,COMMISSIONER,True,CARE,PT METRO HEALTHCARE INDONESIA TBK
AGUSTINUS WIDJAJA CHT,PRESIDENT COMMISIONER,False,CARE,PT METRO HEALTHCARE INDONESIA TBK
HARKIE KOSADI,PRESIDENT COMMISIONER,True,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
DARWIN,COMMISSIONER,False,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
SURYA ASEANTO PUTRA,PRESIDENT COMMISIONER,False,CASH,PT CASHLEZ WORLDWIDE INDONESIA TBK
NINIEK RAHARDJA,COMMISSIONER,True,CASH,PT CASHLEZ WORLDWIDE INDONESIA TBK
DJOKO SUYANTO,COMMISSIONER,False,CASS,CAHAYA AERO SERVICES TBK
ARMAND BACHTIAR ARIEF,COMMISSIONER,True,CASS,CAHAYA AERO SERVICES TBK
CHI CHENG BOCK,COMMISSIONER,False,CASS,CAHAYA AERO SERVICES TBK
AGUNG BUDI MARYOTO,COMMISSIONER,True,CASS,CAHAYA AERO SERVICES TBK
SUDARNO KHOU,COMMISSIONER,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
BAMBANG ADI PRASTYO,COMMISSIONER,True,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
CHAI KHYE YEIEN,PRESIDENT COMMISIONER,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
DARWIN INDIGO,PRESIDENT COMMISIONER,False,CEKA,PT WILMAR CAHAYA INDONESIA TBK
HENDARDJI SOEPANDJI,COMMISSIONER,True,CEKA,PT WILMAR CAHAYA INDONESIA TBK
RONALD WAAS,PRESIDENT COMMISIONER,True,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
RIZAL SATAR,COMMISSIONER,True,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
DARAGH ONEILL,COMMISSIONER,False,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
SURESH NARAIN SINGH SIDHU,COMMISSIONER,False,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
ARIEF MUSTAIN,COMMISSIONER,True,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
BHINDAWATI GUNAWAN,PRESIDENT COMMISIONER,False,CFIN,CLIPAN FINANCE INDONESIA TBK
LUKMAN ABDULLAH,COMMISSIONER,True,CFIN,CLIPAN FINANCE INDONESIA TBK
MURWANTO,COMMISSIONER,False,CFIN,CLIPAN FINANCE INDONESIA TBK
DEDIE SUHERLAN,PRESIDENT COMMISIONER,False,CINT,PT CHITOSE INTERNASIONAL TBK
V ROY SUNARJA,COMMISSIONER,True,CINT,PT CHITOSE INTERNASIONAL TBK
WIDJAYA DJOHAN,COMMISSIONER,False,CINT,PT CHITOSE INTERNASIONAL TBK
LIM GUNAWAN HARIYANTO,PRESIDENT COMMISIONER,False,CITA,CITA MINERAL INVESTINDO TBK
ANDI IBRAHIM SALEH,COMMISSIONER,True,CITA,CITA MINERAL INVESTINDO TBK
DARJOTO SETYAWAN,COMMISSIONER,True,CITA,CITA MINERAL INVESTINDO TBK
PASCAL STEVEN JEAN,COMMISSIONER,False,CITA,CITA MINERAL INVESTINDO TBK
JAMES FREDERICK KWEE,PRESIDENT COMMISIONER,False,CITY,PT NATURA CITY DEVELOPMENTS TBK
YULI DWI KUSMADI,COMMISSIONER,False,CITY,PT NATURA CITY DEVELOPMENTS TBK
BAMBANG SUMANTO,COMMISSIONER,True,CITY,PT NATURA CITY DEVELOPMENTS TBK
RAJA SAPTA ERVIAN,PRESIDENT COMMISIONER,False,CLAY,PT CITRA PUTRA REALTY TBK
RD JAMES RACHMAT SUBEKTI,COMMISSIONER,True,CLAY,PT CITRA PUTRA REALTY TBK
GORIES MERE,COMMISSIONER,False,CLAY,PT CITRA PUTRA REALTY TBK
HERMANTO TANOKO,PRESIDENT COMMISIONER,False,CLEO,PT SARIGUNA PRIMATIRTA TBK
IDA BAGUS OKA NILA,COMMISSIONER,True,CLEO,PT SARIGUNA PRIMATIRTA TBK
BELINDA NATALIA,COMMISSIONER,False,CLEO,PT SARIGUNA PRIMATIRTA TBK
TJIA HWIE TJIN,COMMISSIONER,False,CLPI,COLORPAK INDONESIA TBK
HARRIS PRANATAJAYA,PRESIDENT COMMISIONER,False,CLPI,COLORPAK INDONESIA TBK
DIDIK SUSILO,COMMISSIONER,True,CLPI,COLORPAK INDONESIA TBK
DAHNU TEGUH ADRIANTO,PRESIDENT COMMISIONER,False,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
JHONI GINTING,COMMISSIONER,False,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
BAMBANG GOERITNO SOEKAMTO,COMMISSIONER,True,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
DIONISIUS WIDIJANTO,COMMISSIONER,True,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
JACQUELINE SITORUS,PRESIDENT COMMISIONER,False,CMNT,PT CEMINDO GEMILANG TBK
MAHMUDDIN YASIN,COMMISSIONER,True,CMNT,PT CEMINDO GEMILANG TBK
AHMAD AL FAROUK BIN AHMAD KAMAL,PRESIDENT COMMISIONER,False,CMPP,PT AIRASIA INDONESIA TBK
SABAM HUTAJULU,COMMISSIONER,True,CMPP,PT AIRASIA INDONESIA TBK
JULIANTO SIDARTO,COMMISSIONER,True,CMPP,PT AIRASIA INDONESIA TBK
REZA VIRYAWAN,COMMISSIONER,False,CMPP,PT AIRASIA INDONESIA TBK
BAMBANG SUTANTIO,PRESIDENT COMMISIONER,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
WENZEL SUTANTIO,COMMISSIONER,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
ALEXANDER RUSLI,COMMISSIONER,True,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
PUDJIANTO GONDOSASMITO,PRESIDENT COMMISIONER,False,CNKO,EXPLOITASI ENERGI INDONESIA TBK
DJOKO SUMARYONO,COMMISSIONER,False,CNKO,EXPLOITASI ENERGI INDONESIA TBK
EDWIN P SITUMORANG,COMMISSIONER,True,CNKO,EXPLOITASI ENERGI INDONESIA TBK
CAHYO SURYO PUTRO,COMMISSIONER,True,CNKO,EXPLOITASI ENERGI INDONESIA TBK
WIDJANARKO BROTOSAPUTRO,PRESIDENT COMMISIONER,False,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
HERU WINANTO,COMMISSIONER,True,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
HADI GUNAWAN TJOE,PRESIDENT COMMISIONER,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
RUSMIN RYADI,VICE PRESIDENT COMMISIONER,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
SUPARMAN S,COMMISSIONER,True,CPIN,CHAROEN POKPHAND INDONESIA TBK
HENDRI MURTANY,COMMISSIONER,True,CPIN,CHAROEN POKPHAND INDONESIA TBK
HARDIAN PURAWIMALA WIDJONARKO,PRESIDENT COMMISIONER,False,CPRO,CENTRAL PROTEINA PRIMA TBK
SIA LENG HO,COMMISSIONER,True,CPRO,CENTRAL PROTEINA PRIMA TBK
TOTO WINANTO,COMMISSIONER,True,CPRO,CENTRAL PROTEINA PRIMA TBK
FRANCISCUS AFFANDY,VICE PRESIDENT COMMISIONER,False,CPRO,CENTRAL PROTEINA PRIMA TBK
HARYANTO DAMANIK,COMMISSIONER,False,CPRO,CENTRAL PROTEINA PRIMA TBK
ACHMAD WIDJAJA,PRESIDENT COMMISIONER,False,CSAP,CATUR SENTOSA ADIPRANA TBK
KENNETH NG SHIH YEK,COMMISSIONER,False,CSAP,CATUR SENTOSA ADIPRANA TBK
SEOW HAN YONG JUSTIN,COMMISSIONER,False,CSAP,CATUR SENTOSA ADIPRANA TBK
WIROAT RATTANACHAISIT,COMMISSIONER,False,CSAP,CATUR SENTOSA ADIPRANA TBK
JUSTINUS ADITYA SIDHARTA,COMMISSIONER,True,CSAP,CATUR SENTOSA ADIPRANA TBK
HENNY RATNASARI DEWI,COMMISSIONER,True,CSAP,CATUR SENTOSA ADIPRANA TBK
SANTO FRANSISCUS,PRESIDENT COMMISIONER,False,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
APRAN KURNIAWAN,COMMISSIONER,True,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
EDITYAWARMAN,COMMISSIONER,False,CSRA,PT CISADANE SAWIT RAYA TBK
COKRO CIENTURI SUHENDRA,PRESIDENT COMMISIONER,False,CSRA,PT CISADANE SAWIT RAYA TBK
KOH BING HOCK,COMMISSIONER,True,CSRA,PT CISADANE SAWIT RAYA TBK
MATHIEU FLORENT JACQUES BARREAU,PRESIDENT COMMISIONER,False,CTBN,CITRA TUBINDO TBK
JEROME HENRY MARCEL FAVRE,COMMISSIONER,False,CTBN,CITRA TUBINDO TBK
SUDJONO SUHARDJO,COMMISSIONER,True,CTBN,CITRA TUBINDO TBK
RINA CIPUTRA SASTRAWINATA,PRESIDENT COMMISIONER,False,CTRA,CIPUTRA DEVELOPMENT TBK
JUNITA CIPUTRA,COMMISSIONER,False,CTRA,CIPUTRA DEVELOPMENT TBK
SANDRA HENDHARTO,COMMISSIONER,False,CTRA,CIPUTRA DEVELOPMENT TBK
KODRADI,COMMISSIONER,True,CTRA,CIPUTRA DEVELOPMENT TBK
TANAN HERWANDI ANTONIUS,COMMISSIONER,True,CTRA,CIPUTRA DEVELOPMENT TBK
HARTADI ANGKOSUBROTO,PRESIDENT COMMISIONER,False,DART,DUTA ANGGADA REALTY TBK
JOHANNA ZAKARIA,COMMISSIONER,False,DART,DUTA ANGGADA REALTY TBK
HADI SISWANTO,COMMISSIONER,True,DART,DUTA ANGGADA REALTY TBK
ALISSA QOTRUNNADA MUNAWAROH WAHID,PRESIDENT COMMISIONER,True,DAYA,PT DUTA INTIDAYA TBK
SUGITO WALUJO,COMMISSIONER,False,DAYA,PT DUTA INTIDAYA TBK
DOMINIC KAI MING LAI,COMMISSIONER,False,DAYA,PT DUTA INTIDAYA TBK
EDITH SHIH,COMMISSIONER,False,DAYA,PT DUTA INTIDAYA TBK
SCOTT JOHN BLAKEMORE,COMMISSIONER,False,DAYA,PT DUTA INTIDAYA TBK
IRWAN BUNYAMIN AFIFF,COMMISSIONER,True,DAYA,PT DUTA INTIDAYA TBK
MARINA BUDIMAN,PRESIDENT COMMISIONER,False,DCII,PT DCI INDONESIA TBK
DARWIN CYRIL NOERHADI,COMMISSIONER,True,DCII,PT DCI INDONESIA TBK
HERMANTO TANOKO,PRESIDENT COMMISIONER,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
BUDYANTO TOTONG,COMMISSIONER,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
RITA LIJANTO,COMMISSIONER,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
HERBUDIANTO,COMMISSIONER,True,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
SARTONO BUDI SANTOSO,COMMISSIONER,True,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
PIPHOP VASANAARCHASAKUL,COMMISSIONER,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
BAMBANG IRAWAN HENDRADI,PRESIDENT COMMISIONER,False,DEWA,DARMA HENWA TBK
SUADI ATMA,VICE PRESIDENT COMMISIONER,True,DEWA,DARMA HENWA TBK
GORIES MERE,COMMISSIONER,True,DEWA,DARMA HENWA TBK
KANAKA PURADIREDJA,COMMISSIONER,True,DEWA,DARMA HENWA TBK
ASHOK MITRA,COMMISSIONER,False,DEWA,DARMA HENWA TBK
NALINKANT AMRATLAL RATHOD,COMMISSIONER,False,DEWA,DARMA HENWA TBK
FERDINANDUS SOLEH DAHLAN,PRESIDENT COMMISIONER,False,DFAM,PT DAFAM PROPERTY INDONESIA TBK
JUNAIDI DAHLAN,COMMISSIONER,False,DFAM,PT DAFAM PROPERTY INDONESIA TBK
JAENI SEMSIAKCA,COMMISSIONER,True,DFAM,PT DAFAM PROPERTY INDONESIA TBK
HENDRO MARTOWARDOJO,PRESIDENT COMMISIONER,False,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
ADE RAHARDJA,COMMISSIONER,True,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
GANDA KUSUMA,COMMISSIONER,False,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
IVAN RIZAL SINI,PRESIDENT COMMISIONER,False,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
AGUS HERU DARJONO,COMMISSIONER,False,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
MARTINUS ELIATULO ZEGA,COMMISSIONER,True,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
STEPHEN K SULISTYO,PRESIDENT COMMISIONER,False,DIGI,PT ARKADIA DIGITAL MEDIA TBK
IWA SUKRESNO KARUNIA,COMMISSIONER,False,DIGI,PT ARKADIA DIGITAL MEDIA TBK
ARIYO ALI SUPRAPTO,COMMISSIONER,True,DIGI,PT ARKADIA DIGITAL MEDIA TBK
SOFYAN A DJALIL,PRESIDENT COMMISIONER,True,DILD,INTILAND DEVELOPMENT TBK
SINARTO DHARMAWAN,VICE PRESIDENT COMMISIONER,False,DILD,INTILAND DEVELOPMENT TBK
FRISO PALILINGAN,COMMISSIONER,True,DILD,INTILAND DEVELOPMENT TBK
ALEXANDER RUSLI,COMMISSIONER,True,DILD,INTILAND DEVELOPMENT TBK
BAMBANG IRAWAN,PRESIDENT COMMISIONER,True,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
SEBASTIAN TOGELANG,COMMISSIONER,False,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
ARTIKO SAMUDRO,COMMISSIONER,True,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
KURNIADI ATMOSASMITO,PRESIDENT COMMISIONER,False,DKFT,CENTRAL OMEGA RESOURCES TBK
LIM ANTHONY,COMMISSIONER,False,DKFT,CENTRAL OMEGA RESOURCES TBK
MUHAMMAD RUSJDI,COMMISSIONER,True,DKFT,CENTRAL OMEGA RESOURCES TBK
CHANG ENG THING,COMMISSIONER,False,DKFT,CENTRAL OMEGA RESOURCES TBK
ROY TUMPAL PAKPAHAN,PRESIDENT COMMISIONER,False,DLTA,DELTA DJAKARTA TBK
CARLOS ANTONIO MAYO BERBA,COMMISSIONER,False,DLTA,DELTA DJAKARTA TBK
KATSUHISA NOSE,COMMISSIONER,False,DLTA,DELTA DJAKARTA TBK
REYNATO SERRANO PUNO,COMMISSIONER,True,DLTA,DELTA DJAKARTA TBK
SAMUEL NITISAPUTRA,COMMISSIONER,True,DLTA,DELTA DJAKARTA TBK
MUKTAR WIDJAJA,PRESIDENT COMMISIONER,False,DMAS,PT PURADELTA LESTARI TBK
HERMAWAN WIJAYA,VICE PRESIDENT COMMISIONER,False,DMAS,PT PURADELTA LESTARI TBK
MASAYOSHI HIROSE,VICE PRESIDENT COMMISIONER,False,DMAS,PT PURADELTA LESTARI TBK
SEIJI ITAGAKI,COMMISSIONER,False,DMAS,PT PURADELTA LESTARI TBK
TEDDY PAWITRA,COMMISSIONER,True,DMAS,PT PURADELTA LESTARI TBK
SUSIYATI BAMBANG HIRAWAN,COMMISSIONER,True,DMAS,PT PURADELTA LESTARI TBK
SURYANDY JAHJA,PRESIDENT COMMISIONER,False,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
HARTONO FRANSCESCO,COMMISSIONER,False,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
BALAKRISHNAN ANANDA RAJA,COMMISSIONER,True,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
CHEN TSEN NAN,PRESIDENT COMMISIONER,False,DMND,PT DIAMOND FOOD INDONESIA TBK
LIM BENG LIN,COMMISSIONER,True,DMND,PT DIAMOND FOOD INDONESIA TBK
C TEDJO ENDRIYARTO,COMMISSIONER,True,DMND,PT DIAMOND FOOD INDONESIA TBK
WU QIANFEI,COMMISSIONER,True,DMND,PT DIAMOND FOOD INDONESIA TBK
NAKRIN NARULA,COMMISSIONER,True,DMND,PT DIAMOND FOOD INDONESIA TBK
IBRAHIM HASAN,VICE PRESIDENT COMMISIONER,False,DMND,PT DIAMOND FOOD INDONESIA TBK
ISTINI TATIEK SIDDHARTA,COMMISSIONER,True,DMND,PT DIAMOND FOOD INDONESIA TBK
SANG TON SIM,PRESIDENT COMMISIONER,False,DNAR,PT BANK OKE INDONESIA TBK
SONDANG MARTHA SAMOSIR,COMMISSIONER,True,DNAR,PT BANK OKE INDONESIA TBK
CHAIRUDIN,COMMISSIONER,True,DNAR,PT BANK OKE INDONESIA TBK
DJISMAN SIMANDJUNTAK,PRESIDENT COMMISIONER,False,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
SOEDARSONO,COMMISSIONER,False,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
FERRY NOVIAR YOSAPUTRA,COMMISSIONER,False,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
JANIMIRANTI INGGAWATI,COMMISSIONER,True,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
ADI PRANOTO LEMAN,COMMISSIONER,True,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
TIMOTIUS,COMMISSIONER,True,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
ASHISH GUPTA,COMMISSIONER,False,DOID,PT BUMA INTERNASIONAL GRUP TBK
HAMID AWALUDDIN,PRESIDENT COMMISIONER,True,DOID,PT BUMA INTERNASIONAL GRUP TBK
NURDIN ZAINAL,COMMISSIONER,True,DOID,PT BUMA INTERNASIONAL GRUP TBK
DIAN SOFIA ANDYASURI,COMMISSIONER,False,DOID,PT BUMA INTERNASIONAL GRUP TBK
HADI KASIM,PRESIDENT COMMISIONER,False,DRMA,PT DHARMA POLIMETAL TBK
NOEL AELYO LARAS KUSUMA NEGARA,COMMISSIONER,False,DRMA,PT DHARMA POLIMETAL TBK
IWAN DEWONO BUDIYUWONO,COMMISSIONER,False,DRMA,PT DHARMA POLIMETAL TBK
SOEKAMTO TJAHJONOADI,COMMISSIONER,True,DRMA,PT DHARMA POLIMETAL TBK
GATOT SUDARIYONO,COMMISSIONER,True,DRMA,PT DHARMA POLIMETAL TBK
STEPHEN KURNIAWAN SULISTYO,PRESIDENT COMMISIONER,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
HADY TEJA LAKSANA THE,COMMISSIONER,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
RYAN NATHANIEL SULISTYO,COMMISSIONER,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
TINAWATY WIBOWO,COMMISSIONER,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
WANDA WANDOKO,COMMISSIONER,True,DSFI,DHARMA SAMUDERA FISHING IND TBK
ADI RESANATA SOMADI HALIM,PRESIDENT COMMISIONER,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
ARON YONGKY,COMMISSIONER,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
DJOJO BOENTORO,COMMISSIONER,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
ARINI SARASWATY SUBIANTO,COMMISSIONER,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
ARIF RACHMAT,COMMISSIONER,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
TODDY MIZAABIANTO SUGOTO,COMMISSIONER,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
STEPHEN ZACHARIA SATYAHADI,COMMISSIONER,True,DSNG,PT DHARMA SATYA NUSANTARA TBK
EDY SUGITO,COMMISSIONER,True,DSNG,PT DHARMA SATYA NUSANTARA TBK
DANNY WALLA,COMMISSIONER,True,DSNG,PT DHARMA SATYA NUSANTARA TBK
FRANKY OESMAN WIDJAJA,PRESIDENT COMMISIONER,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
DRING EVITA HERAWATI LEGOWO,COMMISSIONER,True,DSSA,DIAN SWASTATIKA SENTOSA TBK
ROBERT ARTHUR SIMANJUNTAK,COMMISSIONER,True,DSSA,DIAN SWASTATIKA SENTOSA TBK
FX SUTIJASTOTO,COMMISSIONER,True,DSSA,DIAN SWASTATIKA SENTOSA TBK
HENDRIKUS PASSAGI,COMMISSIONER,True,DSSA,DIAN SWASTATIKA SENTOSA TBK
HANDHIANTO SURYO KENTJONO,COMMISSIONER,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
MUKTAR WIDJAJA,PRESIDENT COMMISIONER,False,DUTI,DUTA PERTIWI TBK
FRANCISCUS XAVERIUS RD,VICE PRESIDENT COMMISIONER,False,DUTI,DUTA PERTIWI TBK
TEDDY PAWITRA,COMMISSIONER,True,DUTI,DUTA PERTIWI TBK
SUSIYATI BAMBANG HIRAWAN,COMMISSIONER,True,DUTI,DUTA PERTIWI TBK
SONNY KALONA,COMMISSIONER,True,DVLA,DARYA-VARIA LABORATORIA TBK
CLINTON ANDREW CAMPOS HESS,PRESIDENT COMMISIONER,False,DVLA,DARYA-VARIA LABORATORIA TBK
ERIC ALBERT LIM GOTUACO,VICE PRESIDENT COMMISIONER,False,DVLA,DARYA-VARIA LABORATORIA TBK
MARIANO JOHN LIM TAN JR,COMMISSIONER,False,DVLA,DARYA-VARIA LABORATORIA TBK
MARLIA HAYATI GOESTAM,COMMISSIONER,True,DVLA,DARYA-VARIA LABORATORIA TBK
SANCOYO ANTARIKSO,COMMISSIONER,True,DVLA,DARYA-VARIA LABORATORIA TBK
LILIK OETOMO,PRESIDENT COMMISIONER,False,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
LO STEFANUS,COMMISSIONER,False,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
WIDI KRASTAWAN,COMMISSIONER,True,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
MUHAMMAD ANWAR KARIM,PRESIDENT COMMISIONER,False,EAST,PT EASTPARC HOTEL TBK
FENTY YUDYASTUTI,COMMISSIONER,True,EAST,PT EASTPARC HOTEL TBK
HARTONO TJAHJADI ADIWANA,PRESIDENT COMMISIONER,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
JOSEPHINE SUKMADEWI KARJADI,COMMISSIONER,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
KU SIEW KUAN,COMMISSIONER,True,ECII,PT ELECTRONIC CITY INDONESIA TBK
RATU TISHA DESTRIA,COMMISSIONER,True,ECII,PT ELECTRONIC CITY INDONESIA TBK
VIVI HENNY,COMMISSIONER,True,ECII,PT ELECTRONIC CITY INDONESIA TBK
LINO TRIASA WANGSADJAJA,COMMISSIONER,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
JONATHAN PAUL WALBRIDGE,PRESIDENT COMMISIONER,False,EDGE,PT INDOINTERNET TBK
RINALDI FIRMANSYAH,VICE PRESIDENT COMMISIONER,True,EDGE,PT INDOINTERNET TBK
JONATHAN JIANG CHOU,COMMISSIONER,False,EDGE,PT INDOINTERNET TBK
JOHN RANDALL FREEMAN JR,COMMISSIONER,False,EDGE,PT INDOINTERNET TBK
STEPHEN DUFFUS WEISS,COMMISSIONER,False,EDGE,PT INDOINTERNET TBK
