Jabatan,Nama,KodeEmiten,NamaEmiten
MEMBER,BUDIYANTO MULIOHARDJO,SIDO,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK
HEAD,JAMES TOBIAS HALL,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
MEMBER,TING LUEN TAN,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
MEMBER,FENDI SANTOSO,SILO,PT SILOAM INTERNATIONAL HOSPITALS TBK
HEAD,AGUS RAJANI PANJAITAN,SIMP,SALIM IVOMAS PRATAMA TBK
MEMBER,GOH KIAN CHEE,SIMP,SALIM IVOMAS PRATAMA TBK
MEMBER,ANTONIUS SUWANTO,SIMP,SALIM IVOMAS PRATAMA TBK
HEAD,WISONO PRASETYO,SINI,PT SINGARAJA PUTRA TBK
MEMBER,SUBAGYO,SINI,PT SINGARAJA PUTRA TBK
MEMBER,SUMIYATUN,SINI,PT SINGARAJA PUTRA TBK
HEAD,THEO LEKATOMPESSY,SIPD,PT SREEYA SEWU INDONESIA TBK
MEMBER,LITA SUPRIANTO,SIPD,PT SREEYA SEWU INDONESIA TBK
MEMBER,ARIA KANAKA,SIPD,PT SREEYA SEWU INDONESIA TBK
HEAD,HADI CAHYADI,SKBM,SEKAR BUMI TBK
MEMBER,EDDY SUTJAHJO,SKBM,SEKAR BUMI TBK
MEMBER,RACHMATDI,SKBM,SEKAR BUMI TBK
MEMBER,SILVIA YAPTONO,SKLT,SEKAR LAUT TBK
MEMBER,CHRISYANTI HIDAYAT,SKLT,SEKAR LAUT TBK
HEAD,BING HARTONO P,SKLT,SEKAR LAUT TBK
HEAD,ANTON WAHONO,SKRN,PT SUPERKRANE MITRA UTAMA TBK
MEMBER,WIKANTO ARTADI,SKRN,PT SUPERKRANE MITRA UTAMA TBK
MEMBER,DIAN UTAMI TJANDRA,SKRN,PT SUPERKRANE MITRA UTAMA TBK
HEAD,HADI AVILLA TAMZIL,SLIS,PT GAYA ABADI SEMPURNA TBK
MEMBER,ARI BINSAR,SLIS,PT GAYA ABADI SEMPURNA TBK
MEMBER,MOHAMAD ALI SOFYAN,SLIS,PT GAYA ABADI SEMPURNA TBK
HEAD,FERYZAL ADAM,SMBR,PT SEMEN BATURAJA TBK
MEMBER,M NUR A BIRTON,SMBR,PT SEMEN BATURAJA TBK
MEMBER,RAMZA AZIZ,SMBR,PT SEMEN BATURAJA TBK
HEAD,HUSNEDI,SMCB,PT SOLUSI BANGUN INDONESIA TBK
MEMBER,ERLIN SARWIN,SMCB,PT SOLUSI BANGUN INDONESIA TBK
MEMBER,SUGIANTO,SMCB,PT SOLUSI BANGUN INDONESIA TBK
HEAD,HOESEN,SMDR,SAMUDERA INDONESIA TBK
MEMBER,HERWAN NG,SMDR,SAMUDERA INDONESIA TBK
MEMBER,ARIA FARAH MITA,SMDR,SAMUDERA INDONESIA TBK
HEAD,SAOR SIAGIAN,SMGR,SEMEN INDONESIA (PERSERO) TBK
MEMBER,SIGIT WIDYAWAN,SMGR,SEMEN INDONESIA (PERSERO) TBK
MEMBER,AGUNG BUDI MULYANTO,SMGR,SEMEN INDONESIA (PERSERO) TBK
MEMBER,SAHAT PARDEDE,SMGR,SEMEN INDONESIA (PERSERO) TBK
MEMBER,BUDI RAHAYU,SMGR,SEMEN INDONESIA (PERSERO) TBK
HEAD,BAMBANG SURYANA,SMKL,PT SATYAMITRA KEMAS LESTARI TBK
MEMBER,ADE SUKIRMAN,SMKL,PT SATYAMITRA KEMAS LESTARI TBK
MEMBER,FRANSISKA NATALIA,SMKL,PT SATYAMITRA KEMAS LESTARI TBK
HEAD,ROBINSON SIMBOLON,SMMA,PT SINAR MAS MULTIARTHA TBK
MEMBER,HALIM ALAMSYAH,SMMA,PT SINAR MAS MULTIARTHA TBK
MEMBER,NURHAIDA,SMMA,PT SINAR MAS MULTIARTHA TBK
HEAD,ONG BENG CHYE,SMMT,GOLDEN EAGLE ENERGY TBK
MEMBER,KEVIN NUR REZA,SMMT,GOLDEN EAGLE ENERGY TBK
MEMBER,AGUSTINI,SMMT,GOLDEN EAGLE ENERGY TBK
HEAD,EDI DARNADI,SMRA,PT SUMMARECON AGUNG TBK
MEMBER,ESTHER MELYANI HOMAN,SMRA,PT SUMMARECON AGUNG TBK
MEMBER,POESPITA PELANGIWATI,SMRA,PT SUMMARECON AGUNG TBK
HEAD,ANDI RUSWANDI,SMRU,SMR UTAMA TBK
MEMBER,DASEP HEDIANTO,SMRU,SMR UTAMA TBK
MEMBER,LENA,SMRU,SMR UTAMA TBK
HEAD,JOSEPH PULO,SMSM,SELAMAT SEMPURNA TBK
MEMBER,AIDA RIA SANTOSO,SMSM,SELAMAT SEMPURNA TBK
MEMBER,PRADANA RAMADHIAN,SMSM,SELAMAT SEMPURNA TBK
HEAD,SANTOSO WIDJOJO,SNLK,PT SUNTER LAKESIDE HOTEL TBK
MEMBER,SUGITO WIBOWO,SNLK,PT SUNTER LAKESIDE HOTEL TBK
MEMBER,KRISTIANTO NUGRAHA,SNLK,PT SUNTER LAKESIDE HOTEL TBK
HEAD,EDWIN SYAHRUZAD,SOCI,PT SOECHI LINES TBK
MEMBER,FERRY YANTO WIDJAJA,SOCI,PT SOECHI LINES TBK
MEMBER,MARIA NATALINA SINDHIKARA,SOCI,PT SOECHI LINES TBK
HEAD,ERIC EFFENDY,SOFA,PT BOSTON FURNITURE INDUSTRIES TBK
MEMBER,KELIK IRWANTONO,SOFA,PT BOSTON FURNITURE INDUSTRIES TBK
MEMBER,NURRACHMAN HIDAYAT,SOFA,PT BOSTON FURNITURE INDUSTRIES TBK
HEAD,HARRY SALAM,SOHO,PT SOHO GLOBAL HEALTH TBK
MEMBER,GABRIELE ISACCO TIRONI,SOHO,PT SOHO GLOBAL HEALTH TBK
MEMBER,RICHARD KIDARSA,SOHO,PT SOHO GLOBAL HEALTH TBK
HEAD,GN HIANG LIN,SONA,SONA TOPAS TOURISM INDUSTRY TBK
MEMBER,ELISIA SOWITI SUTRISNA,SONA,SONA TOPAS TOURISM INDUSTRY TBK
MEMBER,ESTU SUDARMANIK,SONA,SONA TOPAS TOURISM INDUSTRY TBK
HEAD,AZUSA MIHARA,SOSS,PT SHIELD ON SERVICE TBK
MEMBER,FRANSISKA WAN WAN,SOSS,PT SHIELD ON SERVICE TBK
MEMBER,ACHMAD ANDRU DESEMBER,SOSS,PT SHIELD ON SERVICE TBK
HEAD,HUSNI HERON,SOTS,PT SATRIA MEGA KENCANA TBK
MEMBER,MASKANAH,SOTS,PT SATRIA MEGA KENCANA TBK
MEMBER,ARYO KUSUMO WIBOWO,SOTS,PT SATRIA MEGA KENCANA TBK
HEAD,SUBIANTARA,SPMA,SUPARMA TBK
MEMBER,WENNY,SPMA,SUPARMA TBK
MEMBER,TRI HERTANTO,SPMA,SUPARMA TBK
HEAD,GOH POH HENG,SPTO,PT SURYA PERTIWI TBK
MEMBER,GUNAWAN SUMANA,SPTO,PT SURYA PERTIWI TBK
MEMBER,PAULUS SOELISTYO,SPTO,PT SURYA PERTIWI TBK
HEAD,MELANIE HENDRIATY,SRAJ,SEJAHTERARAYA ANUGRAHJAYA TBK
MEMBER,LO FI LING,SRAJ,SEJAHTERARAYA ANUGRAHJAYA TBK
MEMBER,LIANNAH SUNARTO,SRAJ,SEJAHTERARAYA ANUGRAHJAYA TBK
HEAD,FS BAHARI NUSANTARA,SRSN,INDO ACIDATAMA TBK
MEMBER,HOO KWIE HAN,SRSN,INDO ACIDATAMA TBK
MEMBER,IGNATIUS DION SETIAWAN,SRSN,INDO ACIDATAMA TBK
HEAD,ARIA KANAKA,SRTG,PT SARATOGA INVESTAMA SEDAYA TBK
MEMBER,HANY GUNGORO,SRTG,PT SARATOGA INVESTAMA SEDAYA TBK
MEMBER,BASUKI SETIOGROHO,SRTG,PT SARATOGA INVESTAMA SEDAYA TBK
HEAD,HAGIANTO KUMALA,SSIA,PT SURYA SEMESTA INTERNUSA TBK
MEMBER,VONNY SULAIMIN,SSIA,PT SURYA SEMESTA INTERNUSA TBK
MEMBER,MAMAT MAMUN,SSIA,PT SURYA SEMESTA INTERNUSA TBK
HEAD,HOESEN,SSMS,PT SAWIT SUMBERMAS SARANA TBK
MEMBER,ARIF M PRAWIRAWINATA,SSMS,PT SAWIT SUMBERMAS SARANA TBK
MEMBER,ARINI IMAMAWATI,SSMS,PT SAWIT SUMBERMAS SARANA TBK
HEAD,SUTOMO,SSTM,SUNSON TEXTILE MANUFACTURER TBK
MEMBER,YUANITA KANCAHYADI,SSTM,SUNSON TEXTILE MANUFACTURER TBK
MEMBER,FENYWATI,SSTM,SUNSON TEXTILE MANUFACTURER TBK
HEAD,ROBBY SUMARGO,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
MEMBER,RUDI NGADIMAN,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
MEMBER,NOVA FERNITA SAMOSIR,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
HEAD,BAYU PRIANTORO,STAR,PT BUANA ARTHA ANUGERAH TBK
MEMBER,PATRICIA AMETA DEPARI,STAR,PT BUANA ARTHA ANUGERAH TBK
MEMBER,INDRIA SANTI,STAR,PT BUANA ARTHA ANUGERAH TBK
HEAD,FARIUS,STTP,PT SIANTAR TOP TBK
MEMBER,GABI WIDJAJA,STTP,PT SIANTAR TOP TBK
MEMBER,MOH ANSHARI RAHMAT,STTP,PT SIANTAR TOP TBK
HEAD,SAUD USMAN NASUTION,SULI,PT SLJ GLOBAL TBK
MEMBER,SITI NURWAHYUNINGSIH HARAHAP,SULI,PT SLJ GLOBAL TBK
MEMBER,ONG RONALDUS,SULI,PT SLJ GLOBAL TBK
HEAD,HARRY M ZEN,SUPR,SOLUSI TUNAS PRATAMA TBK
MEMBER,STEFANUS GINTING,SUPR,SOLUSI TUNAS PRATAMA TBK
MEMBER,JENNYWATI SOEWITO,SUPR,SOLUSI TUNAS PRATAMA TBK
HEAD,SAMMY TS LALAMENTIK,SURE,PT SUPER ENERGY TBK
MEMBER,SYAEFUDIN,SURE,PT SUPER ENERGY TBK
HEAD,MULJONO SUNARYO,TALF,PT TUNAS ALFIN TBK
MEMBER,SULASNI,TALF,PT TUNAS ALFIN TBK
MEMBER,DESSY CHATARINA,TALF,PT TUNAS ALFIN TBK
HEAD,AMIR TOHAR,TAMA,PT LANCARTAMA SEJATI TBK
MEMBER,I MADE SATYA GUNA,TAMA,PT LANCARTAMA SEJATI TBK
MEMBER,ISMAIL HASAN,TAMA,PT LANCARTAMA SEJATI TBK
HEAD,RAHMAT SUKENDAR,TAMU,PT PELAYARAN TAMARIN SAMUDRA TBK
MEMBER,RAIMON,TAMU,PT PELAYARAN TAMARIN SAMUDRA TBK
MEMBER,MARULI TUA BUTAR BUTAR,TAMU,PT PELAYARAN TAMARIN SAMUDRA TBK
HEAD,MARULI GULTOM,TAPG,PT TRIPUTRA AGRO PERSADA TBK
MEMBER,HABIL LOKADJAJA,TAPG,PT TRIPUTRA AGRO PERSADA TBK
MEMBER,HARRY ARIEF SUPARDI,TAPG,PT TRIPUTRA AGRO PERSADA TBK
HEAD,YURISTY FEBRIANY,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
MEMBER,CECILIA WULANNITRI,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
MEMBER,DELYNTA LUWIHANA,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
HEAD,M ALFAN BAHARUDIN,TAXI,EXPRESS TRANSINDO UTAMA TBK
MEMBER,TJANDRA SUSANTO PUTRA,TAXI,EXPRESS TRANSINDO UTAMA TBK
MEMBER,TRI KURNIAWAN DARMOKO,TAXI,EXPRESS TRANSINDO UTAMA TBK
HEAD,DJONI TATAN,TAYS,PT JAYA SWARASA AGUNG TBK
MEMBER,RIANTO ABIMAIL,TAYS,PT JAYA SWARASA AGUNG TBK
MEMBER,RUDY DHARMA,TAYS,PT JAYA SWARASA AGUNG TBK
HEAD,LUDOVICUS SENSI WONDABIO,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
MEMBER,AGUSTINO SUNARKO,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
MEMBER,AGUNG NUGROHO SOEDIBYO,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
HEAD,JUSTINUS ADITYA SIDHARTA,TBLA,TUNAS BARU LAMPUNG TBK
MEMBER,OEI YULIANTI WINARSO,TBLA,TUNAS BARU LAMPUNG TBK
MEMBER,RINI SARI WIDJAJA,TBLA,TUNAS BARU LAMPUNG TBK
HEAD,DEWA NYOMAN ADNYANA,TBMS,TEMBAGA MULIA SEMANAN TBK
MEMBER,AGUS HARYANTO,TBMS,TEMBAGA MULIA SEMANAN TBK
MEMBER,NENY MUSTIKA SUSENO,TBMS,TEMBAGA MULIA SEMANAN TBK
HEAD,TIURMA RONDANG SARI,TCID,MANDOM INDONESIA TBK
MEMBER,AZWIR ZAMRINURDIN,TCID,MANDOM INDONESIA TBK
MEMBER,BASO FAKHRUDDIN,TCID,MANDOM INDONESIA TBK
HEAD,ACHMAD SUTJIPTO,TCPI,PT TRANSCOAL PACIFIC TBK
MEMBER,DIMAS PRAYOGO,TCPI,PT TRANSCOAL PACIFIC TBK
MEMBER,DYAH SWASTI,TCPI,PT TRANSCOAL PACIFIC TBK
HEAD,INDRA SURYA,TEBE,PT DANA BRATA LUHUR TBK
MEMBER,AI SUPARDINI,TEBE,PT DANA BRATA LUHUR TBK
MEMBER,RISMON PURBA,TEBE,PT DANA BRATA LUHUR TBK
HEAD,SRI HARYATNO,TFAS,PT TELEFAST INDONESIA TBK
MEMBER,RIRIS LILIANTI,TFAS,PT TELEFAST INDONESIA TBK
MEMBER,HENDRA,TFAS,PT TELEFAST INDONESIA TBK
HEAD,HARRY PRAMONO,TGKA,TIGARAKSA SATRIA TBK
MEMBER,PRAWIRA ATMADJA,TGKA,TIGARAKSA SATRIA TBK
MEMBER,FAUZY,TGKA,TIGARAKSA SATRIA TBK
HEAD,SUPANDI WIDI SISWANTO,TGRA,PT TERREGRA ASIA ENERGY
MEMBER,TISANTO ADI,TGRA,PT TERREGRA ASIA ENERGY
MEMBER,IHOT PARASIAN GULTOM,TGRA,PT TERREGRA ASIA ENERGY
HEAD,CHOI JUNG SIK,TIFA,KDB TIFA FINANCE TBK
MEMBER,YOON YOUNG JUN,TIFA,KDB TIFA FINANCE TBK
MEMBER,YUSTINA PENIYANTI,TIFA,KDB TIFA FINANCE TBK
HEAD,YUSLIH IHZA,TINS,PT TIMAH TBK
MEMBER,M HITA TUNGGAL,TINS,PT TIMAH TBK
MEMBER,WAWAN GUNAWAN,TINS,PT TIMAH TBK
MEMBER,SRI SURYANINGSUM,TINS,PT TIMAH TBK
HEAD,HARRY KURNIAWAN,TIRA,TIRA AUSTENITE TBK
MEMBER,ELY,TIRA,TIRA AUSTENITE TBK
MEMBER,RIANITA SOELAIMAN,TIRA,TIRA AUSTENITE TBK
HEAD,HENDRA SURYA,TIRT,TIRTA MAHAKAM RESOURCES TBK
MEMBER,ALIYANTO LATIP,TIRT,TIRTA MAHAKAM RESOURCES TBK
MEMBER,FUGIANDY ANDERSHEN,TIRT,TIRTA MAHAKAM RESOURCES TBK
HEAD,RIZAL AFFANDI LUKMAN,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
MEMBER,SURYAMIN HALIM,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
MEMBER,TIO I HUAT,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
HEAD,DESWANDHY AGUSMAN,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
MEMBER,YOHANES SURYA,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
MEMBER,EMMANUEL BAMBANG SUYITNO,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
MEMBER,EDY SIHOTANG,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
HEAD,THEO LEKATOMPESSY,TMAS,PT TEMAS TBK
MEMBER,ALFRED NATSIR,TMAS,PT TEMAS TBK
MEMBER,ARDI DHARMONO,TMAS,PT TEMAS TBK
HEAD,C PAUL TEHUSIJARANA,TMPO,TEMPO INTI MEDIA TBK
MEMBER,LEONARDI KUSEN,TMPO,TEMPO INTI MEDIA TBK
MEMBER,HERRY HERNAWAN,TMPO,TEMPO INTI MEDIA TBK
HEAD,ACHMAD SUTJIPTO,TNCA,PT TRIMUDA NUANSA CITRA TBK
MEMBER,AGUSTINE ROSMAULINA MUNTHE,TNCA,PT TRIMUDA NUANSA CITRA TBK
MEMBER,MERI BINTI SABON,TNCA,PT TRIMUDA NUANSA CITRA TBK
HEAD,AHMAD FUAD RAHMANY,TOBA,PT TBS ENERGI UTAMA TBK
MEMBER,AGUS RAJANI PANJAITAN,TOBA,PT TBS ENERGI UTAMA TBK
MEMBER,YEN YEN SETIAWAN,TOBA,PT TBS ENERGI UTAMA TBK
HEAD,RUSDY DARYONO,TOTL,TOTAL BANGUN PERSADA TBK
MEMBER,ERTIN SETIAWATI,TOTL,TOTAL BANGUN PERSADA TBK
MEMBER,LIOE FEI LING,TOTL,TOTAL BANGUN PERSADA TBK
HEAD,GUNAWAN SUMANA,TOTO,SURYA TOTO INDONESIA TBK
MEMBER,SETIA BUDI PURWADI,TOTO,SURYA TOTO INDONESIA TBK
MEMBER,DAVID TJAHJADI,TOTO,SURYA TOTO INDONESIA TBK
HEAD,KUSMAYANTO KADIMAN,TOWR,SARANA MENARA NUSANTARA TBK
MEMBER,EDY SUGITO,TOWR,SARANA MENARA NUSANTARA TBK
MEMBER,ADI VITHARA PURBA,TOWR,SARANA MENARA NUSANTARA TBK
HEAD,TAN EK KIA,TPIA,PT CHANDRA ASRI PACIFIC TBK
MEMBER,DIKDIK SUGIHARTO,TPIA,PT CHANDRA ASRI PACIFIC TBK
MEMBER,MICHELL SUHARLI,TPIA,PT CHANDRA ASRI PACIFIC TBK
HEAD,HONGISISILIA,TPMA,TRANS POWER MARINE TBK
MEMBER,SUNARTO CAHYONO,TPMA,TRANS POWER MARINE TBK
MEMBER,PAULINE MARIA,TPMA,TRANS POWER MARINE TBK
HEAD,EDY SUGITO,TRIM,PT TRIMEGAH SEKURITAS INDONESIA TBK
MEMBER,ARIEFUDDIN AMAS,TRIM,PT TRIMEGAH SEKURITAS INDONESIA TBK
MEMBER,IDA BAGUS OKA NILA,TRIM,PT TRIMEGAH SEKURITAS INDONESIA TBK
HEAD,HENRY SUSANTO,TRIN,PT PERINTIS TRINITI PROPERTI TBK
MEMBER,GREGORIUS SELOKO UYANTO,TRIN,PT PERINTIS TRINITI PROPERTI TBK
MEMBER,RICHARD YOVANN,TRIN,PT PERINTIS TRINITI PROPERTI TBK
HEAD,HERMIN HARTONO,TRIO,TRIKOMSEL OKE TBK
MEMBER,BAMBANG SUTANTO,TRIO,TRIKOMSEL OKE TBK
MEMBER,IWAN SETIAWAN,TRIO,TRIKOMSEL OKE TBK
HEAD,FENDY SUTANTO,TRIS,TRISULA INTERNATIONAL TBK
HEAD,KETUT SUMARWAN,TRST,TRIAS SENTOSA TBK
MEMBER,AGUNG RIANTO,TRST,TRIAS SENTOSA TBK
MEMBER,BING HARTONO POERNOMOSIDI,TRST,TRIAS SENTOSA TBK
HEAD,ERMAN SUPARNO,TRUE,PT TRINITI DINAMIK TBK
MEMBER,DANNY SUTRADEWA,TRUE,PT TRINITI DINAMIK TBK
MEMBER,RICHARD YOVANN,TRUE,PT TRINITI DINAMIK TBK
HEAD,NOER SYAMSUDDIN,TRUK,PT GUNA TIMUR RAYA TBK
MEMBER,YULIA ASTUTI,TRUK,PT GUNA TIMUR RAYA TBK
MEMBER,OCTAVIA ENDRIA FATRIANA,TRUK,PT GUNA TIMUR RAYA TBK
HEAD,SUPARNI PARTO SETIONO,TSPC,TEMPO SCAN PACIFIC TBK
MEMBER,AGUS SUTOMO,TSPC,TEMPO SCAN PACIFIC TBK
MEMBER,RATNA DEWI SURYO WIBOWO,TSPC,TEMPO SCAN PACIFIC TBK
HEAD,BONNY HARRY,UANG,PT PAKUAN TBK
MEMBER,MARGINI SETYANINGSIH,UANG,PT PAKUAN TBK
MEMBER,IRMA SUNDARI SULAEMAN,UANG,PT PAKUAN TBK
MEMBER,EKO JULIANTO,UANG,PT PAKUAN TBK
HEAD,UBAIDILLAH NUGRAHA,UCID,PT UNI-CHARM INDONESIA TBK
MEMBER,TONY UTARTONO,UCID,PT UNI-CHARM INDONESIA TBK
MEMBER,HARTONO SAEKUN,UCID,PT UNI-CHARM INDONESIA TBK
HEAD,NG ANDI GOTAMA CHANDRA,UFOE,PT DAMAI SEJAHTERA ABADI TBK
MEMBER,MARKUS EDWIN SOEGIANTO,UFOE,PT DAMAI SEJAHTERA ABADI TBK
MEMBER,JIMY KHUANA,UFOE,PT DAMAI SEJAHTERA ABADI TBK
HEAD,EVITA PUSPITASARI,ULTJ,PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK
MEMBER,SAID ARYONINDITO,ULTJ,PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK
MEMBER,SASKIA SALMANA,ULTJ,PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK
HEAD,SUPANDI WIDI SISWANTO,UNIQ,PT ULIMA NITRA TBK
MEMBER,CHERIA AYU ADITYA P,UNIQ,PT ULIMA NITRA TBK
MEMBER,LINDA NOVIYANTI,UNIQ,PT ULIMA NITRA TBK
HEAD,NENGAH RAMA GAUTAMA,UNSP,BAKRIE SUMATERA PLANTATIONS TBK
MEMBER,S HASIHOLAN HUTABARAT,UNSP,BAKRIE SUMATERA PLANTATIONS TBK
MEMBER,MUHAMAD FARKHAN SUPRIYADI,UNSP,BAKRIE SUMATERA PLANTATIONS TBK
HEAD,IGNASIUS JONAN,UNTR,UNITED TRACTORS TBK
MEMBER,WANNY WIJAYA,UNTR,UNITED TRACTORS TBK
MEMBER,MARIO C SURUNG GULTOM,UNTR,UNITED TRACTORS TBK
HEAD,ALEXANDER RUSLI,UNVR,UNILEVER INDONESIA TBK
MEMBER,NITA SKOLASTIKA RUSLIM,UNVR,UNILEVER INDONESIA TBK
MEMBER,ARIA FARAH MITA,UNVR,UNILEVER INDONESIA TBK
HEAD,AHMAD FADLI KARTAJAYA,URBN,PT URBAN JAKARTA PROPERTINDO TBK
MEMBER,A BAMBANG TRINURCAHYA,URBN,PT URBAN JAKARTA PROPERTINDO TBK
MEMBER,MUNG KUSUMO AJI,URBN,PT URBAN JAKARTA PROPERTINDO TBK
HEAD,DANNY EUGENE,UVCR,PT TRIMEGAH KARYA PRATAMA TBK
MEMBER,STEVIEN WASHINGTON,UVCR,PT TRIMEGAH KARYA PRATAMA TBK
MEMBER,NURUL FAUZIAH,UVCR,PT TRIMEGAH KARYA PRATAMA TBK
HEAD,HERBUDIANTO,VICI,PT VICTORIA CARE INDONESIA TBK
MEMBER,YUSTINUS LINARDI RIDJAB,VICI,PT VICTORIA CARE INDONESIA TBK
MEMBER,WARDIMAN WIJAYA,VICI,PT VICTORIA CARE INDONESIA TBK
HEAD,EKO RACHMANSYAH GINDO,VICO,PT VICTORIA INVESTAMA TBK
MEMBER,ALFIA OKTAVIANI SAP,VICO,PT VICTORIA INVESTAMA TBK
MEMBER,YOLANDA ANDIKA,VICO,PT VICTORIA INVESTAMA TBK
HEAD,VIVEKANAND ATMARAM TOLANI VIKAS,VINS,PT VICTORIA INSURANCE TBK
MEMBER,JIMMY PAULUS WATULINGAS,VINS,PT VICTORIA INSURANCE TBK
MEMBER,HENRY DJAJA KARIM,VINS,PT VICTORIA INSURANCE TBK
HEAD,ILHAM AKBAR HABIBIE,VIVA,PT VISI MEDIA ASIA TBK
MEMBER,ARIE NUGRAHA,VIVA,PT VISI MEDIA ASIA TBK
MEMBER,RYKA EKO SAPUTRO,VIVA,PT VISI MEDIA ASIA TBK
HEAD,LINDA LIUS,VOKS,VOKSEL ELECTRIC TBK
MEMBER,MULYAGI PARALI,VOKS,VOKSEL ELECTRIC TBK
MEMBER,M NURDIN,VOKS,VOKSEL ELECTRIC TBK
HEAD,MOHAMMAD SYAHRIAL,VRNA,PT MIZUHO LEASING INDONESIA TBK
MEMBER,BRANTAS,VRNA,PT MIZUHO LEASING INDONESIA TBK
MEMBER,GREGORY OK ONGKO,VRNA,PT MIZUHO LEASING INDONESIA TBK
HEAD,HENDRA WIDJAJA,WAPO,WAHANA PRONATURAL TBK
MEMBER,ANITA ROSALIA GUNAWAN,WAPO,WAHANA PRONATURAL TBK
MEMBER,SARAH CAHYA PRAWIRA,WAPO,WAHANA PRONATURAL TBK
HEAD,JOSEPH PRAJOGO,WEGE,PT WIJAYA KARYA BANGUNAN GEDUNG TBK
MEMBER,TAUFAN GESTORO,WEGE,PT WIJAYA KARYA BANGUNAN GEDUNG TBK
MEMBER,DARAWATI,WEGE,PT WIJAYA KARYA BANGUNAN GEDUNG TBK
HEAD,LUCKY BAYU PURNOMO,WGSH,PT WIRA GLOBAL SOLUSI TBK
MEMBER,CHRISTINA RIMAWATI,WGSH,PT WIRA GLOBAL SOLUSI TBK
MEMBER,TRI DYAH INDRASTUTI,WGSH,PT WIRA GLOBAL SOLUSI TBK
HEAD,AGUSTINUS NICHOLAS L TOBING,WICO,WICAKSANA OVERSEAS INTERNATIONAL TBK
MEMBER,ALPIN NAPITUPULU,WICO,WICAKSANA OVERSEAS INTERNATIONAL TBK
HEAD,DONI SATIAJI SOETADI,WIFI,PT SOLUSI SINERGI DIGITAL TBK
MEMBER,DWI AFRILIANTO,WIFI,PT SOLUSI SINERGI DIGITAL TBK
MEMBER,CUTRIWATI,WIFI,PT SOLUSI SINERGI DIGITAL TBK
HEAD,DANIEL SUTRIO DARMADI,WIIM,WISMILAK INTI MAKMUR TBK
MEMBER,MARCO HADISURYA CANDRA,WIIM,WISMILAK INTI MAKMUR TBK
MEMBER,YAP STEVANUS SUPRIYADI,WIIM,WISMILAK INTI MAKMUR TBK
MEMBER,ROY YOURNALISTA,WIKA,PT WIJAYA KARYA (PERSERO) TBK
HEAD,SURYO HAPSORO TRI UTOMO,WIKA,PT WIJAYA KARYA (PERSERO) TBK
MEMBER,ADITYAWARMAN,WIKA,PT WIJAYA KARYA (PERSERO) TBK
MEMBER,RITA RUFAIDA,WIKA,PT WIJAYA KARYA (PERSERO) TBK
HEAD,HANDRY SOESANTO,WINR,PT WINNER NUSANTARA JAYA TBK
MEMBER,IRSHAN SYA BAN KAMALUDDIN,WINR,PT WINNER NUSANTARA JAYA TBK
MEMBER,RIAM HUDA,WINR,PT WINNER NUSANTARA JAYA TBK
HEAD,JONATHAN JOCHANAN,WINS,WINTERMAR OFFSHORE MARINE TBK
MEMBER,ANTONIUS KARAMOY,WINS,WINTERMAR OFFSHORE MARINE TBK
MEMBER,ALEX WREKSOREMBOKO,WINS,WINTERMAR OFFSHORE MARINE TBK
HEAD,ASWAR ZULKARNAIN SIREGAR,WMPP,PT WIDODO MAKMUR PERKASA TBK
MEMBER,TRI MASTONO,WMPP,PT WIDODO MAKMUR PERKASA TBK
MEMBER,BANGUN HADI SETIAWAN,WMPP,PT WIDODO MAKMUR PERKASA TBK
HEAD,BIMO ANGGORO SENO,WMUU,PT WIDODO MAKMUR UNGGAS TBK
MEMBER,MUHAMMAD LUTHFI RISMAWAN,WMUU,PT WIDODO MAKMUR UNGGAS TBK
MEMBER,DRH DIDIK NUGROHO SUMARDIYANA,WMUU,PT WIDODO MAKMUR UNGGAS TBK
HEAD,RALLYATI ARIANTO WIBOWO,WOMF,PT WAHANA OTTOMITRA MULTIARTHA TBK
MEMBER,RIJANTI WITARSA,WOMF,PT WAHANA OTTOMITRA MULTIARTHA TBK
